id	name	description	rgb[0]	rgb[1]	rgb[2]	reserved1
21310	a,Disciples of Authority\0	a,	9C	E8	A9	-1
21311	a,Disciples of Authority\0	a,	9C	E8	A9	-1
21312	a,Eye of Ruler\0	a,	9C	E8	A9	-1
21313	a,Sly Hound Dog\0	a,	9C	E8	A9	-1
21314	a,Hot Springs Bandersnatchling\0	a,	9C	E8	A9	-1
21315	a,Hot Springs Buffalo\0	a,	9C	E8	A9	-1
21316	a,Hot Springs Flava\0	a,	9C	E8	A9	-1
21317	a,Hot Springs Atroxspawn\0	a,	9C	E8	A9	-1
21318	a,Hot Springs Antelope\0	a,	9C	E8	A9	-1
21319	a,Hot Springs Nepenthes\0	a,	9C	E8	A9	-1
21320	a,Hot Springs Yeti\0	a,	9C	E8	A9	-1
21321	a,Hot Springs Atrox\0	a,	9C	E8	A9	-1
21322	a,Hot Springs Bandersnatch\0	a,	9C	E8	A9	-1
21323	a,Hot Springs Grendel\0	a,	9C	E8	A9	-1
21324	a,Ketra Orc Footman\0	a,	9C	E8	A9	-1
21325	a,Ketra's War Hound\0	a,	9C	E8	A9	-1
21326	a,Grazing Kookaburra\0	a,	9C	E8	A9	-1
21327	a,Ketra Orc Raider\0	a,	9C	E8	A9	-1
21328	a,Ketra Orc Scout\0	a,	9C	E8	A9	-1
21329	a,Ketra Orc Shaman\0	a,	9C	E8	A9	-1
21330	a,Grazing Buffalo\0	a,	9C	E8	A9	-1
21331	a,Ketra Orc Warrior\0	a,	9C	E8	A9	-1
21332	a,Ketra Orc Lieutenant\0	a,	9C	E8	A9	-1
21333	a,Grazing Windsus\0	a,	9C	E8	A9	-1
21334	a,Ketra Orc Medium\0	a,	9C	E8	A9	-1
21335	a,Ketra Orc Elite Soldier\0	a,	9C	E8	A9	-1
21336	a,Ketra Orc White Captain\0	a,	9C	E8	A9	-1
21337	a,Grazing Elder Buffalo\0	a,	9C	E8	A9	-1
21338	a,Ketra Orc Seer\0	a,	9C	E8	A9	-1
21339	a,Ketra Orc General\0	a,	9C	E8	A9	-1
21340	a,Ketra Orc Battalion Commander\0	a,	9C	E8	A9	-1
21341	a,Grazing Elder Kookaburra\0	a,	9C	E8	A9	-1
21342	a,Ketra Orc Grand Seer\0	a,	9C	E8	A9	-1
21343	a,Ketra Commander\0	a,	9C	E8	A9	-1
21344	a,Ketra Elite Guard\0	a,	9C	E8	A9	-1
21345	a,Ketra's Head Shaman\0	a,	9C	E8	A9	-1
21346	a,Ketra's Head Guard\0	a,	9C	E8	A9	-1
21347	a,Ketra Prophet\0	a,	9C	E8	A9	-1
21348	a,Prophet's Guard\0	a,	9C	E8	A9	-1
21349	a,Prophet's Aide\0	a,	9C	E8	A9	-1
21350	a,Varka Silenos Recruit\0	a,	9C	E8	A9	-1
21351	a,Varka Silenos Footman\0	a,	9C	E8	A9	-1
21352	a,Grazing Antelope\0	a,	9C	E8	A9	-1
21353	a,Varka Silenos Scout\0	a,	9C	E8	A9	-1
21354	a,Varka Silenos Hunter\0	a,	9C	E8	A9	-1
21355	a,Varka Silenos Shaman\0	a,	9C	E8	A9	-1
21356	a,Grazing Nepenthes\0	a,	9C	E8	A9	-1
21357	a,Varka Silenos Priest\0	a,	9C	E8	A9	-1
21358	a,Varka Silenos Warrior\0	a,	9C	E8	A9	-1
21359	a,Grazing Bandersnatch\0	a,	9C	E8	A9	-1
21360	a,Varka Silenos Medium\0	a,	9C	E8	A9	-1
21361	a,Varka Silenos Magus\0	a,	9C	E8	A9	-1
21362	a,Varka Silenos Officer\0	a,	9C	E8	A9	-1
21363	a,Grazing Flava\0	a,	9C	E8	A9	-1
21364	a,Varka Silenos Seer\0	a,	9C	E8	A9	-1
21365	a,Varka Silenos Great Magus\0	a,	9C	E8	A9	-1
21366	a,Varka Silenos General\0	a,	9C	E8	A9	-1
21367	a,Grazing Elder Antelope\0	a,	9C	E8	A9	-1
21368	a,Varka Silenos Great Seer\0	a,	9C	E8	A9	-1
21369	a,Varka's Commander\0	a,	9C	E8	A9	-1
21370	a,Varka's Elite Guard\0	a,	9C	E8	A9	-1
21371	a,Varka's Head Magus\0	a,	9C	E8	A9	-1
21372	a,Varka's Head Guard\0	a,	9C	E8	A9	-1
21373	a,Varka's Prophet\0	a,	9C	E8	A9	-1
21374	a,Prophet Guard\0	a,	9C	E8	A9	-1
21375	a,Disciple of Prophet\0	a,	9C	E8	A9	-1
21376	a,Scarlet Stakato Walker\0	a,	9C	E8	A9	-1
21377	a,Scarlet Stakato Soldier\0	a,	9C	E8	A9	-1
21378	a,Scarlet Stakato Noble\0	a,	9C	E8	A9	-1
21379	a,Tepra Scorpion\0	a,	9C	E8	A9	-1
21380	a,Tepra Scarab\0	a,	9C	E8	A9	-1
21381	a,Assassin Beetle\0	a,	9C	E8	A9	-1
21382	a,Mercenary of Destruction\0	a,	9C	E8	A9	-1
21383	a,Knight of Destruction\0	a,	9C	E8	A9	-1
21384	a,Necromancer of Destruction\0	a,	9C	E8	A9	-1
21385	a,Lavastone Golem\0	a,	9C	E8	A9	-1
21386	a,Magma Golem\0	a,	9C	E8	A9	-1
21387	a,Arimanes of Destruction\0	a,	9C	E8	A9	-1
21388	a,Iblis of Destruction\0	a,	9C	E8	A9	-1
21389	a,Balrog of Destruction\0	a,	9C	E8	A9	-1
21390	a,Ashuras of Destruction\0	a,	9C	E8	A9	-1
21391	a,Lavasillisk\0	a,	9C	E8	A9	-1
21392	a,Blazing Ifrit\0	a,	9C	E8	A9	-1
21393	a,Magma Drake\0	a,	9C	E8	A9	-1
21394	a,Lavasaurus\0	a,	9C	E8	A9	-1
21395	a,Elder Lavasaurus\0	a,	9C	E8	A9	-1
21396	a,Carrion Scarab\0	a,	9C	E8	A9	-1
21397	a,Carrion Scarab\0	a,	9C	E8	A9	-1
21398	a,Soldier Scarab\0	a,	9C	E8	A9	-1
21399	a,Soldier Scarab\0	a,	9C	E8	A9	-1
21400	a,Hexa Beetle\0	a,	9C	E8	A9	-1
21401	a,Hexa Beetle\0	a,	9C	E8	A9	-1
21402	a,Katraxis\0	a,	9C	E8	A9	-1
21403	a,Katraxis\0	a,	9C	E8	A9	-1
21404	a,Tera Beetle\0	a,	9C	E8	A9	-1
21405	a,Tera Beetle\0	a,	9C	E8	A9	-1
21406	a,Knight of Empire\0	a,	9C	E8	A9	-1
21407	a,Knight of Empire\0	a,	9C	E8	A9	-1
21408	a,Royal Guard of Empire\0	a,	9C	E8	A9	-1
21409	a,Royal Guard of Empire\0	a,	9C	E8	A9	-1
21410	a,Guardian Scarab\0	a,	9C	E8	A9	-1
21411	a,Guardian Scarab\0	a,	9C	E8	A9	-1
21412	a,Ustralith\0	a,	9C	E8	A9	-1
21413	a,Ustralith\0	a,	9C	E8	A9	-1
21414	a,Assassin of Empire\0	a,	9C	E8	A9	-1
21415	a,Assassin of Empire\0	a,	9C	E8	A9	-1
21416	a,Imperial Commander\0	a,	9C	E8	A9	-1
21417	a,Imperial Commander\0	a,	9C	E8	A9	-1
21418	a,Imperial Royal Guard\0	a,	9C	E8	A9	-1
21419	a,Imperial Royal Guard\0	a,	9C	E8	A9	-1
21420	a,Ashuras\0	a,	9C	E8	A9	-1
21421	a,Ashuras\0	a,	9C	E8	A9	-1
21422	a,Dancer of Empire\0	a,	9C	E8	A9	-1
21423	a,Dancer of Empire\0	a,	9C	E8	A9	-1
21424	a,Ashkenas\0	a,	9C	E8	A9	-1
21425	a,Ashkenas\0	a,	9C	E8	A9	-1
21426	a,Abraxion\0	a,	9C	E8	A9	-1
21427	a,Abraxion\0	a,	9C	E8	A9	-1
21428	a,Hasturan\0	a,	9C	E8	A9	-1
21429	a,Hasturan\0	a,	9C	E8	A9	-1
21430	a,Arimanes\0	a,	9C	E8	A9	-1
21431	a,Arimanes\0	a,	9C	E8	A9	-1
21432	a,Chakram Beetle\0	a,	9C	E8	A9	-1
21433	a,Jamadar Beetle\0	a,	9C	E8	A9	-1
21434	a,Seer of Blood\0	a,	9C	E8	A9	-1
21435	a,Guide of Offering\0	a,	9C	E8	A9	-1
21436	a,Leader of Offering\0	a,	9C	E8	A9	-1
21437	a,Offering Bug\0	a,	9C	E8	A9	-1
21438	a,Heathen Warrior\0	a,	9C	E8	A9	-1
21439	a,Heathen Executed \0	a,	9C	E8	A9	-1
21440	a,Heathen Archer\0	a,	9C	E8	A9	-1
21441	a,Heathen Grunt\0	a,	9C	E8	A9	-1
21442	a,Heathen Knight\0	a,	9C	E8	A9	-1
21443	a,Raider of Pastureland\0	a,	9C	E8	A9	-1
21444	a,Raider of Pastureland\0	a,	9C	E8	A9	-1
21445	a,Alpen Bandersnatch\0	a,	9C	E8	A9	-1
21446	a,Raider of Pastureland\0	a,	9C	E8	A9	-1
21447	a,Raider of Pastureland\0	a,	9C	E8	A9	-1
21448	a,Raider of Pastureland\0	a,	9C	E8	A9	-1
21449	a,Raider of Pastureland\0	a,	9C	E8	A9	-1
21450	a,Alpen Grendel\0	a,	9C	E8	A9	-1
21451	a,Alpen Kookaburra\0	a,	9C	E8	A9	-1
21452	a,Alpen Kookaburra\0	a,	9C	E8	A9	-1
21453	a,Alpen Kookaburra\0	a,	9C	E8	A9	-1
21454	a,Alpen Kookaburra\0	a,	9C	E8	A9	-1
21455	a,Alpen Kookaburra\0	a,	9C	E8	A9	-1
21456	a,Alpen Kookaburra\0	a,	9C	E8	A9	-1
21457	a,Alpen Kookaburra\0	a,	9C	E8	A9	-1
21458	a,Alpen Kookaburra\0	a,	9C	E8	A9	-1
21459	a,Alpen Kookaburra\0	a,	9C	E8	A9	-1
21460	a,Alpen Kookaburra\0	a,	9C	E8	A9	-1
21461	a,Alpen Kookaburra\0	a,	9C	E8	A9	-1
21462	a,Alpen Kookaburra\0	a,	9C	E8	A9	-1
21463	a,Alpen Kookaburra\0	a,	9C	E8	A9	-1
21464	a,Alpen Kookaburra\0	a,	9C	E8	A9	-1
21465	a,Alpen Kookaburra\0	a,	9C	E8	A9	-1
21466	a,Alpen Kookaburra\0	a,	9C	E8	A9	-1
21467	a,Alpen Kookaburra\0	a,	9C	E8	A9	-1
21468	a,Alpen Kookaburra\0	a,	9C	E8	A9	-1
21469	a,Alpen Kookaburra\0	a,	9C	E8	A9	-1
21470	a,Alpen Buffalo\0	a,	9C	E8	A9	-1
21471	a,Alpen Buffalo\0	a,	9C	E8	A9	-1
21472	a,Alpen Buffalo\0	a,	9C	E8	A9	-1
21473	a,Alpen Buffalo\0	a,	9C	E8	A9	-1
21474	a,Alpen Buffalo\0	a,	9C	E8	A9	-1
21475	a,Alpen Buffalo\0	a,	9C	E8	A9	-1
21476	a,Alpen Buffalo\0	a,	9C	E8	A9	-1
21477	a,Alpen Buffalo\0	a,	9C	E8	A9	-1
21478	a,Alpen Buffalo\0	a,	9C	E8	A9	-1
21479	a,Alpen Buffalo\0	a,	9C	E8	A9	-1
21480	a,Alpen Buffalo\0	a,	9C	E8	A9	-1
21481	a,Alpen Buffalo\0	a,	9C	E8	A9	-1
21482	a,Alpen Buffalo\0	a,	9C	E8	A9	-1
21483	a,Alpen Buffalo\0	a,	9C	E8	A9	-1
21484	a,Alpen Buffalo\0	a,	9C	E8	A9	-1
21485	a,Alpen Buffalo\0	a,	9C	E8	A9	-1
21486	a,Alpen Buffalo\0	a,	9C	E8	A9	-1
21487	a,Alpen Buffalo\0	a,	9C	E8	A9	-1
21488	a,Alpen Buffalo\0	a,	9C	E8	A9	-1
21489	a,Alpen Cougar\0	a,	9C	E8	A9	-1
21490	a,Alpen Cougar\0	a,	9C	E8	A9	-1
21491	a,Alpen Cougar\0	a,	9C	E8	A9	-1
21492	a,Alpen Cougar\0	a,	9C	E8	A9	-1
21493	a,Alpen Cougar\0	a,	9C	E8	A9	-1
21494	a,Alpen Cougar\0	a,	9C	E8	A9	-1
21495	a,Alpen Cougar\0	a,	9C	E8	A9	-1
21496	a,Alpen Cougar\0	a,	9C	E8	A9	-1
21497	a,Alpen Cougar\0	a,	9C	E8	A9	-1
21498	a,Alpen Cougar\0	a,	9C	E8	A9	-1
21499	a,Alpen Cougar\0	a,	9C	E8	A9	-1
21500	a,Alpen Cougar\0	a,	9C	E8	A9	-1
21501	a,Alpen Cougar\0	a,	9C	E8	A9	-1
21502	a,Alpen Cougar\0	a,	9C	E8	A9	-1
21503	a,Alpen Cougar\0	a,	9C	E8	A9	-1
21504	a,Alpen Cougar\0	a,	9C	E8	A9	-1
21505	a,Alpen Cougar\0	a,	9C	E8	A9	-1
21506	a,Alpen Cougar\0	a,	9C	E8	A9	-1
21507	a,Alpen Cougar\0	a,	9C	E8	A9	-1
21508	a,Splinter Stakato\0	a,	9C	E8	A9	-1
21509	a,Splinter Stakato Walker\0	a,	9C	E8	A9	-1
21510	a,Splinter Stakato Soldier\0	a,	9C	E8	A9	-1
21511	a,Splinter Stakato Drone\0	a,	9C	E8	A9	-1
21512	a,Splinter Stakato Drone\0	a,	9C	E8	A9	-1
21513	a,Needle Stakato\0	a,	9C	E8	A9	-1
21514	a,Needle Stakato Walker\0	a,	9C	E8	A9	-1
21515	a,Needle Stakato Soldier\0	a,	9C	E8	A9	-1
21516	a,Needle Stakato Drone\0	a,	9C	E8	A9	-1
21517	a,Needle Stakato Drone\0	a,	9C	E8	A9	-1
21518	a,Frenzy Stakato Soldier\0	a,	9C	E8	A9	-1
21519	a,Frenzy Stakato Drone\0	a,	9C	E8	A9	-1
21520	a,Eye of Splendor\0	a,	9C	E8	A9	-1
21521	a,Claws of Splendor\0	a,	9C	E8	A9	-1
21522	a,Claws of Splendor\0	a,	9C	E8	A9	-1
21523	a,Flash of Splendor\0	a,	9C	E8	A9	-1
21524	a,Blade of Splendor\0	a,	9C	E8	A9	-1
21525	a,Blade of Splendor\0	a,	9C	E8	A9	-1
21526	a,Wisdom of Splendor\0	a,	9C	E8	A9	-1
21527	a,Anger of Splendor\0	a,	9C	E8	A9	-1
21528	a,Anger of Splendor\0	a,	9C	E8	A9	-1
21529	a,Soul of Splendor\0	a,	9C	E8	A9	-1
21530	a,Victory of Splendor\0	a,	9C	E8	A9	-1
21531	a,Punishment of Splendor\0	a,	9C	E8	A9	-1
21532	a,Shout of Splendor\0	a,	9C	E8	A9	-1
21533	a,Alliance of Splendor\0	a,	9C	E8	A9	-1
21534	a,Alliance of Splendor\0	a,	9C	E8	A9	-1
21535	a,Signet of Splendor\0	a,	9C	E8	A9	-1
21536	a,Crown of Splendor\0	a,	9C	E8	A9	-1
21537	a,Fang of Splendor\0	a,	9C	E8	A9	-1
21538	a,Fang of Splendor\0	a,	9C	E8	A9	-1
21539	a,Wailing of Splendor\0	a,	9C	E8	A9	-1
21540	a,Wailing of Splendor\0	a,	9C	E8	A9	-1
21541	a,Pilgrim of Splendor\0	a,	9C	E8	A9	-1
21542	a,Disciple of Pilgrim\0	a,	9C	E8	A9	-1
21543	a,Page of Pilgrim\0	a,	9C	E8	A9	-1
21544	a,Judge of Splendor\0	a,	9C	E8	A9	-1
21545	a,Judge of Fire\0	a,	9C	E8	A9	-1
21546	a,Judge of Light\0	a,	9C	E8	A9	-1
21547	a,Corrupted Knight\0	a,	9C	E8	A9	-1
21548	a,Resurrected Knight\0	a,	9C	E8	A9	-1
21549	a,Corrupted Guard\0	a,	9C	E8	A9	-1
21550	a,Corrupted Guard\0	a,	9C	E8	A9	-1
21551	a,Resurrected Guard\0	a,	9C	E8	A9	-1
21552	a,Resurrected Guard\0	a,	9C	E8	A9	-1
21553	a,Trampled Man\0	a,	9C	E8	A9	-1
21554	a,Trampled Man\0	a,	9C	E8	A9	-1
21555	a,Slaughter Executioner\0	a,	9C	E8	A9	-1
21556	a,Slaughter Executioner\0	a,	9C	E8	A9	-1
21557	a,Bone Snatcher\0	a,	9C	E8	A9	-1
21558	a,Bone Snatcher\0	a,	9C	E8	A9	-1
21559	a,Bone Maker\0	a,	9C	E8	A9	-1
21560	a,Bone Shaper\0	a,	9C	E8	A9	-1
21561	a,Sacrificed Man\0	a,	9C	E8	A9	-1
21562	a,Guillotine's Ghost\0	a,	9C	E8	A9	-1
21563	a,Bone Collector\0	a,	9C	E8	A9	-1
21564	a,Skull Collector\0	a,	9C	E8	A9	-1
21565	a,Bone Animator\0	a,	9C	E8	A9	-1
21566	a,Skull Animator\0	a,	9C	E8	A9	-1
21567	a,Bone Slayer\0	a,	9C	E8	A9	-1
21568	a,Devil Bat\0	a,	9C	E8	A9	-1
21569	a,Devil Bat\0	a,	9C	E8	A9	-1
21570	a,Ghost of Betrayer\0	a,	9C	E8	A9	-1
21571	a,Ghost of Rebellion Soldier\0	a,	9C	E8	A9	-1
21572	a,Bone Sweeper\0	a,	9C	E8	A9	-1
21573	a,Atrox\0	a,	9C	E8	A9	-1
21574	a,Bone Grinder\0	a,	9C	E8	A9	-1
21575	a,Bone Grinder\0	a,	9C	E8	A9	-1
21576	a,Ghost of Guillotine \0	a,	9C	E8	A9	-1
21577	a,Ghost of Guillotine \0	a,	9C	E8	A9	-1
21578	a,Behemoth Zombie\0	a,	9C	E8	A9	-1
21579	a,Ghost of Rebellion Leader\0	a,	9C	E8	A9	-1
21580	a,Bone Caster\0	a,	9C	E8	A9	-1
21581	a,Bone Puppeteer\0	a,	9C	E8	A9	-1
21582	a,Vampire Soldier\0	a,	9C	E8	A9	-1
21583	a,Bone Scavenger\0	a,	9C	E8	A9	-1
21584	a,Bone Scavenger\0	a,	9C	E8	A9	-1
21585	a,Vampire Magician\0	a,	9C	E8	A9	-1
21586	a,Vampire Adept\0	a,	9C	E8	A9	-1
21587	a,Vampire Warrior\0	a,	9C	E8	A9	-1
21588	a,Vampire Wizard\0	a,	9C	E8	A9	-1
21589	a,Vampire Wizard\0	a,	9C	E8	A9	-1
21590	a,Vampire Magister\0	a,	9C	E8	A9	-1
21591	a,Vampire Magister\0	a,	9C	E8	A9	-1
21592	a,Vampire Magister\0	a,	9C	E8	A9	-1
21593	a,Vampire Warlord\0	a,	9C	E8	A9	-1
21594	a,Vampire Warlord\0	a,	9C	E8	A9	-1
21595	a,Vampire Warlord\0	a,	9C	E8	A9	-1
21596	a,Requiem Lord\0	a,	9C	E8	A9	-1
21597	a,Requiem Behemoth\0	a,	9C	E8	A9	-1
21598	a,Requiem Behemoth\0	a,	9C	E8	A9	-1
21599	a,Requiem Priest\0	a,	9C	E8	A9	-1
21600	a,Requiem Behemoth\0	a,	9C	E8	A9	-1
21601	a,Requiem Behemoth\0	a,	9C	E8	A9	-1
21602	a,Zaken's Pikeman\0	a,	9C	E8	A9	-1
21603	a,Zaken's Pikeman\0	a,	9C	E8	A9	-1
21604	a,Zaken's Elite Pikeman\0	a,	9C	E8	A9	-1
21605	a,Zaken's Archer\0	a,	9C	E8	A9	-1
21606	a,Zaken's Archer\0	a,	9C	E8	A9	-1
21607	a,Zaken's Elite Archer\0	a,	9C	E8	A9	-1
21608	a,Zaken's Watchman\0	a,	9C	E8	A9	-1
21609	a,Zaken's Watchman\0	a,	9C	E8	A9	-1
21610	a,Zaken's High Grade Watchman\0	a,	9C	E8	A9	-1
21611	a,Unpleasant Humming\0	a,	9C	E8	A9	-1
21612	a,Unpleasant Humming\0	a,	9C	E8	A9	-1
21613	a,Unpleasant Shout\0	a,	9C	E8	A9	-1
21614	a,Death Flyer\0	a,	9C	E8	A9	-1
21615	a,Death Flyer\0	a,	9C	E8	A9	-1
21616	a,Gigantic Flyer\0	a,	9C	E8	A9	-1
21617	a,Fiend Archer\0	a,	9C	E8	A9	-1
21618	a,Fiend Archer\0	a,	9C	E8	A9	-1
21619	a,Pit Archer\0	a,	9C	E8	A9	-1
21620	a,Musveren\0	a,	9C	E8	A9	-1
21621	a,Musveren\0	a,	9C	E8	A9	-1
21622	a,Greater Musveren\0	a,	9C	E8	A9	-1
21623	a,Zaken's Guard\0	a,	9C	E8	A9	-1
21624	a,Zaken's Guard\0	a,	9C	E8	A9	-1
21625	a,Zaken's Elite Guard\0	a,	9C	E8	A9	-1
21626	a,Kaim Vanul\0	a,	9C	E8	A9	-1
21627	a,Kaim Vanul\0	a,	9C	E8	A9	-1
21628	a,Kaim Vanul Lad\0	a,	9C	E8	A9	-1
21629	a,Pirate Zombie Captain\0	a,	9C	E8	A9	-1
21630	a,Pirate Zombie Captain\0	a,	9C	E8	A9	-1
21631	a,Zombie Captain's Spiritual Body\0	a,	9C	E8	A9	-1
21632	a,Doll Blader\0	a,	9C	E8	A9	-1
21633	a,Doll Blader\0	a,	9C	E8	A9	-1
21634	a,Crimson Doll Blader\0	a,	9C	E8	A9	-1
21635	a,Vale Master\0	a,	9C	E8	A9	-1
21636	a,Vale Master\0	a,	9C	E8	A9	-1
21637	a,Crimson Vale Master\0	a,	9C	E8	A9	-1
21638	a,Dread Wolf\0	a,	9C	E8	A9	-1
21639	a,Tasaba Lizardman\0	a,	9C	E8	A9	-1
21640	a,Tasaba Lizardman Shaman \0	a,	9C	E8	A9	-1
21641	a,Ogre\0	a,	9C	E8	A9	-1
21642	a,Tasaba Lizardman Sniper\0	a,	9C	E8	A9	-1
21643	a,Tasaba Lizardman Sniper\0	a,	9C	E8	A9	-1
21644	a,Lienrik\0	a,	9C	E8	A9	-1
21645	a,Lienrik Lad\0	a,	9C	E8	A9	-1
21646	a,Grave Scarab\0	a,	9C	E8	A9	-1
21647	a,Scavenger Scarab\0	a,	9C	E8	A9	-1
21648	a,Grave Ant\0	a,	9C	E8	A9	-1
21649	a,Scavenger Ant\0	a,	9C	E8	A9	-1
21650	a,Shrine Knight\0	a,	9C	E8	A9	-1
21651	a,Shrine Guard\0	a,	9C	E8	A9	-1
21652	a,Scarlet Stakato Noble\0	a,	9C	E8	A9	-1
21653	a,Assassin Beetle\0	a,	9C	E8	A9	-1
21654	a,Necromancer of Destruction\0	a,	9C	E8	A9	-1
21655	a,Arimanes of Destruction\0	a,	9C	E8	A9	-1
21656	a,Ashuras of Destruction\0	a,	9C	E8	A9	-1
21657	a,Magma Drake\0	a,	9C	E8	A9	-1
21658	a,Punishment of Splendor\0	a,	9C	E8	A9	-1
21659	a,Otherworldly Invader Soldier\0	a,	9C	E8	A9	-1
21660	a,Otherworldly Invader Soldier\0	a,	9C	E8	A9	-1
21661	a,Otherworldly Invader Archer\0	a,	9C	E8	A9	-1
21662	a,Otherworldly Invader Elite Soldier\0	a,	9C	E8	A9	-1
21663	a,Otherworldly Invader Shaman\0	a,	9C	E8	A9	-1
21664	a,Otherworldly Invader Priest\0	a,	9C	E8	A9	-1
21665	a,Otherworldly Invader Magus\0	a,	9C	E8	A9	-1
21666	a,Otherworldly Invader Martyrs\0	a,	9C	E8	A9	-1
21667	a,Otherworldly Invader Warrior\0	a,	9C	E8	A9	-1
21668	a,Otherworldly Invader Soldier\0	a,	9C	E8	A9	-1
21669	a,Otherworldly Invader Discipline\0	a,	9C	E8	A9	-1
21670	a,Otherworldly Invader Berserker\0	a,	9C	E8	A9	-1
21671	a,Otherworldly Invader Food\0	a,	9C	E8	A9	-1
21672	a,Otherworldly Invader Elite Soldier\0	a,	9C	E8	A9	-1
21673	a,Otherworldly Invader Elite Soldier\0	a,	9C	E8	A9	-1
21674	a,Otherworldly Invader Elite Soldier\0	a,	9C	E8	A9	-1
21675	a,Otherworldly Invader Elite Soldier\0	a,	9C	E8	A9	-1
21676	a,Otherworldly Invader Warrior\0	a,	9C	E8	A9	-1
21677	a,Otherworldly Invader Elite Soldier\0	a,	9C	E8	A9	-1
21678	a,Otherworldly Invader Elite Soldier\0	a,	9C	E8	A9	-1
21679	a,Otherworldly Invader Elite Soldier\0	a,	9C	E8	A9	-1
21680	a,Otherworldly Invader Elite Soldier\0	a,	9C	E8	A9	-1
21681	a,Otherworldly Invader Magus\0	a,	9C	E8	A9	-1
21682	a,Dimension Invader Soldier\0	a,	9C	E8	A9	-1
21683	a,Dimension Invader Soldier\0	a,	9C	E8	A9	-1
21684	a,Dimension Invader Archer\0	a,	9C	E8	A9	-1
21685	a,Dimension Invader Elite Soldier\0	a,	9C	E8	A9	-1
21686	a,Dimension Invader Shaman\0	a,	9C	E8	A9	-1
21687	a,Dimension Invader Priest\0	a,	9C	E8	A9	-1
21688	a,Dimension Invader Magus\0	a,	9C	E8	A9	-1
21689	a,Dimension Invader Martyrs\0	a,	9C	E8	A9	-1
21690	a,Dimension Invader Warrior\0	a,	9C	E8	A9	-1
21691	a,Dimension Invader Soldier\0	a,	9C	E8	A9	-1
21692	a,Dimension Invader Discipline\0	a,	9C	E8	A9	-1
21693	a,Dimension Invader Berserker \0	a,	9C	E8	A9	-1
21694	a,Dimension Invader Food\0	a,	9C	E8	A9	-1
21695	a,Dimension Invader Elite Soldier\0	a,	9C	E8	A9	-1
21696	a,Dimension Invader Elite Soldier\0	a,	9C	E8	A9	-1
21697	a,Dimension Invader Elite Soldier\0	a,	9C	E8	A9	-1
21698	a,Dimension Invader Elite Soldier\0	a,	9C	E8	A9	-1
21699	a,Dimension Invader Warrior\0	a,	9C	E8	A9	-1
21700	a,Dimension Invader Elite Soldier\0	a,	9C	E8	A9	-1
21701	a,Dimension Invader Elite Soldier\0	a,	9C	E8	A9	-1
21702	a,Dimension Invader Elite Soldier\0	a,	9C	E8	A9	-1
21703	a,Dimension Invader Elite Soldier\0	a,	9C	E8	A9	-1
21704	a,Dimension Invader Magus\0	a,	9C	E8	A9	-1
21705	a,Purgatory Invader Soldier\0	a,	9C	E8	A9	-1
21706	a,Purgatory Invader Soldier\0	a,	9C	E8	A9	-1
21707	a,Purgatory Invader Archer\0	a,	9C	E8	A9	-1
21708	a,Purgatory Invader Elite Soldier\0	a,	9C	E8	A9	-1
21709	a,Purgatory Invader Shaman\0	a,	9C	E8	A9	-1
21710	a,Purgatory Invader Priest\0	a,	9C	E8	A9	-1
21711	a,Purgatory Invader Magus\0	a,	9C	E8	A9	-1
21712	a,Purgatory Invader Martyrs\0	a,	9C	E8	A9	-1
21713	a,Purgatory Invader Warrior\0	a,	9C	E8	A9	-1
21714	a,Purgatory Invader Soldier\0	a,	9C	E8	A9	-1
21715	a,Purgatory Invader Disciples\0	a,	9C	E8	A9	-1
21716	a,Purgatory Invader Berserker\0	a,	9C	E8	A9	-1
21717	a,Purgatory Invader Food\0	a,	9C	E8	A9	-1
21718	a,Purgatory Invader Elite Soldier\0	a,	9C	E8	A9	-1
21719	a,Purgatory Invader Elite Soldier\0	a,	9C	E8	A9	-1
21720	a,Purgatory Invader Elite Soldier\0	a,	9C	E8	A9	-1
21721	a,Purgatory Invader Elite Soldier\0	a,	9C	E8	A9	-1
21722	a,Purgatory Invader Warrior\0	a,	9C	E8	A9	-1
21723	a,Purgatory Invader Elite Soldier\0	a,	9C	E8	A9	-1
21724	a,Purgatory Invader Elite Soldier\0	a,	9C	E8	A9	-1
21725	a,Purgatory Invader Elite Soldier\0	a,	9C	E8	A9	-1
21726	a,Purgatory Invader Elite Soldier\0	a,	9C	E8	A9	-1
21727	a,Purgatory Invader Magus\0	a,	9C	E8	A9	-1
21728	a,Forbidden Path Invader Elite Soldier\0	a,	9C	E8	A9	-1
21729	a,Forbidden Path Invader Elite Soldier\0	a,	9C	E8	A9	-1
21730	a,Forbidden Path Invader Archer\0	a,	9C	E8	A9	-1
21731	a,Forbidden Path Invader Elite Soldier\0	a,	9C	E8	A9	-1
21732	a,Forbidden Path Invader Shaman\0	a,	9C	E8	A9	-1
21733	a,Forbidden Path Invader Priest\0	a,	9C	E8	A9	-1
21734	a,Forbidden Path Invader Magus\0	a,	9C	E8	A9	-1
21735	a,Forbidden Path Invader Martyrs\0	a,	9C	E8	A9	-1
21736	a,Forbidden Path Invader Warrior\0	a,	9C	E8	A9	-1
21737	a,Forbidden Path Invader Soldier\0	a,	9C	E8	A9	-1
21738	a,Forbidden Path Invader Disciple\0	a,	9C	E8	A9	-1
