tag	class	mesh	cnt_tex1	tex1[0]	tex1[1]	tex1[2]	tex1[3]	tex1[4]	cnt_tex2	tex1[0]	tex1[1]	cnt_dtab1	dtab1[0]	dtab1[1]	dtab1[2]	dtab1[3]	dtab1[4]	dtab1[5]	dtab1[6]	dtab1[7]	dtab1[8]	dtab1[9]	dtab1[10]	dtab1[11]	dtab1[12]	dtab1[13]	dtab1[14]	dtab1[15]	dtab1[16]	dtab1[17]	dtab1[18]	dtab1[19]	dtab1[20]	dtab1[21]	dtab1[22]	dtab1[23]	dtab1[24]	dtab1[25]	npc_speed	unk0_cnt	unk0_tab	cnt_snd1	snd1[0]	snd1[1]	snd1[2]	cnt_snd2	snd2[0]	snd2[1]	snd2[2]	snd2[3]	snd2[4]	cnt_snd3	snd3[0]	snd3[1]	snd3[2]	rb_effect_on	rb_effect	rb_effect_fl	unk1_cnt	unk1_tab[0]	unk1_tab[1]	unk1_tab[2]	unk1_tab[3]	unk1_tab[4]	effect	UNK_2	sound_rad	sound_vol	sound_rnd	quest_be	class_lim_?
25246	LineageMonster.lesser_giant	LineageMonsters.lesser_giant_m00	2	LineageMonstersTex.lesser_giant_t00	LineageMonstersTex.lesser_giant_t01				0			2	4416	11																									0.83333331	0		1				5	MonSound.Hit_Stone_1	MonSound.Hit_Stone_2	MonSound.Hit_Stone_3	MonSound.Hit_Shell_4	MonSound.Hit_Normal_1	3	MonSound.stone_golem_dmg_1	MonSound.stone_golem_dmg_2	MonSound.stone_golem_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
25247	LineageMonster.lesser_giant	LineageMonsters.lesser_giant_m00	2	LineageMonstersTex.lesser_giant_t00	LineageMonstersTex.lesser_giant_t01				0			2	4416	11																									0.77777779	0		1				5	MonSound.Hit_Stone_1	MonSound.Hit_Stone_2	MonSound.Hit_Stone_3	MonSound.Hit_Shell_4	MonSound.Hit_Normal_1	3	MonSound.stone_golem_dmg_1	MonSound.stone_golem_dmg_2	MonSound.stone_golem_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
25248	LineageMonster3.Death_Blader_Raid	LineageMonsters3.Death_Blader_Raid_m00	3	LineageMonstersTex3.Death_Blader_Raid_t00	LineageMonstersTex3.Death_Blader_Raid_t01	LineageMonstersTex3.Death_Blader_Raid_t02			0			14	4494	1	4880	1	4416	9	4275	2	4278	1	4273	3	4274	1													1.05882359	0		3	ItemSound.sword_mid_9	ItemSound.sword_big_2	ItemSound.spear_4	4	ItemSound.shield_bone_1	ItemSound.shield_steel_1	ItemSound.shield_bone_3	ItemSound.shield_steel_8		3	MonSound.death_knight_dmg_1	MonSound.death_knight_dmg_2	MonSound.death_knight_dmg_3	1	LineageEffect.ra_boss_halo_a_ca	0.64999998	1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
25249	LineageMonster3.Jungle_Bleeze	LineageMonsters3.jungle_bleeze_m00	2	LineageMonstersTex3.jungle_bleeze_t00	LineageMonstersTex3.jungle_bleeze_t01				0			14	4494	1	4881	1	4416	5	4275	2	4278	1	4273	3	4274	1													1.18750000	0		1				4	MonSound.Hit_wood_1	ItemSound.shield_steel_1	MonSound.Hit_Wood_3	MonSound.Hit_Metal_clang_10		3	MonSound.hanged_man_dmg_1	MonSound.hanged_man_dmg_2	MonSound.hanged_man_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
25250	LineageMonster.mandragora_a	LineageMonsters.mandragora_a_m00	2	LineageMonstersTex.mandragora_a_t00	LineageMonstersTex.mandragora_a_t01				0			6	4416	5	4414	3	4276	1																					1.41666663	0		1				4	MonSound.Hit_Bone_8	MonSound.Hit_Wet_5	MonSound.Hit_Wet_4	MonSound.Hit_Normal_10		3	MonSound.m_weaver_dmg_1	MonSound.m_weaver_dmg_2	MonSound.m_weaver_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
25251	LineageMonster.mandragora_a	LineageMonsters.mandragora_a_m00	2	LineageMonstersTex.mandragora_a_t00	LineageMonstersTex.mandragora_a_t01				0			10	4416	5	4275	2	4278	1	4273	3	4274	1																	1.41666663	0		3	ItemSound.hammer_1	ItemSound.sword_big_2	ItemSound.sword_mid_9	4	ItemSound.shield_steel_2	ItemSound.shield_steel_1	ItemSound.shield_bone_1	ItemSound.shield_steel_8		3	MonSound.skeleton_k_dmg_1	MonSound.skeleton_k_dmg_2	MonSound.skeleton_k_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
25252	LineageMonster.cave_maiden_50_bi	LineageMonsters.cave_maiden_m00	2	LineageMonstersTex.cave_maiden_t00	LineageMonstersTex.cave_maiden_t01				0			8	4494	1	4882	1	4416	3	4414	3																			1.33333337	0		3	ItemSound.hammer_1	ItemSound.sword_big_2	ItemSound.sword_mid_9	4	MonSound.Hit_Wet_3	ItemSound.armor_metal_alt_1	MonSound.Hit_Shell_2	MonSound.Hit_Bone_4		3	MonSound.cave_maiden_dmg_1	MonSound.cave_maiden_dmg_2	MonSound.cave_maiden_dmg_3	1	LineageEffect.ra_boss_halo_a_ca	1.00000000	1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
25253	LineageMonster.succubus	LineageMonsters.succubus_m00	2	LineageMonstersTex.succubus_t00	LineageMonstersTex.succubus_t01				0			8	4416	9	4414	3	4278	1	4333	5																			1.50000000	0		3	ItemSound.spear_2	ItemSound.sword_big_2	ItemSound.sword_great_2	4	MonSound.Hit_bone_7	MonSound.Hit_Wet_4	MonSound.Hit_normal_3	MonSound.Hit_Metal_Clang_1		3	MonSound.succubus_dmg_1	MonSound.succubus_dmg_2	MonSound.succubus_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
25254	LineageMonster.death_blader	LineageMonsters.death_blader_m00	2	LineageMonstersTex.death_blader_t00	LineageMonstersTex.death_blader_t01				0			10	4416	1	4275	2	4278	1	4273	3	4274	1																	1.00000000	0		3	ItemSound.sword_mid_9	ItemSound.sword_big_2	ItemSound.spear_4	4	ItemSound.shield_bone_1	ItemSound.shield_steel_1	ItemSound.shield_bone_3	ItemSound.shield_steel_8		3	MonSound.death_knight_dmg_1	MonSound.death_knight_dmg_2	MonSound.death_knight_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
25255	LineageMonster.hunter_gargoyle_50_bi	LineageMonsters.hunter_gargoyle_m00	1	LineageMonstersTex.hunter_gargoyle_t00					0			6	4494	1	4883	1	4416	3																					1.79999995	0		1				4	MonSound.Hit_Stone_1	MonSound.Hit_Bone_4	MonSound.Hit_Bone_8	MonSound.Hit_Stone_3		3	MonSound.gargoyle_dmg_1	MonSound.gargoyle_dmg_2	MonSound.gargoyle_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
25256	LineageMonster.ketra_orc_warrior_50_bi	LineageMonsters.ketra_orc_warrior_a_m00	2	LineageMonstersTex.ketra_orc_warrior_a_t00	LineageMonstersTex.ketra_orc_warrior_a_t01				0			6	4494	1	4884	1	4416	6																					1.02941179	0		3	ItemSound.hammer_1	ItemSound.spear_4	ItemSound.sword_big_5	4	MonSound.Hit_normal_12	MonSound.Hit_Metal_Clang_1	MonSound.Hit_bone_7	MonSound.Hit_Metal_clang_8		3	MonSound.b_orc_sham_dmg_1	MonSound.b_orc_sham_dmg_2	MonSound.b_orc_sham_dmg_3	1	LineageEffect.ra_boss_halo_a_ca	0.80000001	1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
25257	LineageMonster.ketra_orc_archer	LineageMonsters.ketra_orc_archer_a_m00	2	LineageMonstersTex.ketra_orc_archer_a_t00	LineageMonstersTex.ketra_orc_archer_a_t01				0			4	4416	6	4414	3																							1.45454550	0		3	ItemSound.sword_big_9	ItemSound.sword_big_2	ItemSound.spear_4	4	MonSound.Hit_Bone_5	MonSound.Hit_Metal_Clang_1	MonSound.Hit_bone_7	MonSound.Hit_Metal_clang_8		3	MonSound.orc_fighter_dmg_1	MonSound.orc_fighter_dmg_2	MonSound.orc_fighter_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
25258	LineageMonster.ketra_orc	LineageMonsters.ketra_orc_m00	2	LineageMonstersTex.ketra_orc_t00	LineageMonstersTex.ketra_orc_t01				0			2	4416	6																									1.02941179	0		3	ItemSound.sword_big_9	ItemSound.sword_big_2	ItemSound.spear_4	4	ItemSound.shield_steel_2	ItemSound.shield_bone_2	MonSound.Hit_Normal_1	ItemSound.shield_steel_8		3	MonSound.orc_champ_dmg_1	MonSound.orc_champ_dmg_2	MonSound.orc_champ_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
25259	LineageMonster.ogre_50_bi	LineageMonsters.ogre_m00	2	LineageMonstersTex.ogre_t00	LineageMonstersTex.ogre_t01				0			6	4494	1	4885	1	4416	11																					2.00000000	0		3	ItemSound.hammer_1	ItemSound.spear_4	ItemSound.sword_big_5	4	MonSound.Hit_normal_3	MonSound.Hit_normal_12	MonSound.Hit_Normal_10	MonSound.Hit_Stone_3		3	MonSound.ogre_dmg_1	MonSound.ogre_dmg_2	MonSound.ogre_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
25260	LineageMonster3.Steel_Trapper	LineageMonsters3.steel_trapper_m00	3	LineageMonstersTex3.Steel_Trapper_t00	LineageMonstersTex3.Steel_Trapper_t01	LineageMonstersTex3.Steel_Trapper_t02			0			12	4494	1	4886	1	4416	2	4444	2	4273	3	4274	1															1.12500000	0		1				4	ItemSound.shield_steel_1	MonSound.Hit_Metal_Clang_5	MonSound.Hit_Metal_clang_8	MonSound.Hit_Metal_Clang_9		3	MonSound.iron_golem_dmg_1	MonSound.iron_golem_dmg_2	MonSound.iron_golem_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
25261	LineageMonster.batur_orc_archer	LineageMonsters.batur_orc_archer_m00	1	LineageMonstersTex.batur_orc_archer_t00					0			4	4416	6	4414	3																							1.54545450	0		3	ItemSound.sword_big_2	ItemSound.sword_great_2	ItemSound.spear_3	4	MonSound.Hit_normal_3	MonSound.Hit_Shell_2	MonSound.Hit_normal_12	MonSound.Hit_Metal_clang_10		3	MonSound.b_orc_arc_dmg_1	MonSound.b_orc_arc_dmg_2	MonSound.b_orc_arc_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
25262	LineageMonster.batur_orc	LineageMonsters.batur_orc_m00	1	LineageMonstersTex.batur_orc_t00					0			2	4416	6																									1.30769229	0		3	ItemSound.sword_great_2	ItemSound.sword_big_5	ItemSound.spear_4	4	MonSound.Hit_normal_3	MonSound.Hit_Metal_Clang_1	MonSound.Hit_Shell_2	MonSound.Hit_Wet_4		3	MonSound.b_orc_dmg_1	MonSound.b_orc_dmg_2	MonSound.b_orc_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
25263	LineageMonster.medusa_100_bi	LineageMonsters.medusa_m00	2	LineageMonstersTex.medusa_t00	LineageMonstersTex.medusa_t01				0			8	4494	1	4887	1	4416	3	4414	3																			1.50000000	0		3	ItemSound.hammer_1	ItemSound.sword_big_2	ItemSound.sword_mid_9	4	MonSound.Hit_Wet_3	ItemSound.armor_metal_alt_1	MonSound.Hit_Shell_2	MonSound.Hit_Bone_4		3	MonSound.cave_maiden_dmg_1	MonSound.cave_maiden_dmg_2	MonSound.cave_maiden_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
25264	LineageMonster.skeleton_royal_guard	LineageMonsters.skeleton_royal_guard_m00	2	LineageMonstersTex.skeleton_royal_guard_t00	LineageMonstersTex.skeleton_royal_guard_t01				0			10	4416	1	4275	2	4278	1	4273	3	4274	1																	1.58333337	0		3	ItemSound.hammer_1	ItemSound.sword_big_2	ItemSound.sword_mid_9	4	MonSound.Hit_Wet_3	ItemSound.armor_metal_alt_1	MonSound.Hit_Shell_2	MonSound.Hit_Bone_4		3	MonSound.cave_maiden_dmg_1	MonSound.cave_maiden_dmg_2	MonSound.cave_maiden_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
25265	LineageMonster.skeleton_royal_guard	LineageMonsters.skeleton_royal_guard_m00	2	LineageMonstersTex.skeleton_royal_guard_t00_a	LineageMonstersTex.skeleton_royal_guard_t01_a				0			4	4416	1	4276	1																							1.50000000	0		1				4	MonSound.Hit_Bone_6	MonSound.Hit_Bone_2	MonSound.Hit_Shell_1	MonSound.Hit_Stone_3		3	MonSound.drake_dmg_1	MonSound.drake_dmg_2	MonSound.drake_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
25266	LineageMonster3.lidia_von_helmann_120p	LineageMonsters3.lidia_von_helmann_m00	2	LineageMonstersTex3.lidia_von_helmann_t00	LineageMonstersTex3.lidia_von_helmann_t01				0			12	4494	1	4888	1	4416	9	4414	3	4278	1	4333	5															1.05555558	0		1				5	MonSound.Hit_normal_12	MonSound.Hit_Normal_1	MonSound.Hit_Shell_3	MonSound.Hit_Shell_4	MonSound.Hit_Wet_4	3	MonSound.bloody_q_dmg_1	MonSound.bloody_q_dmg_2	MonSound.bloody_q_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
25267	LineageMonster.death_knight	LineageMonsters.death_knight_m00	2	LineageMonstersTex.death_knight_t00	LineageMonstersTex.death_knight_t01				0			10	4416	1	4275	2	4278	1	4273	3	4274	1																	1.81818187	0		3	ItemSound.hammer_1	ItemSound.sword_great_2	ItemSound.hammer_3	4	ItemSound.shield_steel_2	ItemSound.armor_metal_strong_8	ItemSound.shield_leather_1	ItemSound.shield_steel_8		3	MonSound.death_knight_dmg_1	MonSound.death_knight_dmg_2	MonSound.death_knight_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
25268	LineageMonster.skeleton_royal_guard	LineageMonsters.skeleton_royal_guard_m00	2	LineageMonstersTex.skeleton_royal_guard_t00	LineageMonstersTex.skeleton_royal_guard_t01				0			10	4416	1	4275	2	4278	1	4273	3	4274	1																	1.75000000	0		3	ItemSound.sword_mid_9	ItemSound.sword_big_2	ItemSound.spear_4	5	ItemSound.shield_bone_2	ItemSound.shield_steel_1	ItemSound.armor_metal_alt_6	ItemSound.shield_steel_3	MonSound.Hit_Metal_Clang_9	3	MonSound.skeleton_royal_dmg_1	MonSound.skeleton_royal_dmg_2	MonSound.skeleton_royal_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
25269	LineageMonster3.Elder_Troll	LineageMonsters3.elder_troll_m00	3	LineageMonstersTex3.elder_troll_t00	LineageMonstersTex3.elder_troll_t01	LineageMonstersTex3.elder_troll_t02			0			6	4494	1	4889	1	4416	11																					1.12500000	0		1				4	MonSound.Hit_Normal_10	MonSound.Hit_normal_12	MonSound.Hit_Shell_1	MonSound.Hit_Stone_3		3	MonSound.troll_dmg_1	MonSound.troll_dmg_2	MonSound.troll_dmg_3	1	LineageEffect.ra_boss_halo_a_ca	1.29999995	1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
25270	LineageMonster.virud_lizardman_scout	LineageMonsters.virud_lizardman_scout_m00	2	LineageMonstersTex.virud_lizardman_scout_t00	LineageMonstersTex.virud_lizardman_scout_t01				0			4	4416	6	4414	3																							1.30769229	0		3	ItemSound.hammer_1	ItemSound.sword_great_2	ItemSound.hammer_3	4	ItemSound.shield_steel_2	ItemSound.armor_metal_strong_8	ItemSound.shield_leather_1	ItemSound.shield_steel_8		3	MonSound.death_knight_dmg_1	MonSound.death_knight_dmg_2	MonSound.death_knight_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
25271	LineageMonster.will_o_wisp	LineageMonsters.will_o_wisp_m00	1	LineageMonstersTex.will_o_wisp_t00					0			2	4416	2																									1.17857146	0		1				4	MonSound.Hit_Soul_5	MonSound.Hit_Metal_Clang_1	MonSound.Hit_Soul_8	ItemSound.armor_metal_alt_6		3	MonSound.will_o_wisp_dmg_1	MonSound.will_o_wisp_dmg_2	MonSound.will_o_wisp_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
25272	LineageMonster.ol_mahum_champion_50_bi	LineageMonsters.ol_mahum_champion_m00	2	LineageMonstersTex.ol_mahum_champion_t00	LineageMonstersTex.ol_mahum_champion_t01				0			6	4494	1	4890	1	4416	6																					1.72727275	0		3	ItemSound.hammer_1	ItemSound.sword_great_2	ItemSound.hammer_3	4	ItemSound.shield_steel_2	ItemSound.armor_metal_strong_8	ItemSound.shield_leather_1	ItemSound.shield_steel_8		3	MonSound.death_knight_dmg_1	MonSound.death_knight_dmg_2	MonSound.death_knight_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
25273	LineageMonster3.Steel_Trapper	LineageMonsters3.steel_trapper_m00	3	LineageMonstersTex3.Steel_Trapper_t00	LineageMonstersTex3.Steel_Trapper_t01	LineageMonstersTex3.Steel_Trapper_t02			0			10	4494	1	4891	1	4416	2	4273	3	4274	1																	1.12500000	0		1				4	ItemSound.shield_steel_1	MonSound.Hit_Metal_Clang_5	MonSound.Hit_Metal_clang_8	MonSound.Hit_Metal_Clang_9		3	MonSound.iron_golem_dmg_1	MonSound.iron_golem_dmg_2	MonSound.iron_golem_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
25274	LineageMonster.magical_weaver	LineageMonsters.magical_weaver_m00	2	LineageMonstersTex.magical_weaver_t00	LineageMonstersTex.magical_weaver_t01				0			4	4416	2	4414	3																							1.88888884	0		1				4	MonSound.Hit_Bone_8	MonSound.Hit_Wet_5	MonSound.Hit_Wet_4	MonSound.Hit_Normal_10		3	MonSound.m_weaver_dmg_1	MonSound.m_weaver_dmg_2	MonSound.m_weaver_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
25275	LineageMonster.field_stalker	LineageMonsters.field_stalker_m00	2	LineageMonstersTex.field_stalker_t00	LineageMonstersTex.field_stalker_t01				0			6	4416	2	4414	3	4276	1																					1.54545450	0		1				5	MonSound.Hit_Bone_6	MonSound.Hit_Wet_2	MonSound.Hit_normal_3	MonSound.Hit_Wet_4	MonSound.Hit_Wet_5	3	MonSound.field_stalker_dmg_1	MonSound.field_stalker_dmg_2	MonSound.field_stalker_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
25276	LineageMonster.death_lord_50_bi	LineageMonsters.death_lord_m00	2	LineageMonstersTex.death_lord_t00	LineageMonstersTex.death_lord_t01				0			14	4494	1	4892	1	4416	1	4275	2	4278	1	4273	3	4274	1													1.18750000	0		3	ItemSound.hammer_1	ItemSound.sword_great_2	ItemSound.hammer_3	4	ItemSound.shield_steel_2	ItemSound.armor_metal_strong_8	ItemSound.shield_leather_1	ItemSound.shield_steel_8		3	MonSound.death_knight_dmg_1	MonSound.death_knight_dmg_2	MonSound.death_knight_dmg_3	1	LineageEffect.ra_boss_halo_a_ca	1.00000000	1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
25277	LineageMonster.bloody_queen_50_bi	LineageMonsters.bloody_queen_m00	2	LineageMonstersTex.bloody_queen_t00	LineageMonstersTex.bloody_queen_t01				0			12	4494	1	4893	1	4416	9	4414	3	4278	1	4333	5															1.35714281	0		1				5	MonSound.Hit_normal_12	MonSound.Hit_Normal_1	MonSound.Hit_Shell_3	MonSound.Hit_Shell_4	MonSound.Hit_Wet_4	3	MonSound.bloody_q_dmg_1	MonSound.bloody_q_dmg_2	MonSound.bloody_q_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
25278	LineageMonster.mana_vampire	LineageMonsters.mana_vampire_m00	2	LineageMonstersTex.mana_vampire_t00	LineageMonstersTex.mana_vampire_t01				0			10	4416	2	4414	3	4278	1	4333	5	4276	1																	2.00000000	0		1				4	MonSound.Hit_Bone_8	MonSound.Hit_Wet_5	MonSound.Hit_Wet_4	MonSound.Hit_Normal_10		3	MonSound.m_vampire_dmg_1	MonSound.m_vampire_dmg_2	MonSound.m_vampire_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
25279	LineageMonster.magical_weaver	LineageMonsters.magical_weaver_m00	2	LineageMonstersTex.magical_weaver_t00	LineageMonstersTex.magical_weaver_t01				0			10	4416	2	4414	3	4278	1	4333	5	4276	1																	2.00000000	0		1				4	MonSound.Hit_Bone_8	MonSound.Hit_Wet_5	MonSound.Hit_Wet_4	MonSound.Hit_Normal_10		3	MonSound.m_weaver_dmg_1	MonSound.m_weaver_dmg_2	MonSound.m_weaver_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
25280	LineageMonster.kel_mahum_champion_50_bi	LineageMonsters.kel_mahum_champion_m00	2	LineageMonstersTex.kel_mahum_champion_t00	LineageMonstersTex.kel_mahum_champion_t01				0			6	4494	1	4894	1	4416	8																					1.23529410	0		3	ItemSound.hammer_1	ItemSound.sword_great_2	ItemSound.hammer_3	4	ItemSound.shield_steel_2	ItemSound.armor_metal_strong_8	ItemSound.shield_leather_1	ItemSound.shield_steel_8		3	MonSound.death_knight_dmg_1	MonSound.death_knight_dmg_2	MonSound.death_knight_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
25281	LineageMonster.karik_50_bi	LineageMonsters.karik_m00	2	LineageMonstersTex.karik_t00	LineageMonstersTex.karik_t01				0			10	4494	1	4895	1	4416	9	4278	1	4333	5																	1.07500005	0		1				4	MonSound.Hit_Metal_Clang_4	MonSound.Hit_Metal_Clang_9	MonSound.Hit_Wood_3	MonSound.Hit_normal_3		3	MonSound.h_less_knight_dmg_1	MonSound.h_less_knight_dmg_2	MonSound.h_less_knight_dmg_3	1	LineageEffect.ra_boss_halo_a_ca	2.00000000	1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
25282	LineageMonster.death_lord_50_bi	LineageMonsters.death_lord_m00	2	LineageMonstersTex.death_lord_t00	LineageMonstersTex.death_lord_t01				0			14	4494	1	4896	1	4416	1	4275	2	4278	1	4273	3	4274	1													1.31250000	0		3	ItemSound.hammer_1	ItemSound.sword_great_2	ItemSound.hammer_3	4	ItemSound.shield_steel_2	ItemSound.armor_metal_strong_8	ItemSound.shield_leather_1	ItemSound.shield_steel_8		3	MonSound.death_knight_dmg_1	MonSound.death_knight_dmg_2	MonSound.death_knight_dmg_3	1	LineageEffect.ra_boss_halo_a_ca	1.00000000	1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
25283	LineageMonster2.lilith	LineageMonsters2.lilith_m00	3	LineageMonstersTex2.lilith_t00	LineageMonstersTex2.lilith_t01	LineageMonstersTex2.lilith_t02			0			10	4494	1	4897	1	4416	9	4278	1	4333	5																	1.00000000	0		1				4	MonSound.Hit_normal_12	ItemSound.public_armor_05	ItemSound.public_armor_10	MonSound.Hit_Shell_4		3	MonSound.bloody_q_dmg_1	MonSound.bloody_q_dmg_2	MonSound.iron_golem_dmg_2	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
25284	LineageMonster2.lilim_wizard	LineageMonsters2.lilim_wizard_m00	2	LineageMonstersTex2.lilim_wizard_t00	LineageMonstersTex2.lilim_wizard_t01				0			6	4416	9	4278	1	4333	5																					1.35714281	0		1				5	MonSound.Hit_Normal_1	MonSound.Hit_normal_3	MonSound.Hit_Normal_4	MonSound.Hit_Normal_10	MonSound.Hit_Normal_5	3	MonSound.bloody_q_dmg_1	MonSound.bloody_q_dmg_2	MonSound.bloody_q_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
25285	LineageMonster2.lilim_knight	LineageMonsters2.lilim_knight_m00	2	LineageMonstersTex2.lilim_knight_t00	LineageMonstersTex2.lilim_knight_t01				0			8	4416	9	4278	1	4333	5	4273	3																			1.22222221	0		3	ItemSound.hammer_1	ItemSound.sword_great_2	ItemSound.hammer_3	4	ItemSound.shield_steel_2	ItemSound.armor_metal_strong_8	ItemSound.shield_leather_1	ItemSound.shield_steel_8		3	MonSound.death_knight_dmg_1	MonSound.death_knight_dmg_2	MonSound.death_knight_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
25286	LineageMonster2.anakim	LineageMonsters2.anakim_m00	2	LineageMonstersTex2.anakim_t00	LineageMonstersTex2.anakim_t01				0			6	4494	1	4898	1	4416	8																					1.00000000	0		3	ItemSound.hammer_1	ItemSound.sword_great_2	ItemSound.hammer_3	4	MonSound.Hit_Normal_11	MonSound.Hit_Metal_1	MonSound.Hit_Metal_Clang_2	MonSound.Hit_normal_12		3	MonSound.sylph_dmg_1	MonSound.sylph_dmg_2	MonSound.sylph_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
25287	LineageMonster2.nephilim_priest	LineageMonsters2.nephilim_priest_m00	2	LineageMonstersTex2.nephilim_priest_t00	LineageMonstersTex2.nephilim_priest_t01				0			2	4416	8																									1.35714281	0		3	ItemSound.hammer_1	ItemSound.sword_great_2	ItemSound.hammer_3	4	ItemSound.public_armor_01	ItemSound.public_armor_03	ItemSound.public_armor_06	ItemSound.public_armor_07		3	MonSound.iron_golem_dmg_1	MonSound.iron_golem_dmg_2	MonSound.iron_golem_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
25288	LineageMonster2.nephilim_lord	LineageMonsters2.nephilim_lord_m00	2	LineageMonstersTex2.nephilim_lord_t00	LineageMonstersTex2.nephilim_lord_t01				0			4	4416	8	4273	3																							1.29411769	0		3	ItemSound.hammer_1	ItemSound.sword_great_2	ItemSound.hammer_3	4	ItemSound.public_armor_02	ItemSound.public_armor_04	ItemSound.public_armor_05	ItemSound.public_armor_10		3	MonSound.iron_golem_dmg_1	MonSound.iron_golem_dmg_2	MonSound.iron_golem_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
25289	LineageMonster2.nephilim_slayer	LineageMonsters2.nephilim_slayer_m00	2	LineageMonstersTex2.nephilim_slayer_t00	LineageMonstersTex2.nephilim_slayer_t01				0			2	4416	8																									1.05555558	0		3	ItemSound.hammer_1	ItemSound.sword_great_2	ItemSound.hammer_3	4	ItemSound.public_armor_02	ItemSound.public_armor_04	ItemSound.public_armor_05	ItemSound.public_armor_10		3	MonSound.iron_golem_dmg_1	MonSound.iron_golem_dmg_2	MonSound.iron_golem_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
