tag	id	drop_type	drop_anim_type	drop_radius	drop_height	UNK_0	drop_mesh1	drop_mesh2	drop_mesh3	drop_tex1	drop_tex2	drop_tex3	icon[0]	icon[1]	icon[2]	icon[3]	icon[4]	durability	weight	material	crystallizable	projectile_?	body_part	handness	wpn_mesh_cnt	wpn_mesh[0]	wpn_mesh[1]	wpn_tex_cnt	wpn_tex[0]	wpn_tex[1]	wpn_tex[2]	item_sound_cnt	item_sound[0]	item_sound[1]	item_sound[2]	item_sound[3]	drop_sound	equip_sound	effect	random_damage	patt	matt	weapon_type	crystal_type	critical	hit_mod	avoid_mod	shield_pdef	shield_rate	speed	mp_consume	SS_count	SPS_count	curvature	UNK_2	is_hero	UNK_3	effA	effB	junk1A[0]	junk1A[1]	junk1A[2]	junk1A[3]	junk1A[4]	junk1B[0]	junk1B[1]	junk1B[2]	junk1B[3]	junk1B[4]	rangeA	rangeB	junk2A[0]	junk2A[1]	junk2A[2]	junk2A[3]	junk2A[4]	junk2A[5]	junk2B[0]	junk2B[1]	junk2B[2]	junk2B[3]	junk2B[4]	junk2B[5]	junk3[0]	junk3[1]	junk3[2]	junk3[3]	icons[0]	icons[1]	icons[2]	icons[3]
0	322	1	1	5	3	0	LineageWeapons.apprentices_spellbook_m00_wp			LineageWeaponsTex.apprentices_spellbook_t00_wp			icon.weapon_apprentices_spellbook_i00					-1	1600	8	1	0	7	1	1	LineageWeapons.apprentices_spellbook_m00_wp		1	LineageWeaponsTex.apprentices_spellbook_t00_wp			4	ItemSound.axe_1	ItemSound.fist_2	ItemSound.club_2	ItemSound.spear_9	ItemSound.itemdrop_book	ItemSound.itemequip_book		10	74	72	7	1	8	0	0	0	0	379	0	3	3	1000	0	-1	0			0.00000000	0.00000000	0.00000000	1.00000000	1.00000000						LineageWeapons.rangesample		0.80000001	0.80000001	0.80000001	-0.50000000	2.79999995	0.00000000							-1	-1	-1	-1				
0	323	1	1	5	3	0	LineageWeapons.apprentices_spellbook_m00_wp			LineageWeaponsTex.apprentices_spellbook_t00_wp			icon.weapon_apprentices_spellbook_i00					-1	1600	8	1	0	7	1	1	LineageWeapons.apprentices_spellbook_m00_wp		1	LineageWeaponsTex.apprentices_spellbook_t00_wp			4	ItemSound.axe_1	ItemSound.fist_2	ItemSound.club_2	ItemSound.spear_9	ItemSound.itemdrop_book	ItemSound.itemequip_book		10	74	72	7	1	8	0	0	0	0	379	0	3	3	1000	0	-1	0			0.00000000	0.00000000	0.00000000	1.00000000	1.00000000						LineageWeapons.rangesample		0.80000001	0.80000001	0.80000001	-0.50000000	2.79999995	0.00000000							-1	-1	-1	-1				
0	324	1	1	5	3	0	LineageWeapons.apprentices_spellbook_m00_wp			LineageWeaponsTex.apprentices_spellbook_t00_wp			icon.weapon_apprentices_spellbook_i00					-1	1600	8	1	0	7	1	1	LineageWeapons.apprentices_spellbook_m00_wp		1	LineageWeaponsTex.apprentices_spellbook_t00_wp			4	ItemSound.staff_3	ItemSound.fist_1	ItemSound.mace_1	ItemSound.sword_mid_9	ItemSound.itemdrop_book	ItemSound.itemequip_book		10	98	91	7	2	8	0	0	0	0	379	0	2	2	1000	0	-1	0			0.00000000	0.00000000	0.00000000	1.00000000	1.00000000						LineageWeapons.rangesample		0.80000001	0.80000001	0.80000001	-0.50000000	2.79999995	0.00000000							-1	-1	-1	-1				
0	325	1	1	5	5	0	LineageWeapons.horn_of_glory_m00_wp			LineageWeaponsTex.horn_of_glory_t00_wp			icon.weapon_horn_of_glory_i00					-1	540	8	1	0	7	1	1	LineageWeapons.horn_of_glory_m00_wp		1	LineageWeaponsTex.horn_of_glory_t00_wp			4	ItemSound.staff_2	ItemSound.fist_2	ItemSound.mace_3	ItemSound.staff_1	ItemSound.itemdrop_book	ItemSound.itemequip_book		10	98	91	7	2	8	0	0	0	0	379	0	2	2	1000	0	-1	0			0.00000000	0.00000000	0.00000000	1.00000000	1.00000000						LineageWeapons.rangesample		0.69999999	0.69999999	0.69999999	9.00000000	-1.00000000	0.00000000							-1	-1	-1	-1	icon.weapon_horn_of_glory_i01			
0	326	1	1	5	5	0	LineageWeapons.heathens_book_m00_wp			LineageWeaponsTex.heathens_book_t00_wp			icon.weapon_heathens_book_i00					-1	560	8	1	0	7	1	1	LineageWeapons.heathens_book_m00_wp		1	LineageWeaponsTex.heathens_book_t00_wp			4	ItemSound.club_2	ItemSound.staff_1	ItemSound.fist_3	ItemSound.staff_1	ItemSound.itemdrop_book	ItemSound.itemequip_book		10	111	101	7	2	8	0	0	0	0	379	0	3	3	1000	0	-1	0			0.00000000	0.00000000	0.00000000	1.00000000	1.00000000						LineageWeapons.rangesample		1.00000000	0.69999999	0.69999999	2.50000000	0.00000000	0.00000000							-1	-1	-1	-1	icon.weapon_heathens_book_i01			
0	327	1	1	5	3	0	LineageWeapons.apprentices_spellbook_m00_wp			LineageWeaponsTex.apprentices_spellbook_t00_wp			icon.weapon_apprentices_spellbook_i00					-1	1600	8	1	0	7	1	1	LineageWeapons.apprentices_spellbook_m00_wp		1	LineageWeaponsTex.apprentices_spellbook_t00_wp			4	ItemSound.axe_1	ItemSound.fist_2	ItemSound.club_2	ItemSound.spear_9	ItemSound.itemdrop_book	ItemSound.itemequip_book		10	111	101	7	2	8	0	0	0	0	379	0	3	3	1000	0	-1	0			0.00000000	0.00000000	0.00000000	1.00000000	1.00000000						LineageWeapons.rangesample		0.80000001	0.80000001	0.80000001	-0.50000000	2.79999995	0.00000000							-1	-1	-1	-1				
0	328	1	1	5	3	0	LineageWeapons.apprentices_spellbook_m00_wp			LineageWeaponsTex.apprentices_spellbook_t00_wp			icon.weapon_apprentices_spellbook_i00					-1	1600	8	1	0	7	1	1	LineageWeapons.apprentices_spellbook_m00_wp		1	LineageWeaponsTex.apprentices_spellbook_t00_wp			4	ItemSound.axe_1	ItemSound.fist_2	ItemSound.club_2	ItemSound.spear_9	ItemSound.itemdrop_book	ItemSound.itemequip_book		10	125	111	7	2	8	0	0	0	0	379	0	3	3	1000	0	-1	0			0.00000000	0.00000000	0.00000000	1.00000000	1.00000000						LineageWeapons.rangesample		0.80000001	0.80000001	0.80000001	-0.50000000	2.79999995	0.00000000							-1	-1	-1	-1				
0	329	1	1	5	3	0	LineageWeapons.apprentices_spellbook_m00_wp			LineageWeaponsTex.apprentices_spellbook_t00_wp			icon.weapon_apprentices_spellbook_i00					-1	800	8	1	0	7	1	1	LineageWeapons.apprentices_spellbook_m00_wp		1	LineageWeaponsTex.apprentices_spellbook_t00_wp			4	ItemSound.staff_3	ItemSound.fist_1	ItemSound.mace_1	ItemSound.sword_mid_9	ItemSound.itemdrop_book	ItemSound.itemequip_book		10	125	111	7	2	8	0	0	0	0	379	0	3	3	1000	0	-1	0			0.00000000	0.00000000	0.00000000	1.00000000	1.00000000						LineageWeapons.rangesample		0.80000001	0.80000001	0.80000001	-0.50000000	2.79999995	0.00000000							-1	-1	-1	-1				
0	330	1	1	5	3	0	LineageWeapons.apprentices_spellbook_m00_wp			LineageWeaponsTex.apprentices_spellbook_t00_wp			icon.weapon_apprentices_spellbook_i00					-1	800	8	1	0	7	1	1	LineageWeapons.apprentices_spellbook_m00_wp		1	LineageWeaponsTex.apprentices_spellbook_t00_wp			4	ItemSound.staff_2	ItemSound.fist_2	ItemSound.mace_3	ItemSound.staff_1	ItemSound.itemdrop_book	ItemSound.itemequip_book		10	125	111	7	2	8	0	0	0	0	379	0	3	3	1000	0	-1	0			0.00000000	0.00000000	0.00000000	1.00000000	1.00000000						LineageWeapons.rangesample		0.80000001	0.80000001	0.80000001	-0.50000000	2.79999995	0.00000000							-1	-1	-1	-1				
0	331	1	1	5	3	0	LineageWeapons.apprentices_spellbook_m00_wp			LineageWeaponsTex.apprentices_spellbook_t00_wp			icon.weapon_apprentices_spellbook_i00					-1	1600	8	1	0	7	1	1	LineageWeapons.apprentices_spellbook_m00_wp		1	LineageWeaponsTex.apprentices_spellbook_t00_wp			4	ItemSound.club_2	ItemSound.staff_1	ItemSound.fist_3	ItemSound.staff_1	ItemSound.itemdrop_book	ItemSound.itemequip_book		10	125	111	7	2	8	0	0	0	0	379	0	3	3	1000	0	-1	0			0.00000000	0.00000000	0.00000000	1.00000000	1.00000000						LineageWeapons.rangesample		0.80000001	0.80000001	0.80000001	-0.50000000	2.79999995	0.00000000							-1	-1	-1	-1				
0	332	1	1	5	3	0	LineageWeapons.apprentices_spellbook_m00_wp			LineageWeaponsTex.apprentices_spellbook_t00_wp			icon.weapon_apprentices_spellbook_i00					-1	1600	8	1	0	7	1	1	LineageWeapons.apprentices_spellbook_m00_wp		1	LineageWeaponsTex.apprentices_spellbook_t00_wp			4	ItemSound.axe_1	ItemSound.fist_2	ItemSound.club_2	ItemSound.spear_9	ItemSound.itemdrop_book	ItemSound.itemequip_book		10	125	111	7	2	8	0	0	0	0	379	0	3	3	1000	0	-1	0			0.00000000	0.00000000	0.00000000	1.00000000	1.00000000						LineageWeapons.rangesample		0.80000001	0.80000001	0.80000001	-0.50000000	2.79999995	0.00000000							-1	-1	-1	-1				
0	333	1	1	5	3	0	LineageWeapons.apprentices_spellbook_m00_wp			LineageWeaponsTex.apprentices_spellbook_t00_wp			icon.weapon_apprentices_spellbook_i00					-1	1600	8	1	0	7	1	1	LineageWeapons.apprentices_spellbook_m00_wp		1	LineageWeaponsTex.apprentices_spellbook_t00_wp			4	ItemSound.axe_1	ItemSound.fist_2	ItemSound.club_2	ItemSound.spear_9	ItemSound.itemdrop_book	ItemSound.itemequip_book		10	125	111	7	2	8	0	0	0	0	379	0	3	3	1000	0	-1	0			0.00000000	0.00000000	0.00000000	1.00000000	1.00000000						LineageWeapons.rangesample		0.80000001	0.80000001	0.80000001	-0.50000000	2.79999995	0.00000000							-1	-1	-1	-1				
0	334	1	1	5	3	0	LineageWeapons.apprentices_spellbook_m00_wp			LineageWeaponsTex.apprentices_spellbook_t00_wp			icon.weapon_apprentices_spellbook_i00					-1	1600	8	1	0	7	1	1	LineageWeapons.apprentices_spellbook_m00_wp		1	LineageWeaponsTex.apprentices_spellbook_t00_wp			4	ItemSound.staff_3	ItemSound.fist_1	ItemSound.mace_1	ItemSound.sword_mid_9	ItemSound.itemdrop_book	ItemSound.itemequip_book		10	125	111	7	2	8	0	0	0	0	379	0	3	3	1000	0	-1	0			0.00000000	0.00000000	0.00000000	1.00000000	1.00000000						LineageWeapons.rangesample		0.80000001	0.80000001	0.80000001	-0.50000000	2.79999995	0.00000000							-1	-1	-1	-1				
0	335	1	1	5	3	0	LineageWeapons.apprentices_spellbook_m00_wp			LineageWeaponsTex.apprentices_spellbook_t00_wp			icon.weapon_apprentices_spellbook_i00					-1	1600	8	1	0	7	1	1	LineageWeapons.apprentices_spellbook_m00_wp		1	LineageWeaponsTex.apprentices_spellbook_t00_wp			4	ItemSound.staff_2	ItemSound.fist_2	ItemSound.mace_3	ItemSound.staff_1	ItemSound.itemdrop_book	ItemSound.itemequip_book		10	155	132	7	3	8	0	0	0	0	379	0	1	1	1000	0	-1	0			0.00000000	0.00000000	0.00000000	1.00000000	1.00000000						LineageWeapons.rangesample		0.80000001	0.80000001	0.80000001	-0.50000000	2.79999995	0.00000000							-1	-1	-1	-1				
0	336	1	1	5	3	0	LineageWeapons.apprentices_spellbook_m00_wp			LineageWeaponsTex.apprentices_spellbook_t00_wp			icon.weapon_apprentices_spellbook_i00					-1	1600	8	1	0	7	1	1	LineageWeapons.apprentices_spellbook_m00_wp		1	LineageWeaponsTex.apprentices_spellbook_t00_wp			4	ItemSound.club_2	ItemSound.staff_1	ItemSound.fist_3	ItemSound.staff_1	ItemSound.itemdrop_book	ItemSound.itemequip_book		10	170	143	7	3	8	0	0	0	0	379	0	1	1	1000	0	-1	0			0.00000000	0.00000000	0.00000000	1.00000000	1.00000000						LineageWeapons.rangesample		0.80000001	0.80000001	0.80000001	-0.50000000	2.79999995	0.00000000							-1	-1	-1	-1				
0	337	1	1	5	3	0	LineageWeapons.apprentices_spellbook_m00_wp			LineageWeaponsTex.apprentices_spellbook_t00_wp			icon.weapon_apprentices_spellbook_i00					-1	1600	8	1	0	7	1	1	LineageWeapons.apprentices_spellbook_m00_wp		1	LineageWeaponsTex.apprentices_spellbook_t00_wp			4	ItemSound.axe_1	ItemSound.fist_2	ItemSound.club_2	ItemSound.spear_9	ItemSound.itemdrop_book	ItemSound.itemequip_book		10	170	143	7	3	8	0	0	0	0	379	0	1	1	1000	0	-1	0			0.00000000	0.00000000	0.00000000	1.00000000	1.00000000						LineageWeapons.rangesample		0.80000001	0.80000001	0.80000001	-0.50000000	2.79999995	0.00000000							-1	-1	-1	-1				
0	338	1	1	5	3	0	LineageWeapons.apprentices_spellbook_m00_wp			LineageWeaponsTex.apprentices_spellbook_t00_wp			icon.weapon_apprentices_spellbook_i00					-1	4800	8	1	0	7	1	1	LineageWeapons.apprentices_spellbook_m00_wp		1	LineageWeaponsTex.apprentices_spellbook_t00_wp			4	ItemSound.axe_1	ItemSound.fist_2	ItemSound.club_2	ItemSound.spear_9	ItemSound.itemdrop_book	ItemSound.itemequip_book		10	170	143	7	3	8	0	0	0	0	379	0	1	1	1000	0	-1	0			0.00000000	0.00000000	0.00000000	1.00000000	1.00000000						LineageWeapons.rangesample		0.80000001	0.80000001	0.80000001	-0.50000000	2.79999995	0.00000000							-1	-1	-1	-1				
0	339	1	1	5	3	0	LineageWeapons.apprentices_spellbook_m00_wp			LineageWeaponsTex.apprentices_spellbook_t00_wp			icon.weapon_apprentices_spellbook_i00					-1	1600	8	1	0	7	1	1	LineageWeapons.apprentices_spellbook_m00_wp		1	LineageWeaponsTex.apprentices_spellbook_t00_wp			4	ItemSound.staff_3	ItemSound.fist_1	ItemSound.mace_1	ItemSound.sword_mid_9	ItemSound.itemdrop_book	ItemSound.itemequip_book		10	170	143	7	3	8	0	0	0	0	379	0	1	1	1000	0	-1	0			0.00000000	0.00000000	0.00000000	1.00000000	1.00000000						LineageWeapons.rangesample		0.80000001	0.80000001	0.80000001	-0.50000000	2.79999995	0.00000000							-1	-1	-1	-1				
0	340	1	1	5	3	0	LineageWeapons.apprentices_spellbook_m00_wp			LineageWeaponsTex.apprentices_spellbook_t00_wp			icon.weapon_apprentices_spellbook_i00					-1	1600	8	1	0	7	1	1	LineageWeapons.apprentices_spellbook_m00_wp		1	LineageWeaponsTex.apprentices_spellbook_t00_wp			4	ItemSound.staff_2	ItemSound.fist_2	ItemSound.mace_3	ItemSound.staff_1	ItemSound.itemdrop_book	ItemSound.itemequip_book		10	170	143	7	3	8	0	0	0	0	379	0	1	1	1000	0	-1	0			0.00000000	0.00000000	0.00000000	1.00000000	1.00000000						LineageWeapons.rangesample		0.80000001	0.80000001	0.80000001	-0.50000000	2.79999995	0.00000000							-1	-1	-1	-1				
0	341	1	1	5	3	0	LineageWeapons.apprentices_spellbook_m00_wp			LineageWeaponsTex.apprentices_spellbook_t00_wp			icon.weapon_apprentices_spellbook_i00					-1	1600	8	1	0	7	1	1	LineageWeapons.apprentices_spellbook_m00_wp		1	LineageWeaponsTex.apprentices_spellbook_t00_wp			4	ItemSound.club_2	ItemSound.staff_1	ItemSound.fist_3	ItemSound.staff_1	ItemSound.itemdrop_book	ItemSound.itemequip_book		10	186	152	7	4	8	0	0	0	0	379	0	1	1	1000	0	-1	0			0.00000000	0.00000000	0.00000000	1.00000000	1.00000000						LineageWeapons.rangesample		0.80000001	0.80000001	0.80000001	-0.50000000	2.79999995	0.00000000							-1	-1	-1	-1				
0	342	1	1	5	3	0	LineageWeapons.apprentices_spellbook_m00_wp			LineageWeaponsTex.apprentices_spellbook_t00_wp			icon.weapon_apprentices_spellbook_i00					-1	1600	8	1	0	7	1	1	LineageWeapons.apprentices_spellbook_m00_wp		1	LineageWeaponsTex.apprentices_spellbook_t00_wp			4	ItemSound.axe_1	ItemSound.fist_2	ItemSound.club_2	ItemSound.spear_9	ItemSound.itemdrop_book	ItemSound.itemequip_book		10	186	152	7	4	8	0	0	0	0	379	0	1	1	1000	0	-1	0			0.00000000	0.00000000	0.00000000	1.00000000	1.00000000						LineageWeapons.rangesample		0.80000001	0.80000001	0.80000001	-0.50000000	2.79999995	0.00000000							-1	-1	-1	-1				
0	343	1	1	5	3	0	LineageWeapons.apprentices_spellbook_m00_wp			LineageWeaponsTex.apprentices_spellbook_t00_wp			icon.weapon_apprentices_spellbook_i00					-1	1600	8	1	0	7	1	1	LineageWeapons.apprentices_spellbook_m00_wp		1	LineageWeaponsTex.apprentices_spellbook_t00_wp			4	ItemSound.staff_2	ItemSound.fist_2	ItemSound.mace_3	ItemSound.staff_1	ItemSound.itemdrop_book	ItemSound.itemequip_book		10	186	152	7	4	8	0	0	0	0	379	0	1	1	1000	0	-1	0			0.00000000	0.00000000	0.00000000	1.00000000	1.00000000						LineageWeapons.rangesample		0.80000001	0.80000001	0.80000001	-0.50000000	2.79999995	0.00000000							-1	-1	-1	-1				
0	344	1	1	5	3	0	LineageWeapons.apprentices_spellbook_m00_wp			LineageWeaponsTex.apprentices_spellbook_t00_wp			icon.weapon_apprentices_spellbook_i00					-1	1600	8	1	0	7	1	1	LineageWeapons.apprentices_spellbook_m00_wp		1	LineageWeaponsTex.apprentices_spellbook_t00_wp			4	ItemSound.club_2	ItemSound.staff_1	ItemSound.fist_3	ItemSound.staff_1	ItemSound.itemdrop_book	ItemSound.itemequip_book		10	186	152	7	4	8	0	0	0	0	379	0	1	1	1000	0	-1	0			0.00000000	0.00000000	0.00000000	1.00000000	1.00000000						LineageWeapons.rangesample		0.80000001	0.80000001	0.80000001	-0.50000000	2.79999995	0.00000000							-1	-1	-1	-1				
0	345	1	1	5	3	0	LineageWeapons.apprentices_spellbook_m00_wp			LineageWeaponsTex.apprentices_spellbook_t00_wp			icon.weapon_apprentices_spellbook_i00					-1	4800	8	1	0	7	1	1	LineageWeapons.apprentices_spellbook_m00_wp		1	LineageWeaponsTex.apprentices_spellbook_t00_wp			4	ItemSound.axe_1	ItemSound.fist_2	ItemSound.club_2	ItemSound.spear_9	ItemSound.itemdrop_book	ItemSound.itemequip_book		10	186	152	7	4	8	0	0	0	0	379	0	1	1	1000	0	-1	0			0.00000000	0.00000000	0.00000000	1.00000000	1.00000000						LineageWeapons.rangesample		0.80000001	0.80000001	0.80000001	-0.50000000	2.79999995	0.00000000							-1	-1	-1	-1				
0	346	1	1	5	3	0	LineageWeapons.apprentices_spellbook_m00_wp			LineageWeaponsTex.apprentices_spellbook_t00_wp			icon.weapon_apprentices_spellbook_i00					-1	1600	8	1	0	7	1	1	LineageWeapons.apprentices_spellbook_m00_wp		1	LineageWeaponsTex.apprentices_spellbook_t00_wp			4	ItemSound.staff_3	ItemSound.fist_1	ItemSound.mace_1	ItemSound.sword_mid_9	ItemSound.itemdrop_book	ItemSound.itemequip_book		10	201	162	7	5	8	0	0	0	0	379	0	1	1	1000	0	-1	0			0.00000000	0.00000000	0.00000000	1.00000000	1.00000000						LineageWeapons.rangesample		0.80000001	0.80000001	0.80000001	-0.50000000	2.79999995	0.00000000							-1	-1	-1	-1				
0	625	3	2	5	8	0	LineageWeapons.bone_shield_m00_sh			LineageWeaponsTex.bone_shield_t00_sh	LineageWeaponsTex.bone_shield_t01_sh		icon.shield_bone_shield_i00					-1	1380	14	0	0	8	0	1	LineageWeapons.bone_shield_m00_sh		2	LineageWeaponsTex.bone_shield_t00_sh	LineageWeaponsTex.bone_shield_t01_sh		4	ItemSound.shield_steel_1	ItemSound.public_armor_01	MonSound.Hit_Metal_Clang_1	MonSound.Hit_Metal_clang_8	ItemSound.itemdrop_shield_metal	ItemSound.itemequip_shield_metal		0	0	0	0	0	0	0	-8	90	20	0	0	0	0	1000	0	-1	0			0.00000000	0.00000000	0.00000000	1.00000000	1.00000000								1.00000000	1.00000000	1.00000000	0.00000000	0.00000000	0.00000000							-1	-1	-1	-1				
0	626	3	2	5	8	0	LineageWeapons.bronze_shield_m00_sh			LineageWeaponsTex.bronze_shield_t00_sh	LineageWeaponsTex.round_shield_t01_sh		icon.shield_bronze_shield_i00					-1	1370	6	1	0	8	0	1	LineageWeapons.bronze_shield_m00_sh		2	LineageWeaponsTex.bronze_shield_t00_sh	LineageWeaponsTex.round_shield_t01_sh		4	ItemSound.shield_steel_1	ItemSound.public_armor_02	MonSound.Hit_Metal_Clang_1	MonSound.Hit_Metal_clang_8	ItemSound.itemdrop_shield_metal	ItemSound.itemequip_shield_metal		0	0	0	0	1	0	0	-8	101	20	0	0	0	0	1000	0	-1	0			0.00000000	0.00000000	0.00000000	1.00000000	1.00000000								1.00000000	1.00000000	1.00000000	0.00000000	0.00000000	0.00000000							-1	-1	-1	-1				
0	627	3	2	5	5	0	LineageWeapons.aspis_m00_sh			LineageWeaponsTex.aspis_t00_sh	LineageWeaponsTex.aspis_t01_sh		icon.shield_aspis_i00					-1	1350	8	1	0	8	0	1	LineageWeapons.aspis_m00_sh		2	LineageWeaponsTex.aspis_t00_sh	LineageWeaponsTex.aspis_t01_sh		4	ItemSound.shield_steel_2	ItemSound.public_armor_03	MonSound.Hit_Metal_Clang_7	MonSound.Hit_Metal_clang_8	ItemSound.itemdrop_shield_woodmetal	ItemSound.itemequip_shield_woodmetal		0	0	0	0	1	0	0	-8	114	20	0	0	0	0	1000	0	-1	0			0.00000000	0.00000000	0.00000000	1.00000000	1.00000000								1.00000000	1.00000000	1.00000000	0.00000000	0.00000000	0.00000000							-1	-1	-1	-1				
0	628	3	2	5	12	0	LineageWeapons.hoplon_m00_sh			LineageWeaponsTex.hoplon_t00_sh	LineageWeaponsTex.kite_shield_t01_sh		icon.shield_hoplon_i00					-1	1340	51	1	0	8	0	1	LineageWeapons.hoplon_m00_sh		2	LineageWeaponsTex.hoplon_t00_sh	LineageWeaponsTex.kite_shield_t01_sh		4	ItemSound.shield_steel_5	ItemSound.shield_steel_9	ItemSound.public_armor_04	MonSound.Hit_Metal_clang_10	ItemSound.itemdrop_shield_metal	ItemSound.itemequip_shield_metal		0	0	0	0	1	0	0	-8	128	20	0	0	0	0	1000	0	-1	0			0.00000000	0.00000000	0.00000000	1.00000000	1.00000000								1.00000000	1.00000000	1.00000000	0.00000000	0.00000000	0.00000000							-1	-1	-1	-1				
0	629	3	2	5	12	0	LineageWeapons.kite_shield_m00_sh			LineageWeaponsTex.kite_shield_t00_sh	LineageWeaponsTex.kite_shield_t01_sh		icon.shield_kite_shield_i00					-1	1320	51	1	0	8	0	1	LineageWeapons.kite_shield_m00_sh		2	LineageWeaponsTex.kite_shield_t00_sh	LineageWeaponsTex.kite_shield_t01_sh		4	ItemSound.shield_steel_5	ItemSound.public_armor_05	MonSound.Hit_Metal_Clang_1	MonSound.Hit_Metal_clang_10	ItemSound.itemdrop_shield_metal	ItemSound.itemequip_shield_metal		0	0	0	0	1	0	0	-8	142	20	0	0	0	0	1000	0	-1	0			0.00000000	0.00000000	0.00000000	1.00000000	1.00000000								1.00000000	1.00000000	1.00000000	0.00000000	0.00000000	0.00000000							-1	-1	-1	-1				
0	630	3	2	5	12	0	LineageWeapons.square_shield_m00_sh			LineageWeaponsTex.square_shield_t00_sh	LineageWeaponsTex.square_shield_t01_sh		icon.shield_square_shield_i00					-1	1310	51	1	0	8	0	1	LineageWeapons.square_shield_m00_sh		2	LineageWeaponsTex.square_shield_t00_sh	LineageWeaponsTex.square_shield_t01_sh		4	ItemSound.shield_steel_5	ItemSound.public_armor_06	MonSound.Hit_Metal_clang_8	MonSound.Hit_Metal_clang_10	ItemSound.itemdrop_shield_metal	ItemSound.itemequip_shield_metal		0	0	0	0	1	0	0	-8	154	20	0	0	0	0	1000	0	-1	0			0.00000000	0.00000000	0.00000000	1.00000000	1.00000000								1.00000000	1.00000000	1.00000000	0.00000000	0.00000000	0.00000000							-1	-1	-1	-1				
0	631	3	2	5	12	0	LineageWeapons.eldarake_m00_sh			LineageWeaponsTex.eldarake_t00_sh	LineageWeaponsTex.eldarake_t01_sh		icon.shield_eldarake_i00					-1	1290	51	1	0	8	0	1	LineageWeapons.eldarake_m00_sh		2	LineageWeaponsTex.eldarake_t00_sh	LineageWeaponsTex.eldarake_t01_sh		4	ItemSound.public_armor_07	ItemSound.shield_steel_9	MonSound.Hit_Metal_Clang_1	MonSound.Hit_Metal_clang_10	ItemSound.itemdrop_shield_metal	ItemSound.itemequip_shield_metal		0	0	0	0	2	0	0	-8	166	20	0	0	0	0	1000	0	-1	0			0.00000000	0.00000000	0.00000000	1.00000000	1.00000000								1.00000000	1.00000000	1.00000000	0.00000000	0.00000000	0.00000000							-1	-1	-1	-1				
0	632	3	2	5	12	0	LineageWeapons.knight_shield_m00_sh			LineageWeaponsTex.knight_shield_t00_sh	LineageWeaponsTex.knight_shield_t01_sh		icon.shield_knight_shield_i00					-1	1260	51	1	0	8	0	1	LineageWeapons.knight_shield_m00_sh		2	LineageWeaponsTex.knight_shield_t00_sh	LineageWeaponsTex.knight_shield_t01_sh		4	ItemSound.public_armor_08	ItemSound.shield_steel_9	MonSound.Hit_Metal_Clang_1	MonSound.Hit_Metal_clang_10	ItemSound.itemdrop_shield_metal	ItemSound.itemequip_shield_metal		0	0	0	0	2	0	0	-8	178	20	0	0	0	0	1000	0	-1	0			0.00000000	0.00000000	0.00000000	1.00000000	1.00000000								1.00000000	1.00000000	1.00000000	0.00000000	0.00000000	0.00000000							-1	-1	-1	-1				
0	633	3	2	5	12	0	LineageWeapons.composite_shield_m00_sh			LineageWeaponsTex.shrnoens_shield_t00_sh	LineageWeaponsTex.composite_shield_t01_sh		icon.shield_shrnoens_shield_i00					-1	1210	2	1	0	8	0	1	LineageWeapons.composite_shield_m00_sh		2	LineageWeaponsTex.shrnoens_shield_t00_sh	LineageWeaponsTex.composite_shield_t01_sh		4	ItemSound.shield_steel_3	ItemSound.public_armor_07	MonSound.Hit_Metal_Clang_7	MonSound.Hit_Metal_clang_8	ItemSound.itemdrop_shield_woodmetal	ItemSound.itemequip_shield_woodmetal		0	0	0	0	3	0	0	-8	216	20	0	0	0	0	1000	0	-1	0			0.00000000	0.00000000	0.00000000	1.00000000	1.00000000								1.00000000	1.00000000	1.00000000	0.00000000	0.00000000	0.00000000							-1	-1	-1	-1				
0	634	3	2	5	12	0	LineageWeapons.shield_of_nightmare_m00_sh			LineageWeaponsTex.shield_of_nightmare_t00_sh	LineageWeaponsTex.shield_of_nightmare_t01_sh		icon.shield_shield_of_nightmare_i00					-1	1170	14	1	0	8	0	1	LineageWeapons.shield_of_nightmare_m00_sh		2	LineageWeaponsTex.shield_of_nightmare_t00_sh	LineageWeaponsTex.shield_of_nightmare_t01_sh		4	ItemSound.shield_steel_1	ItemSound.shield_steel_3	MonSound.Hit_Metal_Clang_2	MonSound.Hit_Metal_Clang_7	ItemSound.itemdrop_shield_heavymetal	ItemSound.itemequip_shield_heavymetal		0	0	0	0	5	0	0	-8	269	20	0	0	0	0	1000	0	-1	0			0.00000000	0.00000000	0.00000000	1.00000000	1.00000000								1.00000000	1.00000000	1.00000000	0.00000000	0.00000000	0.00000000							-1	-1	-1	-1				
