npc_id	skill_id	seq_name	skill_name	npc_name	npc_class
14751	4079	spatk01	a,s_siege_hammer1\0	a,siege_golem_ep_14\0	a,LineageMonster.siege_golem\0
14752	4079	spatk01	a,s_siege_hammer1\0	a,siege_golem_ep_15\0	a,LineageMonster.siege_golem\0
14753	4079	spatk01	a,s_siege_hammer1\0	a,siege_golem_ep_16\0	a,LineageMonster.siege_golem\0
14754	4079	spatk01	a,s_siege_hammer1\0	a,siege_golem_ep_17\0	a,LineageMonster.siege_golem\0
14755	4079	spatk01	a,s_siege_hammer1\0	a,siege_golem_ep_18\0	a,LineageMonster.siege_golem\0
14756	4079	spatk01	a,s_siege_hammer1\0	a,siege_golem_ep_19\0	a,LineageMonster.siege_golem\0
14757	4079	spatk01	a,s_siege_hammer1\0	a,siege_golem_ep_20\0	a,LineageMonster.siege_golem\0
14758	4079	spatk01	a,s_siege_hammer1\0	a,siege_golem_ep_21\0	a,LineageMonster.siege_golem\0
14759	4079	spatk01	a,s_siege_hammer1\0	a,siege_golem_ep_22\0	a,LineageMonster.siege_golem\0
14760	4079	spatk01	a,s_siege_hammer1\0	a,siege_golem_ep_23\0	a,LineageMonster.siege_golem\0
14761	4079	spatk01	a,s_siege_hammer1\0	a,siege_golem_ep_24\0	a,LineageMonster.siege_golem\0
14762	4079	spatk01	a,s_siege_hammer1\0	a,siege_golem_ep_25\0	a,LineageMonster.siege_golem\0
14763	4079	spatk01	a,s_siege_hammer1\0	a,siege_golem_ep_26\0	a,LineageMonster.siege_golem\0
14764	4079	spatk01	a,s_siege_hammer1\0	a,siege_golem_ep_27\0	a,LineageMonster.siege_golem\0
14765	4079	spatk01	a,s_siege_hammer1\0	a,siege_golem_ep_28\0	a,LineageMonster.siege_golem\0
14766	4079	spatk01	a,s_siege_hammer1\0	a,siege_golem_ep_29\0	a,LineageMonster.siege_golem\0
14767	4079	spatk01	a,s_siege_hammer1\0	a,siege_golem_ep_30\0	a,LineageMonster.siege_golem\0
18012	4087	atk01	a,s_npc_blaze1\0	a,dusk_1_2_heavy_trp_1\0	a,LineageMonster.orc_champion\0
18022	4087	atk01	a,s_npc_blaze1\0	a,dusk_2_2_heavy_trp_1\0	a,LineageMonster.batur_orc_warrior\0
18032	4087	atk01	a,s_npc_blaze1\0	a,dusk_3_2_heavy_trp_1\0	a,LineageMonster.batur_orc_warrior\0
18042	4087	atk01	a,s_npc_blaze1\0	a,dusk_4_2_heavy_trp_1\0	a,LineageMonster.batur_orc_warrior\0
18052	4087	atk01	a,s_npc_blaze1\0	a,dusk_5_2_heavy_trp_1\0	a,LineageMonster.ketra_orc_warrior\0
18062	4087	atk01	a,s_npc_blaze1\0	a,dawn_1_2_heavy_trp_1\0	a,LineageMonster.orc_champion\0
18072	4087	atk01	a,s_npc_blaze1\0	a,dawn_2_2_heavy_trp_1\0	a,LineageMonster.batur_orc_warrior\0
18082	4087	atk01	a,s_npc_blaze1\0	a,dawn_3_2_heavy_trp_1\0	a,LineageMonster.batur_orc_warrior\0
18092	4087	atk01	a,s_npc_blaze1\0	a,dawn_4_2_heavy_trp_1\0	a,LineageMonster.batur_orc_warrior\0
18102	4087	atk01	a,s_npc_blaze1\0	a,dawn_5_2_heavy_trp_1\0	a,LineageMonster.ketra_orc_warrior\0
20176	4087	atk01	a,s_npc_blaze1\0	a,wyrm\0	a,LineageMonster.wyrm\0
20214	4087	atk01	a,s_npc_blaze1\0	a,excuro\0	a,LineageMonster.mana_vampire\0
20749	4087	atk01	a,s_npc_blaze1\0	a,death_fire\0	a,LineageMonster.dre_vanul\0
20847	4087	atk01	a,s_npc_blaze1\0	a,vale_master\0	a,LineageMonster.vale_master\0
20856	4087	atk01	a,s_npc_blaze1\0	a,kel_mahum_shaman\0	a,LineageMonster.kel_mahum_witch_doctor\0
20859	4087	atk01	a,s_npc_blaze1\0	a,guardian_angel_r\0	a,LineageMonster.angel\0
20860	4087	atk01	a,s_npc_blaze1\0	a,seal_angel_r\0	a,LineageMonster.angel\0
20944	4087	atk01	a,s_npc_blaze1\0	a,nightmare_lord\0	a,LineageMonster.succubus_100_bi\0
20975	4087	atk01	a,s_npc_blaze1\0	a,spite_soul_wizard\0	a,LineageMonster.elf_ghost_50_bi\0
20977	4087	atk01	a,s_npc_blaze1\0	a,elmoradens_lady\0	a,LineageMonster.banshee_50_bi\0
20987	4087	atk01	a,s_npc_blaze1\0	a,saitnn_doll\0	a,LineageMonster.doll_blader\0
21068	4087	atk01	a,s_npc_blaze1\0	a,guardian_arch_angel_r\0	a,LineageMonster.angel\0
21071	4087	atk01	a,s_npc_blaze1\0	a,seal_arch_angel_r\0	a,LineageMonster.angel\0
21074	4087	atk01	a,s_npc_blaze1\0	a,binding_shaman\0	a,LineageMonster.kel_mahum_witch_doctor\0
21115	4087	atk01	a,s_npc_blaze1\0	a,hames_orc_shaman\0	a,LineageMonster.ketra_orc_shaman\0
21635	4087	atk01	a,s_npc_blaze1\0	a,vale_master_1\0	a,LineageMonster.vale_master\0
21636	4087	atk01	a,s_npc_blaze1\0	a,vale_master_2\0	a,LineageMonster.vale_master\0
21637	4087	atk01	a,s_npc_blaze1\0	a,crimson_vale_master\0	a,LineageMonster.vale_master_20_bi\0
20618	4088	atk01	a,s_npc_bleed1\0	a,sucubuss_kanil\0	a,LineageMonster.succubus\0
20646	4088	atk01	a,s_npc_bleed1\0	a,halingka\0	a,LineageMonster.saber_toothed_tiger\0
20677	4088	atk01	a,s_npc_bleed1\0	a,tulben\0	a,LineageMonster.vampire_bat\0
20838	4088	atk01	a,s_npc_bleed1\0	a,bloody_bat\0	a,LineageMonster.vampire_bat\0
20839	4088	atk01	a,s_npc_bleed1\0	a,unpleasant_humming\0	a,LineageMonster.unpleasant_humming\0
21012	4088	atk01	a,s_npc_bleed1\0	a,magical_eye\0	a,LineageMonster.magical_weaver\0
21611	4088	atk01	a,s_npc_bleed1\0	a,unpleasant_humming_1\0	a,LineageMonster.unpleasant_humming\0
21612	4088	atk01	a,s_npc_bleed1\0	a,unpleasant_humming_2\0	a,LineageMonster.unpleasant_humming\0
21613	4088	atk01	a,s_npc_bleed1\0	a,unpleasant_cry\0	a,LineageMonster.unpleasant_humming_20_bi\0
22081	4088	atk01	a,s_npc_bleed1\0	a,maze_watcher\0	a,LineageMonster.field_stalker\0
22141	4088	spatk03	a,s_npc_bleed1\0	a,forgotten_victim\0	a,LineageMonster3.zombie_laborer\0
22148	4088	spatk02	a,s_npc_bleed1\0	a,trioll_s_devotee\0	a,LineageMonster3.heretic_privates\0
22150	4088	spatk02	a,s_npc_bleed1\0	a,triolls_devotee_debuffer\0	a,LineageMonster3.heretic_privates\0
22163	4088	spatk02	a,s_npc_bleed1\0	a,highprist_partyleader03\0	a,LineageMonster3.heretic_privates\0
22171	4088	spatk02	a,s_npc_bleed1\0	a,highprist_partyleader05\0	a,LineageMonster3.heretic_privates\0
22173	4088	spatk02	a,s_npc_bleed1\0	a,prist_privates_mage05\0	a,LineageMonster3.heretic_privates\0
20554	4089	atk01	a,s_npc_spirit_bear\0	a,grandis\0	a,LineageMonster.twin_headed_giant\0
20588	4089	atk01	a,s_npc_spirit_bear\0	a,timak_orc_gosmos\0	a,LineageMonster.batur_orc_overlord\0
21304	4089	atk01	a,s_npc_spirit_bear\0	a,grendel_slave\0	a,LineageMonster2.bionic_bear\0
22009	4089	atk01	a,s_npc_spirit_bear\0	a,grudge_fighter\0	a,LineageMonster.orc_shaman\0
20554	4090	atk01	a,s_npc_spirit_wolf\0	a,grandis\0	a,LineageMonster.twin_headed_giant\0
20588	4090	atk01	a,s_npc_spirit_wolf\0	a,timak_orc_overlord\0	a,LineageMonster.batur_orc_overlord\0
20674	4090	atk01	a,s_npc_spirit_wolf\0	a,doom_knight\0	a,LineageMonster.death_blader\0
20831	4090	atk01	a,s_npc_spirit_wolf\0	a,seal_angel\0	a,LineageMonster.angel\0
20853	4090	atk01	a,s_npc_spirit_wolf\0	a,kel_mahum\0	a,LineageMonster.kel_mahum\0
20854	4090	atk01	a,s_npc_spirit_wolf\0	a,kel_mahum_warrior\0	a,LineageMonster.kel_mahum_warrior\0
20861	4090	atk01	a,s_npc_spirit_wolf\0	a,oel_mahum_champion\0	a,LineageMonster.oel_mahum_champion\0
21061	4090	atk01	a,s_npc_spirit_wolf\0	a,hallates_guardian\0	a,LineageMonster.kaim_vanul\0
21089	4090	atk01	a,s_npc_spirit_wolf\0	a,bloody_lord_d\0	a,LineageMonster.karik\0
21297	4090	atk01	a,s_npc_spirit_wolf\0	a,bandersnatch_slave\0	a,LineageMonster2.bandersnatch\0
21304	4090	atk01	a,s_npc_spirit_wolf\0	a,grendel_slave\0	a,LineageMonster2.bionic_bear\0
21402	4090	atk01	a,s_npc_spirit_wolf\0	a,katraxith\0	a,LineageMonster2.scorpion_20_sm\0
22009	4090	atk01	a,s_npc_spirit_wolf\0	a,grudge_fighter\0	a,LineageMonster.orc_shaman\0
18136	4091	atk01	a,s_npc_spirit_ogre\0	a,r1_warrior_selfbuff\0	a,LineageMonster2.scorpion\0
18169	4091	atk01	a,s_npc_spirit_ogre\0	a,r3_warrior_selfbuff\0	a,LineageMonster.death_knight\0
18190	4091	atk01	a,s_npc_spirit_ogre\0	a,r4_warrior_selfbuff\0	a,LineageMonster.death_lord\0
18225	4091	atk01	a,s_npc_spirit_ogre\0	a,r5_warrior_sbuff\0	a,LineageMonster2.ashuras\0
20136	4091	atk01	a,s_npc_spirit_ogre\0	a,death_knight\0	a,LineageMonster.death_knight\0
20554	4091	atk01	a,s_npc_spirit_ogre\0	a,grandis\0	a,LineageMonster.twin_headed_giant\0
20588	4091	atk01	a,s_npc_spirit_ogre\0	a,timak_orc_overlord\0	a,LineageMonster.batur_orc_overlord\0
20629	4091	atk01	a,s_npc_spirit_ogre\0	a,karik\0	a,LineageMonster.karik\0
20814	4091	atk01	a,s_npc_spirit_ogre\0	a,blader_of_despair\0	a,LineageMonster.spartoi\0
20827	4091	atk01	a,s_npc_spirit_ogre\0	a,platinum_tribe_warrior\0	a,LineageMonster.kel_mahum_warrior\0
20858	4091	atk01	a,s_npc_spirit_ogre\0	a,angel\0	a,LineageMonster.angel\0
21009	4091	atk01	a,s_npc_spirit_ogre\0	a,doom_trooper\0	a,LineageMonster.skeleton_pikeman\0
21034	4091	atk01	a,s_npc_spirit_ogre\0	a,ogre_l\0	a,LineageMonster.ogre\0
21036	4091	atk01	a,s_npc_spirit_ogre\0	a,shindebarn\0	a,LineageMonster.magical_weaver\0
21067	4091	atk01	a,s_npc_spirit_ogre\0	a,guardian_arch_angel\0	a,LineageMonster.angel\0
21116	4091	atk01	a,s_npc_spirit_ogre\0	a,hames_orc_chieftain\0	a,LineageMonster.ketra_orc_warrior\0
21198	4091	atk01	a,s_npc_spirit_ogre\0	a,nephilim_swordman\0	a,LineageMonster2.nephilim_lord_10_sm\0
21201	4091	atk01	a,s_npc_spirit_ogre\0	a,nephilim_centurion\0	a,LineageMonster2.nephilim_lord_10_sm\0
21204	4091	atk01	a,s_npc_spirit_ogre\0	a,nephilim_praetorian\0	a,LineageMonster2.nephilim_lord_10_bi\0
21207	4091	atk01	a,s_npc_spirit_ogre\0	a,nephilim_commander\0	a,LineageMonster2.nephilim_lord_10_bi\0
21262	4091	atk01	a,s_npc_spirit_ogre\0	a,ol_mahum_transcend_1\0	a,LineageMonster.ol_mahum_champion\0
21263	4091	atk01	a,s_npc_spirit_ogre\0	a,ol_mahum_transcend_2\0	a,LineageMonster.oel_mahum\0
21264	4091	atk01	a,s_npc_spirit_ogre\0	a,ol_mahum_transcend_3\0	a,LineageMonster.kel_mahum\0
21273	4091	atk01	a,s_npc_spirit_ogre\0	a,cave_noble_ant_4\0	a,LineageMonster.noble_ant\0
21299	4091	atk01	a,s_npc_spirit_ogre\0	a,buffalo_slave\0	a,LineageMonster2.buffalo_ec\0
21304	4091	atk01	a,s_npc_spirit_ogre\0	a,grendel_slave\0	a,LineageMonster2.bionic_bear\0
21309	4091	atk01	a,s_npc_spirit_ogre\0	a,apostle_avenger_a\0	a,LineageMonster2.apostle_warrior\0
21435	4091	atk01	a,s_npc_spirit_ogre\0	a,sacrifice_guide\0	a,LineageMonster2.imperial_warlord_zombie\0
21643	4091	atk01	a,s_npc_spirit_ogre\0	a,tasaba_lizardman_snpr_a\0	a,LineageMonster.virud_lizardman_scout\0
21649	4091	atk01	a,s_npc_spirit_ogre\0	a,scavenger_ant\0	a,LineageMonster.ant_soldier\0
22009	4091	atk01	a,s_npc_spirit_ogre\0	a,grudge_fighter\0	a,LineageMonster.orc_shaman\0
20554	4092	atk01	a,s_npc_spirit_puma\0	a,grandis\0	a,LineageMonster.twin_headed_giant\0
20588	4092	atk01	a,s_npc_spirit_puma\0	a,timak_orc_overlord\0	a,LineageMonster.batur_orc_overlord\0
20811	4092	atk01	a,s_npc_spirit_puma\0	a,ghastly_warrior\0	a,LineageMonster.unpleasant_humming\0
20816	4092	atk01	a,s_npc_spirit_puma\0	a,hallates_royal_guard\0	a,LineageMonster.skeleton_royal_guard\0
20820	4092	atk01	a,s_npc_spirit_puma\0	a,hallates_knight\0	a,LineageMonster.death_knight\0
20829	4092	atk01	a,s_npc_spirit_puma\0	a,platinum_tribe_lord\0	a,LineageMonster.kel_mahum_champion\0
20830	4092	atk01	a,s_npc_spirit_puma\0	a,guardian_angel\0	a,LineageMonster.angel\0
21062	4092	atk01	a,s_npc_spirit_puma\0	a,messenger_angel\0	a,LineageMonster.angel\0
21070	4092	atk01	a,s_npc_spirit_puma\0	a,seal_arch_angel\0	a,LineageMonster.angel\0
21087	4092	atk01	a,s_npc_spirit_puma\0	a,bloody_armor\0	a,LineageMonster.death_knight\0
21177	4092	atk01	a,s_npc_spirit_puma\0	a,lilim_knight_errant\0	a,LineageMonster2.lilim_knight_10_sm\0
21180	4092	atk01	a,s_npc_spirit_puma\0	a,lilim_knight\0	a,LineageMonster2.lilim_knight_10_sm\0
21183	4092	atk01	a,s_npc_spirit_puma\0	a,lilim_knight_lord\0	a,LineageMonster2.lilim_knight_10_bi\0
21186	4092	atk01	a,s_npc_spirit_puma\0	a,lilim_knight_guardian\0	a,LineageMonster2.lilim_knight_10_bi\0
21295	4092	atk01	a,s_npc_spirit_puma\0	a,antelope_slave\0	a,LineageMonster2.antelope\0
21304	4092	atk01	a,s_npc_spirit_puma\0	a,grendel_slave\0	a,LineageMonster2.bionic_bear\0
21315	4092	atk01	a,s_npc_spirit_puma\0	a,thermal_buffalo\0	a,LineageMonster2.buffalo\0
21318	4092	atk01	a,s_npc_spirit_puma\0	a,thermal_antelope\0	a,LineageMonster2.antelope\0
21320	4092	atk01	a,s_npc_spirit_puma\0	a,thermal_yeti\0	a,LineageMonster.yeti_20_bi\0
21323	4092	atk01	a,s_npc_spirit_puma\0	a,thermal_grendel\0	a,LineageMonster2.bionic_bear\0
21350	4092	atk01	a,s_npc_spirit_puma\0	a,varka_silenos_grunt\0	a,LineageMonster2.barka_silenos_hunter\0
21452	4092	atk01	a,s_npc_spirit_puma\0	a,alpine_kukaburo_2_war_a1\0	a,LineageMonster2.baby_ostrich\0
21453	4092	atk01	a,s_npc_spirit_puma\0	a,alpine_kukaburo_2_wiz_a1\0	a,LineageMonster2.baby_ostrich\0
21454	4092	atk01	a,s_npc_spirit_puma\0	a,alpine_kukaburo_2_war_a2\0	a,LineageMonster2.baby_ostrich\0
21455	4092	atk01	a,s_npc_spirit_puma\0	a,alpine_kukaburo_2_wiz_a2\0	a,LineageMonster2.baby_ostrich\0
21456	4092	atk01	a,s_npc_spirit_puma\0	a,alpine_kukaburo_2_war_i1\0	a,LineageMonster2.baby_ostrich\0
21457	4092	atk01	a,s_npc_spirit_puma\0	a,alpine_kukaburo_2_wiz_i1\0	a,LineageMonster2.baby_ostrich\0
21458	4092	atk01	a,s_npc_spirit_puma\0	a,alpine_kukaburo_2_war_i2\0	a,LineageMonster2.baby_ostrich\0
21459	4092	atk01	a,s_npc_spirit_puma\0	a,alpine_kukaburo_2_wiz_i2\0	a,LineageMonster2.baby_ostrich\0
21490	4092	atk01	a,s_npc_spirit_puma\0	a,alpine_cougar_2_war_a1\0	a,LineageMonster2.baby_tiger\0
21491	4092	atk01	a,s_npc_spirit_puma\0	a,alpine_cougar_2_wiz_a1\0	a,LineageMonster2.baby_tiger\0
21492	4092	atk01	a,s_npc_spirit_puma\0	a,alpine_cougar_2_war_a2\0	a,LineageMonster2.baby_tiger\0
21493	4092	atk01	a,s_npc_spirit_puma\0	a,alpine_cougar_2_wiz_a2\0	a,LineageMonster2.baby_tiger\0
21494	4092	atk01	a,s_npc_spirit_puma\0	a,alpine_cougar_2_war_i1\0	a,LineageMonster2.baby_tiger\0
21495	4092	atk01	a,s_npc_spirit_puma\0	a,alpine_cougar_2_wiz_i1\0	a,LineageMonster2.baby_tiger\0
21496	4092	atk01	a,s_npc_spirit_puma\0	a,alpine_cougar_2_war_i2\0	a,LineageMonster2.baby_tiger\0
21497	4092	atk01	a,s_npc_spirit_puma\0	a,alpine_cougar_2_wiz_i2\0	a,LineageMonster2.baby_tiger\0
21641	4092	atk01	a,s_npc_spirit_puma\0	a,ogre_l_a\0	a,LineageMonster.ogre\0
22009	4092	atk01	a,s_npc_spirit_puma\0	a,grudge_fighter\0	a,LineageMonster.orc_shaman\0
18006	4094	atk01	a,s_npc_cancel1\0	a,malruk_lord_a\0	a,LineageMonster.death_blader\0
20214	4094	atk01	a,s_npc_cancel1\0	a,excuro\0	a,LineageMonster.mana_vampire\0
20219	4094	atk01	a,s_npc_cancel1\0	a,validus\0	a,LineageMonster.grave\0
20610	4094	atk01	a,s_npc_cancel1\0	a,flame_viewer\0	a,LineageMonster.monster_eye\0
20617	4094	atk01	a,s_npc_cancel1\0	a,water_observer\0	a,LineageMonster.magical_weaver\0
20627	4094	atk01	a,s_npc_cancel1\0	a,malruk_lord\0	a,LineageMonster.death_blader\0
20639	4094	atk01	a,s_npc_cancel1\0	a,mirror\0	a,LineageMonster.mirror\0
20658	4094	atk01	a,s_npc_cancel1\0	a,lesser_giant_elder\0	a,LineageMonster.lesser_giant_mage\0
20672	4094	atk01	a,s_npc_cancel1\0	a,trives\0	a,LineageMonster.serpent_slave\0
20797	4094	atk01	a,s_npc_cancel1\0	a,blade_stakato_drone\0	a,LineageMonster.blade_stakato_drone\0
20802	4094	atk01	a,s_npc_cancel1\0	a,theeder_mage\0	a,LineageMonster.theeder\0
20810	4094	atk01	a,s_npc_cancel1\0	a,seer_of_hallate\0	a,LineageMonster.field_stalker\0
20822	4094	atk01	a,s_npc_cancel1\0	a,hallates_maiden\0	a,LineageMonster.bloody_queen\0
20828	4094	atk01	a,s_npc_cancel1\0	a,platinum_tribe_shaman\0	a,LineageMonster.kel_mahum_witch_doctor\0
20847	4094	atk01	a,s_npc_cancel1\0	a,vale_master\0	a,LineageMonster.vale_master\0
20859	4094	atk01	a,s_npc_cancel1\0	a,guardian_angel_r\0	a,LineageMonster.angel\0
21003	4094	atk01	a,s_npc_cancel1\0	a,float_of_grave\0	a,LineageMonster.liviona\0
21068	4094	atk01	a,s_npc_cancel1\0	a,guardian_arch_angel_r\0	a,LineageMonster.angel\0
21165	4094	atk01	a,s_npc_cancel1\0	a,ancient_saint_vision\0	a,LineageMonster.shadeless\0
21176	4094	atk01	a,s_npc_cancel1\0	a,lilim_sorceror\0	a,LineageMonster2.lilim_wizard_10_sm\0
21179	4094	atk01	a,s_npc_cancel1\0	a,lilim_priest\0	a,LineageMonster2.lilim_wizard_10_sm\0
21182	4094	atk01	a,s_npc_cancel1\0	a,lilim_adviser\0	a,LineageMonster2.lilim_wizard_10_bi\0
21185	4094	atk01	a,s_npc_cancel1\0	a,lilim_archmage\0	a,LineageMonster2.lilim_wizard_10_bi\0
21197	4094	atk01	a,s_npc_cancel1\0	a,nephilim_priest\0	a,LineageMonster2.nephilim_priest_10_sm\0
21200	4094	atk01	a,s_npc_cancel1\0	a,nephilim_bishop\0	a,LineageMonster2.nephilim_priest_10_sm\0
21203	4094	atk01	a,s_npc_cancel1\0	a,nephilim_highpriest\0	a,LineageMonster2.nephilim_priest_10_bi\0
21206	4094	atk01	a,s_npc_cancel1\0	a,nephilim_cardinal\0	a,LineageMonster2.nephilim_priest_10_bi\0
21301	4094	atk01	a,s_npc_cancel1\0	a,eye_of_nightmare\0	a,LineageMonster.field_stalker\0
21302	4094	atk01	a,s_npc_cancel1\0	a,watching_eye\0	a,LineageMonster2.parasitic_eye\0
21522	4094	atk01	a,s_npc_cancel1\0	a,brilliant_claw_1\0	a,LineageMonster.dark_fencer\0
21528	4094	atk01	a,s_npc_cancel1\0	a,brilliant_wrath_1\0	a,LineageMonster.dark_fencer\0
21534	4094	atk01	a,s_npc_cancel1\0	a,brilliant_will_1\0	a,LineageMonster.dark_fencer\0
21538	4094	atk01	a,s_npc_cancel1\0	a,brilliant_fang_1\0	a,LineageMonster.dark_fencer\0
21635	4094	atk01	a,s_npc_cancel1\0	a,vale_master_1\0	a,LineageMonster.vale_master\0
21636	4094	atk01	a,s_npc_cancel1\0	a,vale_master_2\0	a,LineageMonster.vale_master\0
21637	4094	atk01	a,s_npc_cancel1\0	a,crimson_vale_master\0	a,LineageMonster.vale_master_20_bi\0
20642	4096	atk01	a,s_npc_hawk_eye1\0	a,harit_lizardman_archer\0	a,LineageMonster.zenta_lizardman_scout\0
20757	4096	atk01	a,s_npc_hawk_eye1\0	a,talakin_raider\0	a,LineageMonster.ol_mahum\0
21314	4096	atk01	a,s_npc_hawk_eye1\0	a,thermal_bandersnatchling\0	a,LineageMonster2.bandersnatch\0
21317	4096	atk01	a,s_npc_hawk_eye1\0	a,thermal_atroxspawn\0	a,LineageMonster2.kailiharim\0
21321	4096	atk01	a,s_npc_hawk_eye1\0	a,thermal_atrox\0	a,LineageMonster2.kailiharim\0
20762	4097	atk01	a,s_npc_life_chant1\0	a,pytan_knight\0	a,LineageMonster.death_blader\0
20943	4097	atk01	a,s_npc_life_chant1\0	a,nightmare_keeper\0	a,LineageMonster.harpy\0
20988	4097	atk01	a,s_npc_life_chant1\0	a,saitnn_puppet\0	a,LineageMonster.doll_blader\0
20990	4097	atk01	a,s_npc_life_chant1\0	a,pageos\0	a,LineageMonster.marsh_stakato_soldier\0
21059	4097	atk01	a,s_npc_life_chant1\0	a,beast_gaurdian\0	a,LineageMonster.onyx_beast\0
21543	4097	atk01	a,s_npc_life_chant1\0	a,prophets_servitor\0	a,LineageMonster.kel_mahum\0
21546	4097	atk01	a,s_npc_life_chant1\0	a,judge_of_light\0	a,LineageMonster.kel_mahum\0
18006	4098	atk01	a,s_npc_silence1\0	a,malruk_lord_a\0	a,LineageMonster.death_blader\0
20220	4098	atk01	a,s_npc_silence1\0	a,dicor\0	a,LineageMonster.mandragora_b\0
20222	4098	atk01	a,s_npc_silence1\0	a,torfe\0	a,LineageMonster.grave\0
20611	4098	atk01	a,s_npc_silence1\0	a,dre_vanul_konfil\0	a,LineageMonster.dre_vanul\0
20671	4098	atk01	a,s_npc_silence1\0	a,kadios\0	a,LineageMonster.devastator\0
20796	4098	atk01	a,s_npc_silence1\0	a,blade_stakato_soldier\0	a,LineageMonster.blade_stakato_soldier\0
20809	4098	atk01	a,s_npc_silence1\0	a,ghost_of_tower\0	a,LineageMonster.human_ghost\0
21025	4098	atk01	a,s_npc_silence1\0	a,giggleing_wind\0	a,LineageMonster.sylph\0
21060	4098	atk01	a,s_npc_silence1\0	a,beast_seer\0	a,LineageMonster.field_stalker\0
21063	4098	atk01	a,s_npc_silence1\0	a,messenger_angel_r\0	a,LineageMonster.angel\0
21083	4098	atk01	a,s_npc_silence1\0	a,amon_spirits\0	a,LineageMonster.pixy\0
21092	4098	atk01	a,s_npc_silence1\0	a,bloody_mage\0	a,LineageMonster.banshee\0
21355	4098	atk01	a,s_npc_silence1\0	a,varka_silenos_shaman\0	a,LineageMonster2.barka_silenos_shaman\0
21375	4098	atk01	a,s_npc_silence1\0	a,soothsayers_apostle\0	a,LineageMonster2.barka_silenos_priest\0
21425	4098	atk01	a,s_npc_silence1\0	a,ashikenas_a\0	a,LineageMonster2.ashuras\0
21558	4098	atk01	a,s_npc_silence1\0	a,bone_snatcher_a\0	a,LineageMonster2.black_magician\0
21560	4098	atk01	a,s_npc_silence1\0	a,bone_shaper\0	a,LineageMonster2.black_magician\0
21566	4098	atk01	a,s_npc_silence1\0	a,skull_animator\0	a,LineageMonster2.black_magician\0
21581	4098	atk01	a,s_npc_silence1\0	a,bone_puppeteer\0	a,LineageMonster2.black_magician\0
21584	4098	atk01	a,s_npc_silence1\0	a,bone_scavenger_a\0	a,LineageMonster2.black_magician\0
20682	4099	atk01	a,s_npc_berserker1\0	a,vanor_silenos_grunt\0	a,LineageMonster.heltor_silenos\0
20769	4099	atk01	a,s_npc_berserker1\0	a,timak_orc_troop_warrior\0	a,LineageMonster.batur_orc_warrior\0
20793	4099	atk01	a,s_npc_berserker1\0	a,nos\0	a,LineageMonster.nos\0
20942	4099	atk01	a,s_npc_berserker1\0	a,nightmare_guide\0	a,LineageMonster.harpy\0
20945	4099	atk01	a,s_npc_berserker1\0	a,cadeine\0	a,LineageMonster.hobgoblin\0
20958	4099	atk01	a,s_npc_berserker1\0	a,blade_death\0	a,LineageMonster.death_blader\0
20960	4099	atk01	a,s_npc_berserker1\0	a,bloody_ghost\0	a,LineageMonster.succubus\0
20976	4099	atk01	a,s_npc_berserker1\0	a,spite_soul_fighter\0	a,LineageMonster.human_ghost_50_bi\0
20979	4099	atk01	a,s_npc_berserker1\0	a,elmoradens_maid\0	a,LineageMonster.doll_blader\0
21209	4099	atk01	a,s_npc_berserker1\0	a,martyrium_seer\0	a,LineageMonster.binding\0
21213	4099	atk01	a,s_npc_berserker1\0	a,martyrium_monk\0	a,LineageMonster.binding_20_bi\0
21217	4099	atk01	a,s_npc_berserker1\0	a,martyrium_priest\0	a,LineageMonster.banshee_20_bi\0
21221	4099	atk01	a,s_npc_berserker1\0	a,mausoleum_inquisitor\0	a,LineageMonster.banshee_30_bi\0
21225	4099	atk01	a,s_npc_berserker1\0	a,mausoleum_sage\0	a,LineageMonster.vale_master_10_bi\0
21229	4099	atk01	a,s_npc_berserker1\0	a,mausoleum_oracle\0	a,LineageMonster.vale_master_30_bi\0
21233	4099	atk01	a,s_npc_berserker1\0	a,barrow_seer\0	a,LineageMonster.binding\0
21237	4099	atk01	a,s_npc_berserker1\0	a,barrow_monk\0	a,LineageMonster.binding_20_bi\0
21241	4099	atk01	a,s_npc_berserker1\0	a,barrow_priest\0	a,LineageMonster.banshee_20_bi\0
21245	4099	atk01	a,s_npc_berserker1\0	a,crypt_inquisitor\0	a,LineageMonster.banshee_30_bi\0
21249	4099	atk01	a,s_npc_berserker1\0	a,crypt_sage\0	a,LineageMonster.vale_master_10_bi\0
21253	4099	atk01	a,s_npc_berserker1\0	a,crypt_oracle\0	a,LineageMonster.vale_master_30_bi\0
21316	4099	atk01	a,s_npc_berserker1\0	a,thermal_flava\0	a,LineageMonster2.flava\0
21319	4099	atk01	a,s_npc_berserker1\0	a,thermal_nepenthes\0	a,LineageMonster2.nephenthes\0
21322	4099	atk01	a,s_npc_berserker1\0	a,thermal_bandersnatch\0	a,LineageMonster2.bandersnatch\0
21324	4099	atk01	a,s_npc_berserker1\0	a,ketra_orc_footman\0	a,LineageMonster.ketra_orc\0
21335	4099	atk01	a,s_npc_berserker1\0	a,ketra_orc_elite\0	a,LineageMonster.ketra_orc\0
21361	4099	atk01	a,s_npc_berserker1\0	a,varka_silenos_mage\0	a,LineageMonster2.barka_silenos_mage_20_bi\0
21471	4099	atk01	a,s_npc_berserker1\0	a,alpine_buffalo_2_war_a1\0	a,LineageMonster2.baby_buffalo\0
