name	floats_1[0]	floats_1[1]	floats_1[2]	ints_1[0]	ints_1[1]	ints_1[2]	floats_2[0]	floats_2[1]	floats_2[2]	ints_2[0]	ints_2[1]	ints_2[2]	floats_3[0]	floats_3[1]	floats_3[2]	ints_3[0]	ints_3[1]	ints_3[2]	floats_4[0]	floats_4[1]	floats_4[2]	ints_4[0]	ints_4[1]	ints_4[2]	floats_5[0]	floats_5[1]	floats_5[2]	ints_5[0]	ints_5[1]	ints_5[2]	floats_6[0]	floats_6[1]	floats_6[2]	ints_6[0]	ints_6[1]	ints_6[2]	floats_7[0]	floats_7[1]	floats_7[2]	ints_7[0]	ints_7[1]	ints_7[2]	floats_8[0]	floats_8[1]	floats_8[2]	ints_8[0]	ints_8[1]	ints_8[2]	floats_9[0]	floats_9[1]	floats_9[2]	ints_9[0]	ints_9[1]	ints_9[2]	floats_A[0]	floats_A[1]	floats_A[2]	ints_A[0]	ints_A[1]	ints_A[2]	floats_B[0]	floats_B[1]	floats_B[2]	ints_B[0]	ints_B[1]	ints_B[2]	floats_C[0]	floats_C[1]	floats_C[2]	ints_C[0]	ints_C[1]	ints_C[2]	floats_D[0]	floats_D[1]	floats_D[2]	ints_D[0]	ints_D[1]	ints_D[2]	floats_E[0]	floats_E[1]	floats_E[2]	ints_E[0]	ints_E[1]	ints_E[2]	floats_F[0]	floats_F[1]	floats_F[2]	ints_F[0]	ints_F[1]	ints_F[2]
LineageAccessory.Fdarkelf_cat_ear_m000_a	3.40000010	-0.60000002	0.00000000	16384	31500	0	3.29999995	-1.00000000	0.00000000	16384	31000	0	3.40000010	-1.00000000	0.00000000	16384	31000	0	3.29999995	-1.00000000	0.00000000	16384	31000	0	3.29999995	-0.69999999	0.00000000	16384	31000	0	3.40000010	-0.80000001	0.00000000	16384	31000	0	3.29999995	-0.60000002	0.00000000	16384	31000	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0
LineageAccessory.Mdarkelf_cat_ear_m000_a	4.00000000	-0.69999999	0.00000000	16384	32000	0	4.19999981	-0.89999998	0.00000000	16384	31500	0	3.90000010	-0.89999998	0.00000000	16384	31500	0	3.90000010	-1.10000002	0.00000000	16384	31500	0	3.90000010	-0.89999998	0.00000000	16384	31500	0	0.00000000	0.00000000	0.00000000	16384	32768	0	0.00000000	0.00000000	0.00000000	16384	32768	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0
LineageAccessory.Mmagic_cat_ear_m000_a	4.00000000	-0.69999999	0.00000000	16384	32768	0	4.30000019	-0.89999998	0.00000000	16384	32000	0	4.00000000	-0.89999998	0.00000000	16384	32768	0	4.09999990	-0.69999999	0.00000000	16384	32768	0	4.19999981	-0.69999999	0.00000000	16384	31500	0	0.00000000	0.00000000	0.00000000	16384	32768	0	0.00000000	0.00000000	0.00000000	16384	32768	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0
LineageAccessory.Fmagic_cat_ear_m000_a	3.40000010	-0.60000002	0.00000000	16384	32768	0	3.50000000	-0.30000001	0.00000000	16384	31500	0	3.29999995	-0.60000002	0.00000000	16384	32000	0	3.40000010	-0.69999999	0.00000000	16384	31500	0	3.40000010	-0.80000001	0.00000000	16384	31500	0	3.40000010	-0.30000001	0.00000000	16384	32000	0	3.50000000	-0.60000002	0.00000000	16384	32000	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0
LineageAccessory.Fdwarf_rabbit_ear_m000_a	5.69999981	-2.29999995	0.00000000	16384	30000	0	5.80000019	-2.29999995	0.00000000	16384	32768	0	5.80000019	-2.29999995	0.00000000	16384	32768	0	5.80000019	-2.29999995	0.00000000	16384	32768	0	5.80000019	-2.29999995	0.00000000	16384	32768	0	5.80000019	-2.29999995	0.00000000	16384	32768	0	5.80000019	-2.29999995	0.00000000	16384	32768	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0
LineageAccessory.Mdwarf_rabbit_ear_m000_a	7.40000010	0.30000001	0.00000000	16384	32768	0	7.40000010	-0.20000000	0.00000000	16384	32768	0	7.40000010	-0.20000000	0.00000000	16384	32768	0	7.80000019	-0.20000000	0.00000000	16384	32768	0	7.80000019	-1.00000000	0.00000000	16384	31000	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0
LineageAccessory.Felf_rabbit_ear_m000_a	5.90000010	-1.00000000	0.00000000	16384	32768	0	5.90000010	-1.00000000	0.00000000	16384	32768	0	5.90000010	-1.00000000	0.00000000	16384	32768	0	5.90000010	-1.00000000	0.00000000	16384	32768	0	5.90000010	-1.00000000	0.00000000	16384	32768	0	5.90000010	-1.00000000	0.00000000	16384	32768	0	5.90000010	-1.00000000	0.00000000	16384	32768	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0
LineageAccessory.Melf_rabbit_ear_m000_a	6.00000000	-1.50000000	0.00000000	16384	32768	0	6.30000019	-1.50000000	0.00000000	16384	32000	0	6.30000019	-1.79999995	0.00000000	16384	32000	0	6.30000019	-1.79999995	0.00000000	16384	32000	0	6.19999981	-1.79999995	0.00000000	16384	32000	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0
LineageAccessory.Morc_rabbit_ear_m000_a	6.50000000	-1.00000000	0.00000000	16384	32768	0	5.69999981	-1.00000000	0.00000000	16384	32768	0	5.80000019	-1.00000000	0.00000000	16384	32768	0	6.00000000	-1.50000000	0.00000000	16384	32768	0	5.80000019	-1.50000000	0.00000000	16384	32768	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0
LineageAccessory.Forc_rabbit_ear_m000_a	6.30000019	-0.50000000	0.00000000	16384	32768	0	6.30000019	-0.40000001	0.00000000	16384	32768	0	6.40000010	-0.40000001	0.00000000	16384	32768	0	6.69999981	-0.40000001	0.00000000	16384	32768	0	6.30000019	-0.40000001	0.00000000	16384	32768	0	6.30000019	-0.40000001	0.00000000	16384	32768	0	6.59999990	-0.40000001	0.00000000	16384	32768	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0
LineageAccessory.Mshaman_rabbit_ear_m000_a	7.00000000	-1.00000000	0.00000000	16384	32768	0	7.00000000	-1.00000000	0.00000000	16384	32768	0	7.00000000	-1.00000000	0.00000000	16384	32768	0	7.00000000	-1.00000000	0.00000000	16384	32768	0	7.00000000	-1.00000000	0.00000000	16384	32768	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0
LineageAccessory.Fshaman_rabbit_ear_m000_a	5.90000010	-0.60000002	0.00000000	16384	32768	0	6.00000000	-0.60000002	0.00000000	16384	32768	0	6.00000000	-0.60000002	0.00000000	16384	32768	0	6.00000000	-0.60000002	0.00000000	16384	32768	0	6.09999990	-0.30000001	0.00000000	16384	32768	0	6.09999990	-0.50000000	0.00000000	16384	32768	0	6.09999990	-0.50000000	0.00000000	16384	32768	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0
LineageAccessory.Ffighter_rabbit_ear_m000_a	6.30000019	-1.50000000	0.00000000	16384	32000	0	6.30000019	-1.39999998	0.00000000	16384	32000	0	6.30000019	-1.39999998	0.00000000	16384	32768	0	6.30000019	-1.39999998	0.00000000	16384	32000	0	6.30000019	-1.39999998	0.00000000	16384	32000	0	6.00000000	-1.39999998	0.00000000	16384	32000	0	5.90000010	-1.20000005	0.00000000	16384	32000	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0
LineageAccessory.Mfighter_rabbit_ear_m000_a	6.19999981	-1.10000002	0.00000000	16384	32768	0	6.19999981	-1.10000002	0.00000000	16384	32768	0	6.30000019	-1.10000002	0.00000000	16384	32768	0	6.30000019	-1.10000002	0.00000000	16384	32768	0	6.09999990	-1.10000002	0.00000000	16384	32768	0	0.00000000	0.00000000	0.00000000	16384	32768	0	0.00000000	0.00000000	0.00000000	16384	32768	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0
LineageAccessory.Fdarkelf_rabbit_ear_m000_a	5.50000000	-0.89999998	0.00000000	16384	32768	0	5.59999990	-0.89999998	0.00000000	16384	32768	0	5.59999990	-0.89999998	0.00000000	16384	32768	0	5.69999981	-0.89999998	0.00000000	16384	32768	0	5.69999981	-0.89999998	0.00000000	16384	32768	0	5.69999981	-0.89999998	0.00000000	16384	32768	0	5.59999990	-0.89999998	0.00000000	16384	32768	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0
LineageAccessory.Mdarkelf_rabbit_ear_m000_a	5.90000010	-0.89999998	0.00000000	16384	32768	0	6.09999990	-0.89999998	0.00000000	16384	32768	0	5.90000010	-0.89999998	0.00000000	16384	32768	0	5.90000010	-1.00000000	0.00000000	16384	32768	0	5.90000010	-1.00000000	0.00000000	16384	32768	0	0.00000000	0.00000000	0.00000000	16384	32768	0	0.00000000	0.00000000	0.00000000	16384	32768	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0
LineageAccessory.Mmagic_rabbit_ear_m000_a	6.00000000	-1.00000000	0.00000000	16384	32768	0	6.19999981	-1.00000000	0.00000000	16384	32768	0	6.09999990	-1.00000000	0.00000000	16384	32768	0	6.19999981	-1.00000000	0.00000000	16384	32768	0	6.19999981	-1.00000000	0.00000000	16384	32768	0	0.00000000	0.00000000	0.00000000	16384	32768	0	0.00000000	0.00000000	0.00000000	16384	32768	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0
LineageAccessory.Fmagic_rabbit_ear_m000_a	5.59999990	-1.00000000	0.00000000	16384	32768	0	5.50000000	-0.80000001	0.00000000	16384	32768	0	5.50000000	-1.00000000	0.00000000	16384	32768	0	5.50000000	-0.89999998	0.00000000	16384	32768	0	5.50000000	-1.10000002	0.00000000	16384	32768	0	5.50000000	-0.80000001	0.00000000	16384	32768	0	5.50000000	-0.89999998	0.00000000	16384	32768	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0
LineageAccessory.Fdwarf_noblesse_tiara_m000_a	3.09999990	-2.00000000	0.00000000	16384	32768	0	3.09999990	-2.00000000	0.00000000	16384	32768	0	3.09999990	-2.00000000	0.00000000	16384	32768	0	3.09999990	-2.20000005	0.00000000	16384	32768	0	3.09999990	-2.20000005	0.00000000	16384	32768	0	3.09999990	-2.09999990	0.00000000	16384	32768	0	3.09999990	-1.79999995	0.00000000	16384	32768	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0
LineageAccessory.Mdwarf_noblesse_tiara_m000_a	5.19999981	-1.00000000	0.00000000	16384	32768	0	5.19999981	-1.00000000	0.00000000	16384	32768	0	5.19999981	-1.00000000	0.00000000	16384	32768	0	5.19999981	-1.00000000	0.00000000	16384	32768	0	5.19999981	-1.00000000	0.00000000	16384	32768	0	5.19999981	-1.00000000	0.00000000	16384	32768	0	5.19999981	-1.00000000	0.00000000	16384	32768	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0
LineageAccessory.Felf_noblesse_tiara_m000_a	3.20000005	-1.39999998	0.00000000	16384	32768	0	3.20000005	-1.29999995	0.00000000	16384	32768	0	3.20000005	-1.29999995	0.00000000	16384	32768	0	3.20000005	-1.35000002	0.00000000	16384	32768	0	3.20000005	-1.79999995	0.00000000	16384	32768	0	3.20000005	-1.59000003	0.00000000	16384	32768	0	3.20000005	-1.39999998	0.00000000	16384	32768	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0
LineageAccessory.Melf_noblesse_tiara_m000_a	3.29999995	-1.89999998	0.00000000	16384	32768	0	3.29999995	-2.00000000	0.00000000	16384	32768	0	3.29999995	-2.20000005	0.00000000	16384	32768	0	3.29999995	-1.89999998	0.00000000	16384	32768	0	3.29999995	-1.70000005	0.00000000	16384	32768	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0
LineageAccessory.Morc_noblesse_tiara_m000_a	2.90000010	-2.40000010	0.00000000	16384	35000	0	2.90000010	-2.29999995	0.00000000	16384	35000	0	2.90000010	-2.29999995	0.00000000	16384	35000	0	2.90000010	-2.29999995	0.00000000	16384	35000	0	2.90000010	-2.29999995	0.00000000	16384	35000	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0
LineageAccessory.Forc_noblesse_tiara_m000_a	3.40000010	-1.20000005	0.00000000	16384	36500	0	3.40000010	-1.20000005	0.00000000	16384	36500	0	3.40000010	-1.20000005	0.00000000	16384	36500	0	3.40000010	-1.20000005	0.00000000	16384	36500	0	3.40000010	-1.20000005	0.00000000	16384	36500	0	3.40000010	-1.20000005	0.00000000	16384	36500	0	3.40000010	-1.20000005	0.00000000	16384	36500	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0
LineageAccessory.Mshaman_noblesse_tiara_m000_a	4.09999990	-2.00000000	0.00000000	16384	36500	0	4.09999990	-2.00000000	0.00000000	16384	36500	0	4.09999990	-2.00000000	0.00000000	16384	36500	0	4.09999990	-2.00000000	0.00000000	16384	36500	0	4.09999990	-2.00000000	0.00000000	16384	36500	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0
LineageAccessory.Fshaman_noblesse_tiara_m000_a	3.25000000	-1.35000002	0.00000000	16384	36000	0	3.25000000	-1.35000002	0.00000000	16384	36000	0	3.25000000	-1.35000002	0.00000000	16384	36000	0	3.25000000	-1.35000002	0.00000000	16384	36000	0	3.25000000	-1.35000002	0.00000000	16384	36000	0	3.25000000	-1.35000002	0.00000000	16384	36000	0	3.25000000	-1.35000002	0.00000000	16384	36000	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0
LineageAccessory.Ffighter_noblesse_tiara_m000_a	3.50000000	-1.89999998	0.00000000	16384	36000	0	3.50000000	-1.89999998	0.00000000	16384	34000	0	3.50000000	-1.70000005	0.00000000	16384	34000	0	3.50000000	-1.89999998	0.00000000	16384	33000	0	3.50000000	-1.50000000	0.00000000	16384	33000	0	3.50000000	-1.79999995	0.00000000	16384	35000	0	3.40000010	-1.29999995	0.00000000	16384	35000	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0
LineageAccessory.Mfighter_noblesse_tiara_m000_a	3.09999990	-2.09999990	0.00000000	16384	32768	0	3.04999995	-1.70000005	0.00000000	16384	34000	0	3.00000000	-2.09999990	0.00000000	16384	34000	0	3.00000000	-1.70000005	0.00000000	16384	34000	0	3.00000000	-1.85000002	0.00000000	16384	34000	0	0.00000000	0.00000000	0.00000000	16384	32768	0	0.00000000	0.00000000	0.00000000	16384	32768	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0
LineageAccessory.Fdarkelf_noblesse_tiara_m000_a	2.59999990	-1.50000000	0.00000000	16384	33500	0	2.54999995	-1.79999995	0.00000000	16384	33500	0	2.54999995	-1.70000005	0.00000000	16384	33500	0	2.54999995	-1.60000002	0.00000000	16384	33500	0	2.54999995	-1.60000002	0.00000000	16384	33500	0	2.54999995	-1.60000002	0.00000000	16384	33500	0	2.54999995	-1.39999998	0.00000000	16384	33500	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0
LineageAccessory.Mdarkelf_noblesse_tiara_m000_a	3.09999990	-1.50000000	0.00000000	16384	34000	0	3.09999990	-1.50000000	0.00000000	16384	34000	0	3.09999990	-1.50000000	0.00000000	16384	34000	0	3.04999995	-1.89999998	0.00000000	16384	34000	0	3.04999995	-1.70000005	0.00000000	16384	34000	0	0.00000000	0.00000000	0.00000000	16384	32768	0	0.00000000	0.00000000	0.00000000	16384	32768	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0
LineageAccessory.Mmagic_noblesse_tiara_m000_a	3.50000000	-1.79999995	0.00000000	16384	33500	0	3.47000003	-1.85000002	0.00000000	16384	33000	0	3.47000003	-1.79999995	0.00000000	16384	33000	0	3.47000003	-2.09999990	0.00000000	16384	33500	0	3.47000003	-1.50000000	0.00000000	16384	33500	0	0.00000000	0.00000000	0.00000000	16384	32768	0	0.00000000	0.00000000	0.00000000	16384	32768	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0
LineageAccessory.Fmagic_noblesse_tiara_m000_a	2.90000010	-1.50000000	0.00000000	16384	32768	0	2.84999990	-1.39999998	0.00000000	16384	33500	0	2.84999990	-1.70000005	0.00000000	16384	33500	0	2.84999990	-1.70000005	0.00000000	16384	33500	0	2.84999990	-1.70000005	0.00000000	16384	33500	0	2.84999990	-1.39999998	0.00000000	16384	33500	0	2.84999990	-1.50000000	0.00000000	16384	33500	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0	0.00000000	0.00000000	0.00000000	0	0	0
