id	UNK_0	message	group	rgba[0]	rgba[1]	rgba[2]	rgba[3]	item_sound	sys_msg_ref	UNK_1[0]	UNK_1[1]	UNK_1[2]	UNK_1[3]	UNK_1[4]	sub_msg	type
538	1	a,Your SP has decreased by $s1.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
539	1	a,Your Experience has decreased by $s1.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
540	1	a,Clan leaders may not be deleted. Dissolve the clan first and try again.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
541	1	a,You may not delete a clan member. Withdraw from the clan first and try again.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
542	1	a,The NPC server is currently down.  Pets and servitors cannot be summoned at this time.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
543	1	a,You already have a pet.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
544	1	a,Your pet cannot carry this item.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
545	1	a,Your pet cannot carry any more items. Remove some, then try again.\0	0	79	9B	B0	FF	a,ItemSound3.sys_shortage\0	a,	0	0	0	0	0	a,	a,none\0
546	1	a,Unable to place item, your pet is too encumbered.\0	0	79	9B	B0	FF	a,ItemSound3.sys_shortage\0	a,	0	0	0	0	0	a,	a,none\0
547	1	u,Summoning your pet…\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
548	1	a,Your pet's name can be up to 8 characters in length.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
549	1	a,To create an alliance, your clan must be Level 5 or higher.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
550	1	a,You may not create an alliance during the term of dissolution postponement.\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
551	1	a,You cannot raise your clan level during the term of dispersion postponement.\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
552	1	a,During the grace period for dissolving a clan, the registration or deletion of a clan's crest is not allowed.\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
553	1	a,The opposing clan has applied for dispersion.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
554	1	a,You cannot disperse the clans in your alliance.\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
555	1	a,You cannot move - you are too encumbered.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
556	1	a,You cannot move in this state.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
557	1	a,Your pet has been summoned and may not be destroyed.\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
558	1	a,Your pet has been summoned and cannot be let go.\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
559	1	a,You have purchased $s2 from $s1.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
560	1	a,You have purchased +$s2 $s3 from $s1.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
561	1	a,You have purchased $s3 $s2(s) from $s1.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
562	1	a,You may not crystallize this item. Your crystallization skill level is too low.\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
563	1	a,Failed to disable attack target.\0	0	79	9B	B0	FF	a,ItemSound3.sys_shortage\0	a,	0	0	0	0	0	a,	a,none\0
564	1	a,Failed to change attack target.\0	0	79	9B	B0	FF	a,ItemSound3.sys_shortage\0	a,	0	0	0	0	0	a,	a,none\0
565	1	a,Not enough luck.\0	0	79	9B	B0	FF	a,ItemSound3.sys_shortage\0	a,	0	0	0	0	0	a,	a,none\0
566	1	a,Your confusion spell failed.\0	0	79	9B	B0	FF	a,ItemSound3.sys_shortage\0	a,	0	0	0	0	0	a,	a,none\0
567	1	a,Your fear spell failed.\0	0	79	9B	B0	FF	a,ItemSound3.sys_shortage\0	a,	0	0	0	0	0	a,	a,none\0
568	1	a,Cubic Summoning failed.\0	0	79	9B	B0	FF	a,ItemSound3.sys_shortage\0	a,	0	0	0	0	0	a,	a,none\0
569	1	a,Caution -- this item's price greatly differs from non-player run shops. Do you wish to continue?\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
570	1	a,How many  $s1(s) do you want to purchase?\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
571	1	a,How many  $s1(s) do you want to purchase?\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
572	1	a,Do you wish to join $s1's party? (Item distribution: Finders Keepers)\0	0	79	9B	B0	FF	a,ItemSound3.sys_party_invite\0	a,	0	0	0	0	0	a,	a,none\0
573	1	a,Do you wish to join $s1's party? (Item distribution: Random)\0	0	79	9B	B0	FF	a,ItemSound3.sys_party_invite\0	a,	0	0	0	0	0	a,	a,none\0
574	1	a,Pets and Servitors are not available at this time.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
575	1	a,How much adena do you wish to transfer to your pet?\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
576	1	a,How much do you wish to transfer?\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
577	1	a,You cannot summon during a trade or while using the private shops.\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
578	1	a,You cannot summon during combat.\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
579	1	a,A pet cannot be sent back during battle.\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
580	1	a,You may not use multiple pets or servitors at the same time.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
581	1	a,There is a space in the name.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
582	1	a,Inappropriate character name.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
583	1	a,Name includes forbidden words.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
584	1	a,This is already in use by another pet.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
585	1	a,Please decide on the price.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
586	1	a,Pet items cannot be registered as shortcuts.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
587	1	a,Irregular system speed.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
588	1	a,Your pet's inventory is full.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
589	1	a,A dead pet cannot be sent back.\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
590	1	a,Your pet is motionless and any attempt you make to give it something goes unrecognized.\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
591	1	a,An invalid character is included in the pet's name.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
592	1	a,Do you wish to dismiss your pet? Dismissing your pet will cause the pet necklace to disappear.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
593	1	a,Starving, grumpy and fed up, your pet has left.\0	0	A0	D7	FE	FF	a,	a,	0	0	0	0	0	a,	a,none\0
594	1	a,You may not restore a hungry pet.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
595	1	a,Your pet is very hungry.\0	0	A0	D7	FE	FF	a,	a,	0	0	0	0	0	a,	a,none\0
596	1	a,Your pet ate a little, but is still hungry.\0	0	A0	D7	FE	FF	a,	a,	0	0	0	0	0	a,	a,none\0
597	1	a,Your pet is very hungry. Please be careful.\0	0	A0	D7	FE	FF	a,	a,	0	0	0	0	0	a,	a,none\0
598	1	a,You may not chat while you are invisible.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
599	1	a,The GM has an imprtant notice. Chat has been temporarily disabled.\0	0	79	9B	B0	FF	a,ItemSound3.sys_broadcast\0	a,599\0	0	0	0	0	0	a,	a,none\0
600	1	a,You may not equip a pet item.\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
601	1	a,There are $S1 petitions currently on the waiting list.\0	6	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,petition\0
602	1	a,The petition system is currently unavailable. Please try again later.\0	6	79	9B	B0	FF	a,	a,602\0	0	0	0	0	0	a,	a,petition\0
603	1	a,That item cannot be discarded or exchanged.\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
604	1	a,You may not call forth a pet or summoned creature from this location.\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
605	1	a,You may register up to 64 people on your list.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
606	1	a,You cannot be registered because the other person has already registered 64 people on his/her list.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
607	1	a,You do not have any further skills to learn.  Come back when you have reached Level $s1.\0	4	79	9B	B0	FF	a,ItemSound3.sys_shortage\0	a,	0	0	0	0	0	a,	a,popup\0
608	1	a,$s1 has obtained $s3 $s2  by using Sweeper.\0	0	0	FF	FF	FF	a,	a,	0	0	0	0	0	a,	a,none\0
609	1	a,$s1 has obtained $s2 by using Sweeper.\0	0	0	FF	FF	FF	a,	a,	0	0	0	0	0	a,	a,none\0
610	1	a,Your skill has been canceled due to lack of HP.\0	0	79	9B	B0	FF	a,ItemSound3.sys_shortage\0	a,	0	0	0	0	0	a,	a,none\0
611	1	a,You have succeeded in Confusing the enemy.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
612	1	a,The Spoil condition has been activated.\0	0	79	9B	B0	FF	a,ItemSound3.sys_spoil_success\0	a,	0	0	0	0	0	a,	a,none\0
613	1	a,======<Ignore List>======\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
614	1	a,$s1 $s2\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
615	1	a,You have failed to register the user to your Ignore List.\0	0	79	9B	B0	FF	a,ItemSound3.sys_failed\0	a,	0	0	0	0	0	a,	a,none\0
616	1	a,You have failed to delete the character.\0	0	79	9B	B0	FF	a,ItemSound3.sys_failed\0	a,	0	0	0	0	0	a,	a,none\0
617	1	a,$s1 has been added to your Ignore List.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
618	1	a,$s1 has been removed from your Ignore List.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
619	1	a,$s1  has placed you on his/her Ignore List.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
620	1	a,$s1  has placed you on his/her Ignore List.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
621	1	a,This server is reserved for players in Korea.  To play Lineage II, please connect to the server in your region.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
622	1	a,You may not make a declaration of war during an alliance battle.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
623	1	a,Your opponent has exceeded the number of simultaneous alliance battles allowed.\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
624	1	a,$s1 Clan leader is not currently connected to the game server.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
625	1	a,Your request for Alliance Battle truce has been denied.\0	0	79	9B	B0	FF	a,ItemSound3.sys_denial\0	a,	0	0	0	0	0	a,	a,none\0
626	1	a,The $s1 clan did not respond: war proclamation has been refused.\0	0	79	9B	B0	FF	a,ItemSound3.sys_denial\0	a,	0	0	0	0	0	a,	a,none\0
627	1	a,Clan battle has been refused because you did not respond to $s1 clan's war proclamation.\0	0	79	9B	B0	FF	a,ItemSound3.sys_denial\0	a,	0	0	0	0	0	a,	a,none\0
628	1	a,You have already been at war with the $s1 clan: 5 days must pass before you can declare war again.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
629	1	a,Your opponent has exceeded the number of simultaneous alliance battles allowed.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
630	1	a,War with the $s1 clan has begun.\0	4	79	9B	B0	FF	a,	a,630\0	0	0	0	0	0	a,	a,popup\0
631	1	a,War with the $s1 clan is over.\0	4	79	9B	B0	FF	a,	a,631\0	0	0	0	0	0	a,	a,popup\0
632	1	a,You have won the war over the $s1 clan!\0	4	79	9B	B0	FF	a,	a,632\0	0	0	0	0	0	a,	a,popup\0
633	1	a,You have surrendered to the $s1 clan.\0	4	79	9B	B0	FF	a,	a,633\0	0	0	0	0	0	a,	a,popup\0
634	1	a,Your alliance leader has been slain. You have been defeated by the $s1 clan.\0	4	79	9B	B0	FF	a,	a,634\0	0	0	0	0	0	a,	a,popup\0
635	1	a,The time limit for the clan war has been exceeded. War with the $s1 clan is over.\0	4	79	9B	B0	FF	a,	a,635\0	0	0	0	0	0	a,	a,popup\0
636	1	a,You are not involved in a clan war.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
637	1	a,A clan ally has registered itself to the opponent.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
638	1	a,You have already requested a Siege Battle.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
639	1	a,Your application has been denied because you have already submitted a request for another Siege Battle.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
640	1	a,You have failed to refuse castle defense aid.\0	5	79	9B	B0	FF	a,ItemSound3.sys_failed\0	a,	0	0	0	0	0	a,	a,error\0
641	1	a,You have failed to approve castle defense aid.\0	5	79	9B	B0	FF	a,ItemSound3.sys_failed\0	a,	0	0	0	0	0	a,	a,error\0
642	1	a,You are already registered to the attacker side and must cancel your registration before submitting your request.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
643	1	a,You have already registered to the defender side and must cancel your registration before submitting your request.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
644	1	a,You are not yet registered for the castle siege.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
645	1	a,Only clans of level 4 or higher may register for a castle siege.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
646	1	a,You do not have the authority to modify the castle defender list.\0	5	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,error\0
647	1	a,You do not have the authority to modify the siege time.\0	5	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,error\0
648	1	a,No more registrations may be accepted for the attacker side.\0	0	79	9B	B0	FF	a,ItemSound3.sys_shortage\0	a,	0	0	0	0	0	a,	a,none\0
649	1	a,No more registrations may be accepted for the defender side.\0	0	79	9B	B0	FF	a,ItemSound3.sys_shortage\0	a,	0	0	0	0	0	a,	a,none\0
650	1	a,You may not summon from your current location.\0	0	79	9B	B0	FF	a,ItemSound3.sys_shortage\0	a,	0	0	0	0	0	a,	a,none\0
651	1	a,Place $s1 in the current location and direction. Do you wish to continue?\0	4	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,popup\0
652	1	a,The target of the summoned monster is wrong.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
653	1	a,You do not have the authority to position mercenaries.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
654	1	a,You do not have the authority to cancel mercenary positioning.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
655	1	a,Mercenaries cannot be positioned here.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
656	1	a,This mercenary cannot be positioned anymore.\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
657	1	a,Positioning cannot be done here because the distance between mercenaries is too short.\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
658	1	a,This is not a mercenary of a castle that you own and so you cannot cancel its positioning.\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
659	1	a,This is not the time for siege registration and so registrations cannot be accepted or rejected.\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
660	1	a,This is not the time for siege registration and so registration and cancellation cannot be done.\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
661	1	a,This character cannot be spoiled.\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
662	1	a,The other player is rejecting friend invitations.\0	0	79	9B	B0	FF	a,ItemSound3.sys_denial\0	a,	0	0	0	0	0	a,	a,none\0
663	1	a,The siege time has been declared for $s. It is not possible to change the time after a siege time has been declared. Do you want to continue?\0	4	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,popup\0
664	1	a,Please choose a person to receive.\0	4	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,popup\0
665	1	a,$s2 of $s1 alliance is applying for alliance war. Do you want to accept the challenge?\0	4	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,popup\0
666	1	a,A request for ceasefire has been received from $s1 alliance. Do you agree?\0	4	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,popup\0
667	1	a,You are registering on the attacking side of the $s1 siege. Do you want to continue?\0	4	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,popup\0
668	1	a,You are registering on the defending side of the $s1 siege. Do you want to continue?\0	4	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,popup\0
669	1	a,You are canceling your application to participate in the $s1 siege battle. Do you want to continue?\0	4	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,popup\0
670	1	a,You are refusing the registration of $s1 clan on the defending side. Do you want to continue?\0	4	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,popup\0
671	1	a,You are agreeing to the registration of $s1 clan on the defending side. Do you want to continue?\0	4	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,popup\0
672	1	a,$s1 adena disappeared.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
673	1	a,Only a clan leader whose clan is of level 2 or higher is allowed to participate in a clan hall auction.\0	4	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,popup\0
674	1	a,It has not yet been seven days since canceling an auction.\0	4	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,popup\0
675	1	a,There are no clan halls up for auction.\0	4	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,popup\0
676	1	a,Since you have already submitted a bid, you are not allowed to participate in another auction at this time.\0	4	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,popup\0
677	1	a,Your bid price must be higher than the minimum price that can be bid.\0	4	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,popup\0
678	1	a,You have submitted a bid in the auction of $s1.\0	4	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,popup\0
679	1	a,You have canceled your bid.\0	4	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,popup\0
680	1	a,You cannot participate in an auction.\0	5	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,error\0
681	1	a,The clan does not own a clan hall.\0	5	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,error\0
682	1	a,You are moving to another village. Do you want to continue?\0	4	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,popup\0
683	1	a,There are no priority rights on a sweeper.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
684	1	a,You cannot position mercenaries during a siege.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
685	1	a,You cannot apply for clan war with a clan that belongs to the same alliance.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
686	1	a,You have received $s1 damage from the fire of magic.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
687	1	a,You cannot move while frozen. Please wait.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
688	1	a,The clan that owns the castle is automatically registered on the defending side.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
689	1	a,A clan that owns a castle cannot participate in another siege.\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
690	1	a,You cannot register on the attacking side because you are part of an alliance with the clan that owns the castle.\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
691	1	a,$s1 clan is already a member of $s2 alliance.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
692	1	a,The other party is frozen. Please wait a moment.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
693	1	a,The package that arrived is in another warehouse.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
694	1	a,No packages have arrived.\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
695	1	a,You cannot set the name of the pet.\0	5	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,error\0
696	1	a,Your account is restricted for not paying your PC room usage fees.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
697	1	a,The item enchant value is strange.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
698	1	a,The price is different than the same item on the sales list.\0	4	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,popup\0
699	1	a,Currently not purchasing.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
700	1	a,The purchase is complete.\0	0	79	9B	B0	FF	a,ItemSound3.sys_exchange_success\0	a,	0	0	0	0	0	a,	a,none\0
701	1	a,You do not have enough required items.\0	4	79	9B	B0	FF	a,ItemSound3.sys_shortage\0	a,	0	0	0	0	0	a,	a,popup\0
702	1	a,There are no GMs currently visible in the public list as they may be performing other functions at the moment.\0	0	79	9B	B0	FF	a,	a,702\0	0	0	0	0	0	a,	a,none\0
703	1	a,======<GM List>======\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
704	1	a,GM : $s1\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
705	1	a,You cannot exclude yourself.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
706	1	a,You can only register up to 64 names on your exclude list.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
707	1	a,You cannot teleport to a village that is in a siege.\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
708	1	a,You do not have the right to use the castle warehouse.\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
709	1	a,You do not have the right to use the clan warehouse.\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
710	1	a,Only clans of clan level 1 or higher can use a clan warehouse.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
711	1	a,The siege of $s1 has started.\0	0	79	9B	B0	FF	a,	a,17\0	0	0	0	0	0	a,	a,none\0
712	1	a,The siege of $s1 has finished.\0	0	79	9B	B0	FF	a,	a,18\0	0	0	0	0	0	a,	a,none\0
713	1	a,$s1/$s2/$s3 $s4:$s5\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
714	1	a,A trap device has been tripped.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
715	1	a,The trap device has been stopped.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
716	1	a,If a base camp does not exist, resurrection is not possible.\0	0	79	9B	B0	FF	a,ItemSound3.sys_shortage\0	a,	0	0	0	0	0	a,	a,none\0
717	1	a,The guardian tower has been destroyed and resurrection is not possible.\0	0	79	9B	B0	FF	a,ItemSound3.sys_shortage\0	a,	0	0	0	0	0	a,	a,none\0
718	1	a,The castle gates cannot be opened and closed during a siege.\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
719	1	a,You failed at mixing the item.\0	0	79	9B	B0	FF	a,ItemSound3.sys_enchant_failed\0	a,	0	0	0	0	0	a,	a,none\0
720	1	a,The purchase price is higher than the amount of money that you have and so you cannot open a personal store.\0	4	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,popup\0
721	1	a,You cannot create an alliance while participating in a siege.\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
722	1	a,You cannot dissolve an alliance while an affiliated clan is participating in a siege battle.\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
723	1	a,The opposing clan is participating in a siege battle.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
724	1	a,You cannot leave while participating in a siege battle.\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
725	1	a,You cannot banish a clan from an alliance while the clan is participating in a siege.\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
726	1	a,The frozen condition has started. Please wait a moment.\0	4	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,popup\0
727	1	a,The frozen condition was removed.\0	4	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,popup\0
728	1	a,You cannot apply for dissolution again within seven days after a previous application for dissolution.\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
729	1	a,That item cannot be discarded.\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
730	1	a,- You have submitted your $s1th petition. \\n - You may submit $s2 more petition(s) today.\0	6	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,petition\0
731	1	a,A petition has been received by the GM on behalf of $s1. It is petition #$s2.\0	6	79	9B	B0	FF	a,	a,731\0	0	0	0	0	0	a,	a,petition\0
732	1	a,$s1 has received a request for a consultation with the GM.\0	6	79	9B	B0	FF	a,	a,732\0	0	0	0	0	0	a,	a,petition\0
733	1	a,We have received $s1 petitions from you today and that is the maximum that you can submit in one day. You cannot submit any more petitions.\0	6	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,733\0	0	0	0	0	0	a,	a,petition\0
