tag	id	drop_type	drop_anim_type	drop_radius	drop_height	UNK_0	drop_mesh1	drop_mesh2	drop_mesh3	drop_tex1	drop_tex2	drop_tex3	icon[0]	icon[1]	icon[2]	icon[3]	icon[4]	durability	weight	material	crystallizable	type1	mesh_tex_pair_cntm	mesh_tex_pair_m[0]	mesh_tex_pair_cntt	mesh_tex_pair_t[0]	item_sound	equip_sound	stackable	family	grade
2	1887	0	3	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.etc_potion_clear_i00					0	2	53	0	0	1		1		ItemSound.itemdrop_sack		2	6	0
2	1888	0	3	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.etc_synthetic_cokes_i00					0	2	53	0	0	1		1		ItemSound.itemdrop_sack		2	6	0
2	1889	0	3	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.etc_compound_braid_i00					0	2	53	0	0	1		1		ItemSound.itemdrop_sack		2	6	0
2	1890	0	3	3	3	0	dropitems.drop_lump_m00			dropitemstex.drop_lump_white_t00			icon.etc_lump_white_i00					0	2	53	0	0	1		1		ItemSound.itemdrop_mold		2	6	0
2	1891	0	3	4	2	0	dropitems.drop_mold_m00			dropitemstex.drop_mold_t00			icon.etc_artisans_frame_i00					0	2	53	0	0	1		1		ItemSound.itemdrop_mold		2	6	0
2	1892	0	3	4	2	0	dropitems.drop_mold_m00			dropitemstex.drop_mold_t00			icon.etc_blacksmiths_frame_i00					0	2	53	0	0	1		1		ItemSound.itemdrop_mold		2	6	0
2	1893	0	3	3	3	0	dropitems.drop_lump_m00			dropitemstex.drop_lump_gold_t00			icon.etc_oriharukon_i00					0	2	53	0	0	1		1		ItemSound.itemdrop_mold		2	6	0
2	1894	0	3	3	2	0	dropitems.drop_leather_m00			dropitemstex.drop_leather_t00			icon.etc_crafted_leather_i00					0	2	53	0	0	1		1		ItemSound.itemdrop_leather		2	6	0
2	1895	0	3	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.etc_metallic_fiber_i00					0	2	53	0	0	1		1		ItemSound.itemdrop_sack		2	6	0
2	1896	0	3	5	6	0	dropitems.drop_jewel_box_m00			dropitemstex.drop_jewel_box_t00			icon.etc_jewel_box_i00					0	60	53	0	0	1		1		ItemSound.itemdrop_jewelbox		2	6	0
2	1897	0	3	5	6	0	dropitems.drop_jewel_box_m00			dropitemstex.drop_jewel_box_t00			icon.etc_jewel_box_i00					0	60	53	0	0	1		1		ItemSound.itemdrop_jewelbox		2	6	0
2	1898	0	3	3	3	0	dropitems.drop_jewel_m00			dropitemstex.drop_jewel_blue_t00			icon.etc_gem_blue_i00					0	60	53	0	0	1		1		ItemSound.itemdrop_etc_jewel		2	6	0
2	1899	0	3	5	6	0	dropitems.drop_jewel_box_m00			dropitemstex.drop_jewel_box_t00			icon.etc_jewel_box_i00					0	60	53	0	0	1		1		ItemSound.itemdrop_jewelbox		2	6	0
2	1900	0	3	5	6	0	dropitems.drop_jewel_box_m00			dropitemstex.drop_jewel_box_t00			icon.etc_jewel_box_i00					0	60	53	0	0	1		1		ItemSound.itemdrop_jewelbox		2	6	0
2	1901	0	3	3	3	0	dropitems.drop_jewel_m00			dropitemstex.drop_jewel_yellow_t00			icon.etc_jewel_gold_i00					0	60	53	0	0	1		1		ItemSound.itemdrop_etc_jewel		2	6	0
2	1902	0	3	5	6	0	dropitems.drop_jewel_box_m00			dropitemstex.drop_jewel_box_t00			icon.etc_crystal_ball_green_i00					0	60	53	0	0	1		1		ItemSound.itemdrop_jewelbox		2	6	0
2	1903	0	3	5	6	0	dropitems.drop_jewel_box_m00			dropitemstex.drop_jewel_box_t00			icon.etc_jewel_box_i00					0	60	53	0	0	1		1		ItemSound.itemdrop_jewelbox		2	6	0
2	1904	0	3	5	6	0	dropitems.drop_jewel_box_m00			dropitemstex.drop_jewel_box_t00			icon.etc_crystal_ball_green_i00					0	60	53	0	0	1		1		ItemSound.itemdrop_jewelbox		2	6	0
2	1905	0	3	3	3	0	dropitems.drop_jewel_m00			dropitemstex.drop_jewel_black_t00			icon.etc_bead_silver_i00					0	60	53	0	0	1		1		ItemSound.itemdrop_etc_jewel		2	6	0
2	1906	0	3	5	6	0	dropitems.drop_jewel_box_m00			dropitemstex.drop_jewel_box_t00			icon.etc_jewel_box_i00					0	60	53	0	0	1		1		ItemSound.itemdrop_jewelbox		2	6	0
2	1907	0	3	3	3	0	dropitems.drop_jewel_m00			dropitemstex.drop_jewel_black_t00			icon.etc_gem_black_i00					0	60	53	0	0	1		1		ItemSound.itemdrop_etc_jewel		2	6	0
2	1908	0	3	5	6	0	dropitems.drop_jewel_box_m00			dropitemstex.drop_jewel_box_t00			icon.etc_jewel_box_i00					0	60	53	0	0	1		1		ItemSound.itemdrop_jewelbox		2	6	0
2	1909	0	3	5	6	0	dropitems.drop_jewel_box_m00			dropitemstex.drop_jewel_box_t00			icon.etc_jewel_box_i00					0	60	53	0	709	1		1		ItemSound.itemdrop_jewelbox		2	6	0
2	1910	0	3	5	6	0	dropitems.drop_jewel_box_m00			dropitemstex.drop_jewel_box_t00			icon.etc_jewel_box_i00					0	60	53	0	779	1		1		ItemSound.itemdrop_jewelbox		2	6	0
2	1911	0	3	3	3	0	dropitems.drop_jewel_m00			dropitemstex.drop_jewel_yellow_t00			icon.etc_gem_yellow_i00					0	60	53	0	848	1		1		ItemSound.itemdrop_etc_jewel		2	6	0
2	1912	0	3	3	3	0	dropitems.drop_jewel_m00			dropitemstex.drop_jewel_yellow_t00			icon.etc_gem_yellow_i00					0	60	53	0	918	1		1		ItemSound.itemdrop_etc_jewel		2	6	0
2	1913	0	3	3	3	0	dropitems.drop_jewel_m00			dropitemstex.drop_jewel_yellow_t00			icon.etc_gem_yellow_i00					0	60	53	0	988	1		1		ItemSound.itemdrop_etc_jewel		2	6	0
2	1914	0	3	3	3	0	dropitems.drop_jewel_m00			dropitemstex.drop_jewel_white_t00			icon.etc_gem_clear_i00					0	60	53	0	555	1		1		ItemSound.itemdrop_etc_jewel		2	6	0
2	1915	0	3	3	3	0	dropitems.drop_jewel_m00			dropitemstex.drop_jewel_white_t00			icon.etc_gem_clear_i00					0	60	53	0	623	1		1		ItemSound.itemdrop_etc_jewel		2	6	0
2	1916	0	3	2	5	0	dropitems.drop_test_tube_m00			dropitemstex.drop_test_tube_clear_t00			icon.etc_reagent_white_i00					0	60	53	0	700	1		1		ItemSound.itemdrop_potion		2	6	0
2	1917	0	3	5	6	0	dropitems.drop_jewel_box_m00			dropitemstex.drop_jewel_box_t00			icon.etc_jewel_box_i00					0	60	53	0	111738368	1		1		ItemSound.itemdrop_jewelbox		2	6	0
2	1918	0	3	3	3	0	dropitems.drop_jewel_m00			dropitemstex.drop_jewel_purple_t00			icon.etc_gem_red_i00					0	60	53	0	4294967295	1		1		ItemSound.itemdrop_etc_jewel		2	6	0
2	1919	0	3	3	3	0	dropitems.drop_jewel_m00			dropitemstex.drop_jewel_black_t00			icon.etc_bead_silver_i00					0	60	53	0	777	1		1		ItemSound.itemdrop_etc_jewel		2	6	0
2	1920	0	3	5	6	0	dropitems.drop_jewel_box_m00			dropitemstex.drop_jewel_box_t00			icon.etc_jewel_box_i00					0	60	53	0	111763872	1		1		ItemSound.itemdrop_jewelbox		2	6	0
2	1921	0	3	3	2	0	dropitems.drop_leather_m00			dropitemstex.drop_leather_t00			icon.etc_leather_yellow_i00					0	60	53	0	4294967295	1		1		ItemSound.itemdrop_leather		2	6	0
2	1922	0	3	6	3	0	dropitems.drop_scroll_m00			dropitemstex.drop_scroll_t00			icon.etc_letter_red_i00					0	60	53	0	939	1		1		ItemSound.itemdrop_scroll		2	6	0
2	1923	0	3	6	3	0	dropitems.drop_scroll_m00			dropitemstex.drop_scroll_t00			icon.etc_letter_red_i00					0	60	53	0	111787088	1		1		ItemSound.itemdrop_scroll		2	6	0
2	1924	0	3	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.etc_pouch_brown_i00					0	60	53	0	4294967295	1		1		ItemSound.itemdrop_sack		2	6	0
2	1925	0	3	3	2	0	dropitems.drop_leather_m00			dropitemstex.drop_leather_t00			icon.etc_leather_gray_i00					0	60	53	0	1025	1		1		ItemSound.itemdrop_leather		2	6	0
2	1926	0	3	5	4	0	dropitems.drop_bone_m00			dropitemstex.drop_bone_t00			icon.etc_piece_bone_black_i00					0	60	53	0	111810904	1		1		ItemSound.itemdrop_bone		2	6	0
2	1927	0	3	6	3	0	dropitems.drop_scroll_m00			dropitemstex.drop_scroll_t00			icon.etc_letter_red_i00					0	60	53	0	4294967295	1		1		ItemSound.itemdrop_scroll		2	6	0
2	1928	0	3	5	4	0	dropitems.drop_bone_m00			dropitemstex.drop_bone_t00			icon.etc_piece_bone_black_i00					0	60	53	0	1095	1		1		ItemSound.itemdrop_bone		2	6	0
2	1929	0	3	3	2	0	dropitems.drop_leather_m00			dropitemstex.drop_leather_t00			icon.etc_leather_gray_i00					0	60	53	0	111833608	1		1		ItemSound.itemdrop_leather		2	6	0
2	1930	0	3	3	2	0	dropitems.drop_leather_m00			dropitemstex.drop_leather_t00			icon.etc_leather_gray_i00					0	60	53	0	4294967295	1		1		ItemSound.itemdrop_leather		2	6	0
2	1931	0	3	3	2	0	dropitems.drop_leather_m00			dropitemstex.drop_leather_t00			icon.etc_leather_gray_i00					0	60	53	0	1189	1		1		ItemSound.itemdrop_leather		2	6	0
2	1932	0	3	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.etc_pouch_brown_i00					0	60	53	0	111857320	1		1		ItemSound.itemdrop_sack		2	6	0
2	1933	0	3	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.etc_piece_of_cloth_white_i00					0	60	53	0	42	1		1		ItemSound.itemdrop_sack		2	6	0
2	1934	0	3	3	2	0	dropitems.drop_leather_m00			dropitemstex.drop_leather_t00			icon.etc_leather_gray_i00					0	60	53	0	1260	1		1		ItemSound.itemdrop_leather		2	6	0
2	1935	0	3	3	4	0	dropitems.drop_piece_of_metal_m00			dropitemstex.drop_piece_of_metal_t00			icon.etc_plate_silver_i00					0	60	53	0	111879040	1		1		ItemSound.itemdrop_lump		2	6	0
2	1936	0	3	6	3	0	dropitems.drop_scroll_m00			dropitemstex.drop_scroll_t00			icon.etc_letter_red_i00					0	60	53	0	150	1		1		ItemSound.itemdrop_scroll		2	6	0
2	1937	0	3	3	4	0	dropitems.drop_piece_of_metal_m00			dropitemstex.drop_piece_of_metal_t00			icon.etc_plate_silver_i00					0	60	53	0	1375	1		1		ItemSound.itemdrop_lump		2	6	0
2	1938	0	3	3	2	0	dropitems.drop_leather_m00			dropitemstex.drop_leather_t00			icon.etc_leather_gray_i00					0	60	53	0	111907864	1		1		ItemSound.itemdrop_leather		2	6	0
2	1939	0	3	3	2	0	dropitems.drop_leather_m00			dropitemstex.drop_leather_t00			icon.etc_leather_gray_i00					0	60	53	0	4294967295	1		1		ItemSound.itemdrop_leather		2	6	0
2	1940	0	3	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.etc_pouch_brown_i00					0	60	53	0	1446	1		1		ItemSound.itemdrop_sack		2	6	0
2	1941	0	3	5	5	0	dropitems.drop_squares_m00			dropitemstex.drop_squares_silver_t00			icon.etc_plate_glay_i00					0	60	53	0	111929808	1		1		ItemSound.itemdrop_mold		2	6	0
2	1942	0	3	3	2	0	dropitems.drop_leather_m00			dropitemstex.drop_leather_t00			icon.etc_leather_gray_i00					0	60	53	0	197	1		1		ItemSound.itemdrop_leather		2	6	0
2	1943	0	3	6	3	0	dropitems.drop_scroll_m00			dropitemstex.drop_scroll_t00			icon.etc_pouch_brown_i00					0	60	53	0	1524	1		1		ItemSound.itemdrop_scroll		2	6	0
2	1944	0	3	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.etc_piece_of_cloth_white_i00					0	60	53	0	111950640	1		1		ItemSound.itemdrop_sack		2	6	0
2	1945	0	3	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.etc_leather_gray_i00					0	60	53	0	261	1		1		ItemSound.itemdrop_sack		2	6	0
2	1946	0	3	6	3	0	dropitems.drop_scroll_m00			dropitemstex.drop_scroll_t00			icon.etc_letter_red_i00					0	60	53	0	1594	1		1		ItemSound.itemdrop_scroll		2	6	0
2	1947	0	3	3	4	0	dropitems.drop_piece_of_metal_m00			dropitemstex.drop_piece_of_metal_t00			icon.etc_plate_silver_i00					0	60	53	0	111983256	1		1		ItemSound.itemdrop_lump		2	6	0
2	1948	0	3	6	3	0	dropitems.drop_scroll_m00			dropitemstex.drop_scroll_t00			icon.etc_letter_red_i00					0	60	53	0	4294967295	1		1		ItemSound.itemdrop_scroll		2	6	0
2	1949	0	3	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.etc_pouch_brown_i00					0	60	53	0	1665	1		1		ItemSound.itemdrop_sack		2	6	0
2	1950	0	3	5	5	0	dropitems.drop_squares_m00			dropitemstex.drop_squares_silver_t00			icon.etc_plate_glay_i00					0	60	53	0	111997408	1		1		ItemSound.itemdrop_mold		2	6	0
2	1951	0	3	3	4	0	dropitems.drop_piece_of_metal_m00			dropitemstex.drop_piece_of_metal_t00			icon.etc_plate_silver_i00					0	60	53	0	378	1		1		ItemSound.itemdrop_lump		2	6	0
2	1952	0	3	3	2	0	dropitems.drop_leather_m00			dropitemstex.drop_leather_t00			icon.etc_leather_gray_i00					0	60	53	0	1735	1		1		ItemSound.itemdrop_leather		2	6	0
2	1953	0	3	3	2	0	dropitems.drop_leather_m00			dropitemstex.drop_leather_t00			icon.etc_leather_gray_i00					0	60	53	0	112020104	1		1		ItemSound.itemdrop_leather		2	6	0
2	1954	0	3	6	3	0	dropitems.drop_scroll_m00			dropitemstex.drop_scroll_t00			icon.etc_letter_red_i00					0	60	53	0	447	1		1		ItemSound.itemdrop_scroll		2	6	0
2	1955	0	3	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.etc_pouch_brown_i00					0	60	53	0	1805	1		1		ItemSound.itemdrop_sack		2	6	0
2	1956	0	3	3	4	0	dropitems.drop_piece_of_metal_m00			dropitemstex.drop_piece_of_metal_t00			icon.etc_plate_silver_i00					0	60	53	0	112040176	1		1		ItemSound.itemdrop_lump		2	6	0
2	1957	0	3	3	4	0	dropitems.drop_piece_of_metal_m00			dropitemstex.drop_piece_of_metal_t00			icon.etc_plate_silver_i00					0	60	53	0	478	1		1		ItemSound.itemdrop_lump		2	6	0
2	1958	0	3	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.etc_pouch_brown_i00					0	60	53	0	1875	1		1		ItemSound.itemdrop_sack		2	6	0
2	1959	0	3	3	2	0	dropitems.drop_leather_m00			dropitemstex.drop_leather_t00			icon.etc_leather_gray_i00					0	60	53	0	0	1		1		ItemSound.itemdrop_leather		2	6	0
2	1960	0	3	3	4	0	dropitems.drop_piece_of_metal_m00			dropitemstex.drop_piece_of_metal_t00			icon.etc_plate_silver_i00					0	60	53	0	0	1		1		ItemSound.itemdrop_lump		2	6	0
2	1961	0	3	3	2	0	dropitems.drop_leather_m00			dropitemstex.drop_leather_t00			icon.etc_piece_of_cloth_white_i00					0	60	53	0	0	1		1		ItemSound.itemdrop_leather		2	6	0
2	1962	0	3	6	3	0	dropitems.drop_scroll_m00			dropitemstex.drop_scroll_t00			icon.etc_letter_red_i00					0	60	53	0	0	1		1		ItemSound.itemdrop_scroll		2	6	0
2	1963	0	3	3	4	0	dropitems.drop_piece_of_metal_m00			dropitemstex.drop_piece_of_metal_t00			icon.etc_plate_silver_i00					0	60	53	0	0	1		1		ItemSound.itemdrop_lump		2	6	0
2	1964	0	3	5	5	0	dropitems.drop_squares_m00			dropitemstex.drop_squares_silver_t00			icon.etc_plate_glay_i00					0	60	53	0	0	1		1		ItemSound.itemdrop_mold		2	6	0
2	1965	0	3	3	2	0	dropitems.drop_leather_m00			dropitemstex.drop_leather_t00			icon.etc_leather_gray_i00					0	60	53	0	0	1		1		ItemSound.itemdrop_leather		2	6	0
2	1966	0	3	3	2	0	dropitems.drop_leather_m00			dropitemstex.drop_leather_t00			icon.etc_plate_silver_i00					0	60	53	0	0	1		1		ItemSound.itemdrop_leather		2	6	0
2	1967	0	3	3	2	0	dropitems.drop_leather_m00			dropitemstex.drop_leather_t00			icon.etc_leather_gray_i00					0	60	53	0	0	1		1		ItemSound.itemdrop_leather		2	6	0
2	1968	0	3	3	2	0	dropitems.drop_leather_m00			dropitemstex.drop_leather_t00			icon.etc_leather_gray_i00					0	60	53	0	0	1		1		ItemSound.itemdrop_leather		2	6	0
2	1969	0	3	3	2	0	dropitems.drop_leather_m00			dropitemstex.drop_leather_t00			icon.etc_leather_gray_i00					0	60	53	0	0	1		1		ItemSound.itemdrop_leather		2	6	0
2	1970	0	3	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.etc_piece_of_cloth_white_i00					0	60	53	0	0	1		1		ItemSound.itemdrop_sack		2	6	0
2	1971	0	3	3	2	0	dropitems.drop_leather_m00			dropitemstex.drop_leather_t00			icon.etc_leather_gray_i00					0	60	53	0	0	1		1		ItemSound.itemdrop_leather		2	6	0
2	1972	0	3	3	4	0	dropitems.drop_piece_of_metal_m00			dropitemstex.drop_piece_of_metal_t00			icon.etc_plate_silver_i00					0	60	53	0	0	1		1		ItemSound.itemdrop_lump		2	6	0
2	1973	0	3	5	6	0	dropitems.drop_jewel_box_m00			dropitemstex.drop_jewel_box_t00			icon.etc_jewel_box_i00					0	60	53	0	0	1		1		ItemSound.itemdrop_jewelbox		2	6	0
2	1974	0	3	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.etc_piece_of_cloth_red_i00					0	60	53	0	0	1		1		ItemSound.itemdrop_sack		2	6	0
2	1975	0	3	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.etc_pouch_brown_i00					0	60	53	0	0	1		1		ItemSound.itemdrop_sack		2	6	0
2	1976	0	3	3	2	0	dropitems.drop_leather_m00			dropitemstex.drop_leather_t00			icon.etc_leather_gray_i00					0	60	53	0	0	1		1		ItemSound.itemdrop_leather		2	6	0
2	1977	0	3	5	5	0	dropitems.drop_squares_m00			dropitemstex.drop_squares_silver_t00			icon.etc_plate_glay_i00					0	60	53	0	0	1		1		ItemSound.itemdrop_mold		2	6	0
2	1978	0	3	3	4	0	dropitems.drop_piece_of_metal_m00			dropitemstex.drop_piece_of_metal_t00			icon.etc_plate_glay_i00					0	60	53	0	0	1		1		ItemSound.itemdrop_lump		2	6	0
2	1979	0	3	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.etc_piece_of_cloth_white_i00					0	60	53	0	0	1		1		ItemSound.itemdrop_sack		2	6	0
2	1980	0	3	6	3	0	dropitems.drop_scroll_m00			dropitemstex.drop_scroll_t00			icon.etc_letter_red_i00					0	60	53	0	0	1		1		ItemSound.itemdrop_scroll		2	6	0
2	1981	0	3	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.etc_pouch_brown_i00					0	60	53	0	0	1		1		ItemSound.itemdrop_sack		2	6	0
2	1982	0	3	6	3	0	dropitems.drop_scroll_m00			dropitemstex.drop_scroll_t00			icon.etc_letter_red_i00					0	60	53	0	0	1		1		ItemSound.itemdrop_scroll		2	6	0
2	1983	0	3	6	3	0	dropitems.drop_scroll_m00			dropitemstex.drop_scroll_t00			icon.etc_letter_red_i00					0	60	53	0	0	1		1		ItemSound.itemdrop_scroll		2	6	0
2	1984	0	3	6	3	0	dropitems.drop_scroll_m00			dropitemstex.drop_scroll_t00			icon.etc_letter_red_i00					0	60	53	0	0	1		1		ItemSound.itemdrop_scroll		2	6	0
2	1985	0	3	3	2	0	dropitems.drop_leather_m00			dropitemstex.drop_leather_t00			icon.etc_leather_gray_i00					0	60	53	0	0	1		1		ItemSound.itemdrop_leather		2	6	0
2	1986	0	3	5	5	0	dropitems.drop_squares_m00			dropitemstex.drop_squares_silver_t00			icon.etc_plate_silver_i00					0	60	53	0	0	1		1		ItemSound.itemdrop_mold		2	6	0
2	1987	0	3	3	2	0	dropitems.drop_leather_m00			dropitemstex.drop_leather_t00			icon.etc_leather_gray_i00					0	60	53	0	0	1		1		ItemSound.itemdrop_leather		2	6	0
2	1988	0	3	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.etc_piece_of_cloth_white_i00					0	60	53	0	0	1		1		ItemSound.itemdrop_sack		2	6	0
2	1989	0	3	6	3	0	dropitems.drop_scroll_m00			dropitemstex.drop_scroll_t00			icon.etc_letter_red_i00					0	60	53	0	0	1		1		ItemSound.itemdrop_scroll		2	6	0
2	1990	0	3	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.etc_letter_red_i00					0	60	53	0	0	1		1		ItemSound.itemdrop_sack		2	6	0
2	1991	0	3	6	3	0	dropitems.drop_scroll_m00			dropitemstex.drop_scroll_t00			icon.etc_letter_red_i00					0	60	53	0	0	1		1		ItemSound.itemdrop_scroll		2	6	0
2	1992	0	3	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.etc_plate_silver_i00					0	60	53	0	0	1		1		ItemSound.itemdrop_sack		2	6	0
2	1993	0	3	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.etc_leather_gray_i00					0	60	53	0	0	1		1		ItemSound.itemdrop_sack		2	6	0
2	1994	0	3	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.etc_leather_gray_i00					0	60	53	0	0	1		1		ItemSound.itemdrop_sack		2	6	0
2	1995	0	3	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.etc_plate_silver_i00					0	60	53	0	0	1		1		ItemSound.itemdrop_sack		2	6	0
2	1996	0	3	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.etc_leather_gray_i00					0	60	53	0	0	1		1		ItemSound.itemdrop_sack		2	6	0
2	1997	0	3	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.etc_plate_silver_i00					0	60	53	0	0	1		1		ItemSound.itemdrop_sack		2	6	0
2	1998	0	3	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.etc_plate_silver_i00					0	60	53	0	0	1		1		ItemSound.itemdrop_sack		2	6	0
2	1999	0	3	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.etc_pouch_yellow_i00					0	60	53	0	0	1		1		ItemSound.itemdrop_sack		2	6	0
2	2000	0	3	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.etc_pouch_yellow_i00					0	60	53	0	0	1		1		ItemSound.itemdrop_sack		2	6	0
2	2001	0	3	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.etc_pouch_yellow_i00					0	60	53	0	0	1		1		ItemSound.itemdrop_sack		2	6	0
2	2002	0	3	6	3	0	dropitems.drop_scroll_m00			dropitemstex.drop_scroll_t00			icon.etc_letter_red_i00					0	60	53	0	0	1		1		ItemSound.itemdrop_scroll		2	6	0
2	2003	0	3	6	3	0	dropitems.drop_scroll_m00			dropitemstex.drop_scroll_t00			icon.etc_letter_red_i00					0	60	53	0	0	1		1		ItemSound.itemdrop_scroll		2	6	0
2	2004	0	3	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.etc_pouch_yellow_i00					0	60	53	0	0	1		1		ItemSound.itemdrop_sack		2	6	0
2	2005	0	3	4	5	0	dropitems.drop_sword_body_m00			dropitemstex.drop_sword_body_t00			icon.etc_sword_body_i00					0	60	53	0	0	1		1		ItemSound.itemdrop_swordbody		2	6	0
2	2006	0	3	5	6	0	dropitems.drop_jewel_box_m00			dropitemstex.drop_jewel_box_t00			icon.etc_squares_gray_i00					0	60	53	0	0	1		1		ItemSound.itemdrop_jewelbox		2	6	0
2	2007	0	3	18	4	0	dropitems.drop_cross_stick_m00			dropitemstex.drop_cross_stick_t00			icon.etc_branch_gold_i00					0	60	53	0	0	1		1		ItemSound.itemdrop_crossstick		2	6	0
2	2008	0	3	5	6	0	dropitems.drop_jewel_box_m00			dropitemstex.drop_jewel_box_t00			icon.etc_squares_gray_i00					0	60	53	0	0	1		1		ItemSound.itemdrop_jewelbox		2	6	0
2	2009	0	3	4	5	0	dropitems.drop_sword_body_m00			dropitemstex.drop_sword_body_t00			icon.etc_sword_body_i00					0	60	53	0	0	1		1		ItemSound.itemdrop_swordbody		2	6	0
2	2010	0	3	4	5	0	dropitems.drop_sword_body_m00			dropitemstex.drop_sword_body_t00			icon.etc_sword_body_i00					0	60	53	0	0	1		1		ItemSound.itemdrop_swordbody		2	6	0
2	2011	0	3	4	5	0	dropitems.drop_sword_body_m00			dropitemstex.drop_sword_body_t00			icon.etc_sword_body_i00					0	60	53	0	0	1		1		ItemSound.itemdrop_swordbody		2	6	0
2	2012	0	3	4	5	0	dropitems.drop_sword_body_m00			dropitemstex.drop_sword_body_t00			icon.etc_sword_body_i00					0	60	53	0	0	1		1		ItemSound.itemdrop_swordbody		2	6	0
2	2013	0	3	18	4	0	dropitems.drop_cross_stick_m00			dropitemstex.drop_cross_stick_t00			icon.etc_branch_gold_i00					0	60	53	0	0	1		1		ItemSound.itemdrop_crossstick		2	6	0
2	2014	0	3	5	6	0	dropitems.drop_jewel_box_m00			dropitemstex.drop_jewel_box_t00			icon.etc_squares_silver_i00					0	60	53	0	0	1		1		ItemSound.itemdrop_jewelbox		2	6	0
2	2015	0	3	4	5	0	dropitems.drop_sword_body_m00			dropitemstex.drop_sword_body_t00			icon.etc_sword_body_i00					0	60	53	0	0	1		1		ItemSound.itemdrop_swordbody		2	6	0
2	2016	0	3	18	4	0	dropitems.drop_cross_stick_m00			dropitemstex.drop_cross_stick_t00			icon.etc_branch_gold_i00					0	60	53	0	0	1		1		ItemSound.itemdrop_crossstick		2	6	0
2	2017	0	3	4	5	0	dropitems.drop_sword_body_m00			dropitemstex.drop_sword_body_t00			icon.etc_sword_body_i00					0	60	53	0	0	1		1		ItemSound.itemdrop_swordbody		2	6	0
2	2018	0	3	4	5	0	dropitems.drop_sword_body_m00			dropitemstex.drop_sword_body_t00			icon.etc_sword_body_i00					0	60	53	0	0	1		1		ItemSound.itemdrop_swordbody		2	6	0
2	2019	0	3	4	5	0	dropitems.drop_sword_body_m00			dropitemstex.drop_sword_body_t00			icon.etc_sword_body_i00					0	60	53	0	0	1		1		ItemSound.itemdrop_swordbody		2	6	0
2	2020	0	3	4	3	0	dropitems.drop_piece_of_jewel_m00			dropitemstex.drop_piece_of_jewel_clear_t00			icon.etc_oriharukon_ore_i00					0	60	53	0	0	1		1		ItemSound.itemdrop_etc_swordbody		2	6	0
2	2021	0	3	4	5	0	dropitems.drop_sword_body_m00			dropitemstex.drop_sword_body_t00			icon.etc_sword_body_i00					0	60	53	0	0	1		1		ItemSound.itemdrop_swordbody		2	6	0
2	2022	0	3	5	6	0	dropitems.drop_jewel_box_m00			dropitemstex.drop_jewel_box_t00			icon.etc_squares_silver_i00					0	60	53	0	0	1		1		ItemSound.itemdrop_jewelbox		2	6	0
2	2023	0	3	5	6	0	dropitems.drop_jewel_box_m00			dropitemstex.drop_jewel_box_t00			icon.etc_squares_gray_i00					0	60	53	0	0	1		1		ItemSound.itemdrop_jewelbox		2	6	0
2	2024	0	3	18	4	0	dropitems.drop_cross_stick_m00			dropitemstex.drop_cross_stick_t00			icon.etc_branch_gold_i00					0	60	53	0	0	1		1		ItemSound.itemdrop_crossstick		2	6	0
