id	name	add_name	description	popup	set_ids	set_bonus_desc	set_extra_id	set_extra_desc	unk[0]	unk[1]	special_enchant_amount	special_enchant_desc
2038	Maingauche Edge		a,A key material that Dwarves use to make the Maingauche. Can be sold in any shop.\0	-1	a,	a,	a,	a,	0	0	0	a,
2039	Bich'Hwa Edge		a,A key material that Dwarves use to make the Bich'hwa. Can be sold in any shop.\0	-1	a,	a,	a,	a,	0	0	0	a,
2040	Strengthened Long Bow Shaft		a,A key material that Dwarves use to make the Strengthened Long Bow. Can be sold in any shop.\0	-1	a,	a,	a,	a,	0	0	0	a,
2041	War Pick Head		a,A key material that Dwarves use to make the War Pick. Can be sold in any shop.\0	-1	a,	a,	a,	a,	0	0	0	a,
2042	Crucifix of Blood Piece		a,A key material that Dwarves use to make the Crucifix of Blood. Can be sold in any shop.\0	-1	a,	a,	a,	a,	0	0	0	a,
2043	Eye of Infinity Stone		a,A key material that Dwarves use to make the Eye of Infinity. Can be sold in any shop.\0	-1	a,	a,	a,	a,	0	0	0	a,
2044	Cursed Maingauche Edge		a,A key material that Dwarves use to make the Cursed Maingauche. Can be sold in any shop.\0	-1	a,	a,	a,	a,	0	0	0	a,
2045	Blue Crystal Skull Part		a,A key material that Dwarves use to make the Blue Crystal Skull. Can be sold in any shop.\0	-1	a,	a,	a,	a,	0	0	0	a,
2046	Demon Fangs Part		a,A key material that Dwarves use to make Demon Fangs. Can be sold in any shop.\0	-1	a,	a,	a,	a,	0	0	0	a,
2047	Claymore Blade		a,A key material that Dwarves use to make the Claymore. Can be sold in any shop.\0	-1	a,	a,	a,	a,	0	0	0	a,
2048	Bonebreaker Head		a,A key material that Dwarves use to make the Bonebreaker. Can be sold in any shop.\0	-1	a,	a,	a,	a,	0	0	0	a,
2049	Atuba Hammer Head		a,A key material that Dwarves use to make the Atuba Hammer. Can be sold in any shop.\0	-1	a,	a,	a,	a,	0	0	0	a,
2050	Ghost Staff Head		a,A key material that Dwarves use to make the Ghost Staff. Can be sold in any shop.\0	-1	a,	a,	a,	a,	0	0	0	a,
2051	Staff of Life Shaft		a,A key material that Dwarves use to make the Staff of Life. Can be sold in any shop.\0	-1	a,	a,	a,	a,	0	0	0	a,
2052	Mithril Dagger Blade		a,A key material that Dwarves use to make the Mithril Dagger. Can be sold in any shop.\0	-1	a,	a,	a,	a,	0	0	0	a,
2053	Scallop Jamadhr Edge		a,A key material that Dwarves use to make the Scallop Jamadhr. Can be sold in any shop.\0	-1	a,	a,	a,	a,	0	0	0	a,
2054	Light Crossbow Shaft		a,A key material that Dwarves use to make the Light Crossbow. Can be sold in any shop.\0	-1	a,	a,	a,	a,	0	0	0	a,
2055	Glaive Edge		a,A key material that Dwarves use to make the Glaive. Can be sold in any shop.\0	-1	a,	a,	a,	a,	0	0	0	a,
2056	Vajra Wand Frame		a,A key material that Dwarves use to make the Vajra Wand. Can be sold in any shop.\0	-1	a,	a,	a,	a,	0	0	0	a,
2057	Ancient Reagent Remnant		a,A key material that Dwarves use to make Ancient Reagent. Can be sold in any shop.\0	-1	a,	a,	a,	a,	0	0	0	a,
2058	Atuba Mace Head		a,A key material that Dwarves use to make the Atuba Mace. Can be sold in any shop.\0	-1	a,	a,	a,	a,	0	0	0	a,
2059	Flamberge Blade		a,A key material that Dwarves use to make the Flamberge. Can be sold in any shop.\0	-1	a,	a,	a,	a,	0	0	0	a,
2060	Stormbringer Blade		a,A key material that Dwarves use to make the Stormbringer. Can be sold in any shop.\0	-1	a,	a,	a,	a,	0	0	0	a,
2061	Big Hammer Head		a,A key material that Dwarves use to make the Big Hammer. Can be sold in any shop.\0	-1	a,	a,	a,	a,	0	0	0	a,
2062	Scythe Edge		a,A key material that Dwarves use to make the Scythe. Can be sold in any shop.\0	-1	a,	a,	a,	a,	0	0	0	a,
2063	Battle Axe Head		a,A key material that Dwarves use to make the Battle Axe. Can be sold in any shop.\0	-1	a,	a,	a,	a,	0	0	0	a,
2064	Silver Axe Head		a,A key material that Dwarves use to make the Silver Axe. Can be sold in any shop.\0	-1	a,	a,	a,	a,	0	0	0	a,
2065	Skull Graver Head		a,A key material that Dwarves use to make the Skull Graver. Can be sold in any shop.\0	-1	a,	a,	a,	a,	0	0	0	a,
2066	Heavy Doom Hammer Head		a,A key material that Dwarves use to make the Heavy Doom Hammer. Can be sold in any shop.\0	-1	a,	a,	a,	a,	0	0	0	a,
2067	Crystal Staff Head		a,A key material that Dwarves use to make the Crystal Staff. Can be sold in any shop.\0	-1	a,	a,	a,	a,	0	0	0	a,
2068	Stick of Faith Shaft		a,A key material that Dwarves use to make the Stick of Faith. Can be sold in any shop.\0	-1	a,	a,	a,	a,	0	0	0	a,
2069	Heavy Doom Axe Blade		a,A key material that Dwarves use to make the Heavy Doom Axe. Can be sold in any shop.\0	-1	a,	a,	a,	a,	0	0	0	a,
2070	Cursed Dagger Blade		a,A key material that Dwarves use to make the Cursed Dagger. Can be sold in any shop.\0	-1	a,	a,	a,	a,	0	0	0	a,
2071	Wolverine Needle Edge		a,A key material that Dwarves use to make the Wolverine Needle. Can be sold in any shop.\0	-1	a,	a,	a,	a,	0	0	0	a,
2072	Dark Elven Dagger Edge		a,A key material that Dwarves use to make the Dark Elven Dagger. Can be sold in any shop.\0	-1	a,	a,	a,	a,	0	0	0	a,
2073	Chakram Edge		a,A key material that Dwarves use to make the Chakram. Can be sold in any shop.\0	-1	a,	a,	a,	a,	0	0	0	a,
2074	Crystallized Ice Bow Shaft		a,A key material that Dwarves use to make the Crystallized Ice Bow. Can be sold in any shop.\0	-1	a,	a,	a,	a,	0	0	0	a,
2075	Orcish Glaive Blade		a,A key material that Dwarves use to make the Orcish Glaive. Can be sold in any shop.\0	-1	a,	a,	a,	a,	0	0	0	a,
2076	Body Slasher Blade		a,A key material that Dwarves use to make the Body Slasher. Can be sold in any shop.\0	-1	a,	a,	a,	a,	0	0	0	a,
2077	Shamshir Blade		a,A key material that Dwarves use to make the Shamshir. Can be sold in any shop.\0	-1	a,	a,	a,	a,	0	0	0	a,
2078	Katana Blade		a,A key material that Dwarves use to make the Katana. Can be sold in any shop.\0	-1	a,	a,	a,	a,	0	0	0	a,
2079	Bec De Corbin Blade		a,A key material that Dwarves use to make the Bec de Corbin. Can be sold in any shop.\0	-1	a,	a,	a,	a,	0	0	0	a,
2080	Spirit Sword Blade		a,A key material that Dwarves use to make the Spirit Sword. Can be sold in any shop.\0	-1	a,	a,	a,	a,	0	0	0	a,
2081	Raid Sword Blade		a,A key material that Dwarves use to make the Raid Sword. Can be sold in any shop.\0	-1	a,	a,	a,	a,	0	0	0	a,
2082	Cursed Staff Head		a,A key material that Dwarves use to make the Cursed Staff. Can be sold in any shop.\0	-1	a,	a,	a,	a,	0	0	0	a,
2083	Stiletto Edge		a,A key material that Dwarves use to make the Stiletto. Can be sold in any shop.\0	-1	a,	a,	a,	a,	0	0	0	a,
2084	Soulfire Dirk Blade		a,A key material that Dwarves use to make the Soulfire Dirk. Can be sold in any shop.\0	-1	a,	a,	a,	a,	0	0	0	a,
2085	Crossbow Shaft		a,A key material that Dwarves use to make a Crossbow. Can be sold in any shop.\0	-1	a,	a,	a,	a,	0	0	0	a,
2086	Elven Bow of Nobility Shaft		a,A key material that Dwarves use to make the Elven Bow of Nobility. Can be sold in any shop.\0	-1	a,	a,	a,	a,	0	0	0	a,
2087	Tears of Fairy Drop		a,A key material that Dwarves use to make Tears of Fairy. Can be sold in any shop.\0	-1	a,	a,	a,	a,	0	0	0	a,
2088	Horn of Glory Fragment		a,A key material that Dwarves use to make the Horn of Glory. Can be sold in any shop.\0	-1	a,	a,	a,	a,	0	0	0	a,
2089	Caliburs Edge		a,A key material that Dwarves use to make the Caliburs. Can be sold in any shop.\0	-1	a,	a,	a,	a,	0	0	0	a,
2090	Delusional Blade		a,A key material that Dwarves use to make the Sword of Delusion. Can be sold in any shop.\0	-1	a,	a,	a,	a,	0	0	0	a,
2091	Tsurugi Blade		a,A key material that Dwarves use to make the Tsurugi. Can be sold in any shop.\0	-1	a,	a,	a,	a,	0	0	0	a,
2092	Homunkulus's Sword Blade		a,A key material that Dwarves use to make Homunkulus's Sword. Can be sold in any shop.\0	-1	a,	a,	a,	a,	0	0	0	a,
2093	Poleaxe Blade		a,A key material that Dwarves use to make the Poleaxe. Can be sold in any shop.\0	-1	a,	a,	a,	a,	0	0	0	a,
2094	Sword of Limit Blade		a,A key material that Dwarves use to make the Sword of Limit. Can be sold in any shop.\0	-1	a,	a,	a,	a,	0	0	0	a,
2095	Sword of Nightmare Blade		a,A key material that Dwarves use to make the Sword of Nightmare. Can be sold in any shop.\0	-1	a,	a,	a,	a,	0	0	0	a,
2096	Sword of Whispering Death Blade		a,A key material that Dwarves use to make the Sword of Whispering Death. Can be sold in any shop.\0	-1	a,	a,	a,	a,	0	0	0	a,
2097	War Axe Blade		a,A key material that Dwarves use to make the War Axe. Can be sold in any shop.\0	-1	a,	a,	a,	a,	0	0	0	a,
2098	Nirvana Axe Blade		a,A key material that Dwarves use to make the Nirvana Axe. Can be sold in any shop.\0	-1	a,	a,	a,	a,	0	0	0	a,
2099	Stick of Eternity Shaft		a,A key material that Dwarves use to make the Stick of Eternity. Can be sold in any shop.\0	-1	a,	a,	a,	a,	0	0	0	a,
2100	Paradia Staff Head		a,A key material that Dwarves use to make the Paradia Staff. Can be sold in any shop.\0	-1	a,	a,	a,	a,	0	0	0	a,
2101	Inferno Staff Head		a,A key material that Dwarves use to make the Inferno Staff. Can be sold in any shop.\0	-1	a,	a,	a,	a,	0	0	0	a,
2102	Pa'agrian Hammer Head		a,A key material that Dwarves use to make the Pa'agrian Hammer. Can be sold in any shop.\0	-1	a,	a,	a,	a,	0	0	0	a,
2103	Sage's Staff Head		a,A key material that Dwarves use to make the Sage's Staff. Can be sold in any shop.\0	-1	a,	a,	a,	a,	0	0	0	a,
2104	Club of Nature Head		a,A key material that Dwarves use to make the Club of Nature. Can be sold in any shop.\0	-1	a,	a,	a,	a,	0	0	0	a,
2105	Mace of The Underworld Head		a,A key material that Dwarves use to make the Mace of the Underworld. Can be sold in any shop.\0	-1	a,	a,	a,	a,	0	0	0	a,
2106	Grace Dagger Edge		a,A key material that Dwarves use to make the Grace Dagger. Can be sold in any shop.\0	-1	a,	a,	a,	a,	0	0	0	a,
2107	Dark Screamer Edge		a,A key material that Dwarves use to make the Dark Screamer. Can be sold in any shop.\0	-1	a,	a,	a,	a,	0	0	0	a,
2108	Fisted Blade Piece		a,A key material that Dwarves use to make the Fisted Blade. Can be sold in any shop.\0	-1	a,	a,	a,	a,	0	0	0	a,
2109	Akat Longbow Shaft		a,A key material that Dwarves use to make the Akat Long Bow. Can be sold in any shop.\0	-1	a,	a,	a,	a,	0	0	0	a,
2110	Heathen's Book Page		a,A key material that Dwarves use to make the Heathen's Book. Can be sold in any shop.\0	-1	a,	a,	a,	a,	0	0	0	a,
2111	Hex Doll Fragment		a,A key material that Dwarves use to make a Hex Doll. Can be sold in any shop.\0	-1	a,	a,	a,	a,	0	0	0	a,
2112	Pa'agrian Axe Blade		a,A key material that Dwarves use to make the Pa'agrian Axe. Can be sold in any shop.\0	-1	a,	a,	a,	a,	0	0	0	a,
2113	Scorpion Blade		a,A key material that Dwarves use to make the Scorpion. Can be sold in any shop.\0	-1	a,	a,	a,	a,	0	0	0	a,
2114	Widowmaker Head		a,A key material that Dwarves use to make a Widowmaker. Can be sold in any shop.\0	-1	a,	a,	a,	a,	0	0	0	a,
2115	Samurai Longsword Blade		a,A key material that Dwarves use to make the Samurai Longsword. Can be sold in any shop.\0	-1	a,	a,	a,	a,	0	0	0	a,
2116	Deadman's Staff Head		a,A key material that Dwarves use to make the Deadman's Staff. Can be sold in any shop.\0	-1	a,	a,	a,	a,	0	0	0	a,
2117	Ghoul's Staff Head		a,A key material that Dwarves use to make the Ghoul's Staff. Can be sold in any shop.\0	-1	a,	a,	a,	a,	0	0	0	a,
2118	Demon's Staff Head		a,A key material that Dwarves use to make the Demon's Staff. Can be sold in any shop.\0	-1	a,	a,	a,	a,	0	0	0	a,
2119	Crystal Dagger Blade		a,A key material that Dwarves use to make the Crystal Dagger. Can be sold in any shop.\0	-1	a,	a,	a,	a,	0	0	0	a,
2120	Great Pata Blade		a,A key material that Dwarves use to make the Great Pata. Can be sold in any shop.\0	-1	a,	a,	a,	a,	0	0	0	a,
2121	Eminence Bow Shaft		a,A key material that Dwarves use to make the Eminence Bow. Can be sold in any shop.\0	-1	a,	a,	a,	a,	0	0	0	a,
2122	Orcish Poleaxe Blade		a,A key material that Dwarves use to make the Orcish Poleaxe. Can be sold in any shop.\0	-1	a,	a,	a,	a,	0	0	0	a,
2123	Candle of Wisdom Model		a,A key material that Dwarves use to make the Candle of Wisdom. Can be sold in any shop.\0	-1	a,	a,	a,	a,	0	0	0	a,
2124	Blessed Branch Splinter		a,A key material that Dwarves use to make the Blessed Branch. Can be sold in any shop.\0	-1	a,	a,	a,	a,	0	0	0	a,
2125	Phoenix Feather Piece		a,A key material that Dwarves use to make the Phoenix Feather. Can be sold in any shop.\0	-1	a,	a,	a,	a,	0	0	0	a,
2126	Cerberus Eye Fragment		a,A key material that Dwarves use to make the Cerberus eye. Can be sold in any shop.\0	-1	a,	a,	a,	a,	0	0	0	a,
2127	Scroll of Destruction Page		a,A key material that Dwarves use to make the Scroll of Destruction. Can be sold in any shop.\0	-1	a,	a,	a,	a,	0	0	0	a,
2128	Claws of Black Dragon Piece		a,A key material that Dwarves use to make the Claws of Black Dragon. Can be sold in any shop.\0	-1	a,	a,	a,	a,	0	0	0	a,
2129	Three Eyed Crow's Feather Piece		a,A key material that Dwarves use to make the Three Eyed Crow's Feather. Can be sold in any shop.\0	-1	a,	a,	a,	a,	0	0	0	a,
2130	Gemstone D		a,	-1	a,	a,	a,	a,	0	0	0	a,
2131	Gemstone C		a,	-1	a,	a,	a,	a,	0	0	0	a,
2132	Gemstone B		a,	-1	a,	a,	a,	a,	0	0	0	a,
2133	Gemstone A		a,	-1	a,	a,	a,	a,	0	0	0	a,
2134	Gemstone S		a,	-1	a,	a,	a,	a,	0	0	0	a,
2135	Recipe: Braided Hemp		a,For Dwarves only. The recipe for a Braided Hemp. Requires Create Item - Skill Level 1. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
2136	Recipe: Cokes		a,For Dwarves only. The recipe for Cokes. Requires Create Item - Skill Level 1. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
2137	Recipe: Steel		a,For Dwarves only. The recipe for Steel. Requires Create Item - Skill Level 1. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
2138	Recipe: Coarse Bone Powder (100%)		a,For Dwarves only. The recipe for Coarse Bone Powder. Requires Create Item - Skill Level 1. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
2139	Recipe: Steel Mold		a,For Dwarves only. The recipe for a Steel Mold. Requires Create Item - Skill Level 2. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
2140	Recipe: High Grade Suede		a,For Dwarves only. The recipe for High Grade Suede. Requires Create Item - Skill Level 2. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
2141	Recipe: Silver Mold		a,For Dwarves only. The recipe for a Silver Mold. Requires Create Item - Skill Level 2. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
2142	Recipe: Varnish of Purity		a,For Dwarves only. The recipe for Varnish of Purity. Requires Create Item - Skill Level 2. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
2143	Recipe: Synthetic Cokes		a,For Dwarves only. The recipe for Synthetic Cokes. Requires Create Item - Skill Level 2. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
2144	Recipe: Compound Braid		a,For Dwarves only. The recipe for a Compound Braid. Requires Create Item - Skill Level 2. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
2145	Recipe: Mithril Alloy		a,For Dwarves only. The recipe for Mithril Alloy. Requires Create Item - Skill Level 4. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
2146	Recipe: Artisan's frame		a,For Dwarves only. The recipe for an Artisan's frame. Requires Create Item - Skill Level 4. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
2147	Recipe: Blacksmith's frame		a,For Dwarves only. The recipe for a Blacksmith's frame. Requires Create Item - Skill Level 4. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
2148	Recipe: Crafted Leather		a,For Dwarves only. The recipe for Crafted Leather. Requires Create Item - Skill Level 4. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
2149	Recipe: Metallic Fiber		a,For Dwarves only. The recipe for a Metallic Fiber. Requires Create Item - Skill Level 4. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
2150	Recipe: Blue Diamond Necklace		a,For Dwarves only. The recipe for a Blue Diamond Necklace. Requires Create Item - Skill Level 1. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
2151	Recipe: Necklace of Devotion		a,For Dwarves only. The recipe for a Necklace of Devotion. Requires Create Item - Skill Level 2. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
2152	Recipe: Enchanted Necklace		a,For Dwarves only. The recipe for an Enchanted Necklace. Requires Create Item - Skill Level 2. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
2153	Recipe: Tiger's Eye Earring		a,For Dwarves only. The recipe for a Tiger's Eye Earring. Requires Create Item - Skill Level 3. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
2154	Recipe: Elven Earring		a,For Dwarves only. The recipe for Elven Earrings. Requires Create Item - Skill Level 3. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
2155	Recipe: Elven Ring		a,For Dwarves only. The recipe for an Elven Ring. Requires Create Item - Skill Level 3. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
2156	Recipe: Elven Necklace		a,For Dwarves only. The recipe for an Elven Necklace. Requires Create Item - Skill Level 3. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
2157	Recipe: Omen Beast's Eye Earring		a,For Dwarves only. The recipe for an Omen Beast's Eye Earring. Requires Create Item - Skill Level 4. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
2158	Recipe: Mithril Ring		a,For Dwarves only. The recipe for a Mithril Ring. Requires Create Item - Skill Level 4. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
2159	Recipe: Necklace of Darkness		a,For Dwarves only. The recipe for a Necklace of Darkness. Requires Create Item - Skill Level 4. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
2160	Recipe: Moonstone Earring		a,For Dwarves only. The recipe for Moonstone Earrings. Requires Create Item - Skill Level 4. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
2161	Recipe: Aquastone Ring		a,For Dwarves only. The recipe for an Aquastone Ring. Requires Create Item - Skill Level 4. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
2162	Recipe: Aquastone Necklace		a,For Dwarves only. The recipe for an Aquastone Necklace. Requires Create Item - Skill Level 4. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
2163	Recipe: Earring of Protection		a,For Dwarves only. The recipe for Earrings of Protection. Requires Create Item - Skill Level 5. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
2164	Recipe: Ring of Protection		a,For Dwarves only. The recipe for a Ring of Protection. Requires Create Item - Skill Level 5. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
2165	Recipe: Necklace of Protection		a,For Dwarves only. The recipe for a Necklace of Protection. Requires Create Item - Skill Level 5. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
2166	Recipe: Earrings of Binding (100%)		a,For Dwarves only. The recipe for Earrings of Binding. Requires Create Item - Skill Level 5. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
2167	Recipe: Ring of Ages		a,For Dwarves only. The recipe for making a Ring of Ages. Requires Create Item - Skill Level 5. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
2168	Recipe: Necklace of Mermaid		a,For Dwarves only. The recipe for a Necklace of Mermaid. Requires Create Item - Skill Level 5. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
2169	Recipe: Necklace of Binding		a,For Dwarves only. The recipe for a Necklace of Binding. Requires Create Item - Skill Level 6. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
2170	Recipe: Nassen's Earring		a,For Dwarves only. The recipe for Nassen's earrings. Requires Create Item - Skill Level 6. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
2171	Recipe: Sage's Ring		a,For Dwarves only. The recipe for a Sage's Ring. Requires Create Item - Skill Level 7. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
2172	Recipe: Sage's Necklace		a,For Dwarves only. The recipe for a Sage's Necklace. Requires Create Item - Skill Level 7. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
2173	Recipe: Hard Leather Shirt		a,For Dwarves only. The recipe for a Hard Leather Shirt. Requires Create Item - Skill Level 1. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
2174	Recipe: Hard Leather Gaiters		a,For Dwarves only. The recipe for a Hard Leather Gaiters. Requires Create Item - Skill Level 1. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
2175	Recipe: Boots		a,For Dwarves only. The recipe for Boots. Requires Create Item - Skill Level 1. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
2176	Recipe: Leather Boots		a,For Dwarves only. The recipe for Leather Boots. Requires Create Item - Skill Level 2. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
2177	Recipe: Bone Helmet		a,For Dwarves only. The recipe for a Bone Helmet. Requires Create Item - Skill Level 2. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
2178	Recipe: Dark Stockings		a,For Dwarves only. The recipe for Dark Stockings. Requires Create Item - Skill Level 2. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
2179	Recipe: Crafted Leather Gloves		a,For Dwarves only. The recipe for Crafted Leather Gloves. Requires Create Item - Skill Level 2. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
2180	Recipe: Scale Mail		a,For Dwarves only. The recipe for a Scale Mail. Requires Create Item - Skill Level 2. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
2181	Recipe: White Tunic		a,For Dwarves only. The recipe for a White Tunic. Requires Create Item - Skill Level 2. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
2182	Recipe: Scale Gaiters		a,For Dwarves only. The recipe for Scale Gaiters. Requires Create Item - Skill Level 2. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
2183	Recipe: Mithril Banded Mail		a,For Dwarves only. The recipe for a Mithril Banded Mail. Requires Create Item - Skill Level 3. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
2184	Recipe: Mithril Banded Gaiters		a,For Dwarves only. The recipe for Mithril Banded Gaiters. Requires Create Item - Skill Level 3. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
2185	Recipe: Iron Boots		a,For Dwarves only. The recipe for Iron Boots. Requires Create Item - Skill Level 3. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
2186	Recipe: Brigandine Tunic		a,For Dwarves only. The recipe for Brigandine. Requires Create Item - Skill Level 3. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
2187	Recipe: Manticore Skin Shirt		a,For Dwarves only. The recipe for a Manticore Leather Shirt. Requires Create Item - Skill Level 3. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
2188	Recipe: Manticore Skin Gaiters		a,For Dwarves only. The recipe for Manticore Leather Gaiters. Requires Create Item - Skill Level 3. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
2189	Recipe: Mithril Tunic		a,For Dwarves only. The recipe for a  Mithril Tunic. Requires Create Item - Skill Level 3. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
2190	Recipe: Mithril Stockings		a,For Dwarves only. The recipe for Mithril Stockings. Requires Create Item - Skill Level 3. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
2191	Recipe: RIP Gauntlets		a,For Dwarves only. The recipe for RIP Gauntlets. Requires Create Item - Skill Level 3. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
2192	Recipe: Kite Shield		a,For Dwarves only. The recipe for a Kite Shield. Requires Create Item - Skill Level 3. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
2193	Recipe: Boots of Power		a,For Dwarves only. The recipe for Boots of Power. Requires Create Item - Skill Level 3. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
2194	Recipe: Mithril Gloves		a,For Dwarves only. The recipe for Mithril Gloves. Requires Create Item - Skill Level 4. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
2195	Recipe: Half Plate Armor		a,For Dwarves only. The recipe for Half Plate. Requires Create Item - Skill Level 4. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
2196	Recipe: Plate Gaiters		a,For Dwarves only. The recipe for Plate Gaiters. Requires Create Item - Skill Level 4. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
2197	Recipe: Salamander Skin Mail		a,For Dwarves only. The recipe for a Salamander Skin Mail. Requires Create Item - Skill Level 4. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
2198	Recipe: Sage's Rag		a,For Dwarves only. The recipe for a Sage's Rag. Requires Create Item - Skill Level 4. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
2199	Recipe: Karmian Stockings		a,For Dwarves only. The recipe for Karmian Stockings. Requires Create Item - Skill Level 4. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
2200	Recipe: Chain Helmet		a,For Dwarves only. The recipe for a Chain Helmet. Requires Create Item - Skill Level 4. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
2201	Recipe: Square Shield		a,For Dwarves only. The recipe for a Square Shield. Requires Create Item - Skill Level 4. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
2202	Recipe: Assault Boots		a,For Dwarves only. The recipe for Assault Boots. Requires Create Item - Skill Level 4. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
2203	Recipe: Mithril Boots		a,For Dwarves only. The recipe for tempered Mithril Boots. Requires Create Item - Skill Level 4. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
2204	Recipe: Chain Mail Shirt		a,For Dwarves only. The recipe for a Chain Mail Shirt. Requires Create Item - Skill Level 4. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
2205	Recipe: Chain Gaiters		a,For Dwarves only. The recipe for Chain Gaiters. Requires Create Item - Skill Level 4. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
2206	Recipe: Mithril Shirt		a,For Dwarves only. The recipe for a tempered Mithril Shirt. Requires Create Item - Skill Level 4. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
2207	Recipe: Karmian Tunic		a,For Dwarves only. The recipe for a Karmian Tunic. Requires Create Item - Skill Level 4. The success rate is 100%.\0	-1	a,	a,	a,	a,	0	0	0	a,
