name	id_mk	id_recipe	level	id_item	count	mp_cost	success_rate	materials_cnt	materials_m[0]_id	materials_m[0]_cnt	materials_m[1]_id	materials_m[1]_cnt	materials_m[2]_id	materials_m[2]_cnt	materials_m[3]_id	materials_m[3]_cnt	materials_m[4]_id	materials_m[4]_cnt	materials_m[5]_id	materials_m[5]_cnt	materials_m[6]_id	materials_m[6]_cnt	materials_m[7]_id	materials_m[7]_cnt	materials_m[8]_id	materials_m[8]_cnt	materials_m[9]_id	materials_m[9]_cnt
a,mk_stick_of_eternity\0	230	2337	5	196	1	156	100	7	2099	10	1893	37	1881	74	1889	37	5220	111	1459	300	2131	166						
a,mk_paradia_staff\0	231	2338	5	197	1	156	100	7	2100	10	1893	37	1881	74	1889	37	5220	111	1459	300	2131	166						
a,mk_inferno_staff\0	232	2339	5	198	1	156	100	7	2101	10	1893	37	1881	74	1889	37	5220	111	1459	300	2131	166						
a,mk_paagrio_hammer\0	233	2340	5	199	1	156	100	7	2102	10	1890	72	1888	36	1885	18	5220	90	1459	300	2131	166						
a,mk_sage's_staff\0	234	2341	5	200	1	156	100	7	2103	10	1893	37	1881	74	1889	37	5220	111	1459	300	2131	166						
a,mk_club_of_nature\0	235	2342	5	201	1	156	100	7	2104	10	1893	37	1881	74	1889	37	5220	111	1459	300	2131	166						
a,mk_mace_of_underworld\0	236	2343	5	202	1	156	100	7	2105	10	1890	54	1888	54	1885	27	5220	108	1459	300	2131	166						
a,mk_grace_dagger\0	237	2344	5	231	1	156	100	7	2106	10	1891	2	1890	50	1888	50	5220	100	1459	300	2131	166						
a,mk_dark_screamer\0	238	2345	5	233	1	156	100	7	2107	10	1891	2	1890	50	1888	50	5220	100	1459	300	2131	166						
a,mk_fist_blade\0	239	2346	5	265	1	156	100	7	2108	10	1890	54	1888	54	1885	27	5220	108	1459	300	2131	166						
a,mk_akat_long_bow\0	240	2347	5	283	1	156	100	7	2109	10	1890	85	1889	17	1885	17	5220	102	1459	290	2131	166						
a,mk_heathen's_book\0	241	2348	5	326	1	156	100	7	2110	10	1893	37	1881	74	1889	37	5220	111	1459	300	2131	166						
a,mk_hex_doll\0	242	2349	5	327	1	156	100	7	2111	10	1893	37	1881	74	1889	37	5220	111	1459	300	2131	166						
a,mk_paagrio_axe\0	243	2350	5	203	1	159	100	7	2112	10	1890	80	1888	40	1885	20	5220	100	1459	330	2131	187						
a,mk_scorpion\0	244	2351	5	301	1	159	100	7	2113	10	1890	80	1888	40	1885	20	5220	100	1459	330	2131	187						
a,mk_widow_maker\0	245	2352	5	303	1	159	100	7	2114	10	1890	80	1888	40	1885	20	5220	100	1459	330	2131	187						
a,mk_samurai_longsword\0	246	2353	6	135	1	165	100	7	2115	11	1891	3	1890	82	1888	41	5220	164	1459	410	2131	248						
a,mk_deadman's_staff\0	247	2354	6	204	1	165	100	7	2116	11	1893	54	1881	108	1889	54	5220	162	1459	410	2131	248						
a,mk_ghoul's_staff\0	248	2355	6	205	1	165	100	7	2117	11	1893	54	1881	108	1889	54	5220	162	1459	410	2131	248						
a,mk_demon's_staff\0	249	2356	6	206	1	165	100	7	2118	11	1893	54	1881	108	1889	54	5220	162	1459	410	2131	248						
a,mk_crystal_dagger\0	250	2357	6	228	1	165	100	7	2119	11	1891	2	1890	76	1888	76	5220	152	1459	410	2131	248						
a,mk_great_pata\0	251	2358	6	266	1	165	100	7	2120	11	1890	80	1888	80	1885	40	5220	160	1459	410	2131	248						
a,mk_eminence_bow\0	252	2359	6	286	1	165	100	7	2121	11	1890	120	1889	24	1885	24	5220	144	1459	420	2131	248						
a,mk_orcish_poleaxe\0	253	2360	6	299	1	165	100	7	2122	11	1890	104	1888	52	1885	26	5220	130	1459	420	2131	248						
a,mk_candle_of_wisdom\0	254	2361	6	328	1	165	100	7	2123	11	1893	54	1881	108	1889	54	5220	162	1459	410	2131	248						
a,mk_blessed_branch\0	255	2362	6	329	1	165	100	7	2124	11	1893	54	1881	108	1889	54	5220	162	1459	410	2131	248						
a,mk_phoenix's_feather\0	256	2363	6	330	1	165	100	7	2125	11	1893	54	1881	108	1889	54	5220	162	1459	410	2131	248						
a,mk_cerberus's_eye\0	257	2364	6	331	1	165	100	7	2126	11	1893	54	1881	108	1889	54	5220	162	1459	410	2131	248						
a,mk_scroll_of_destruction\0	258	2365	6	332	1	165	100	7	2127	11	1893	54	1881	108	1889	54	5220	162	1459	410	2131	248						
a,mk_claws_of_blackdragon\0	259	2366	6	333	1	165	100	7	2128	11	1893	54	1881	108	1889	54	5220	162	1459	410	2131	248						
a,mk_three_eye_crow's_feather\0	260	2367	6	334	1	165	100	7	2129	11	1893	54	1881	108	1889	54	5220	162	1459	410	2131	248						
a,mk_ring_of_binding\0	261	2970	6	886	1	165	100	6	2917	11	1886	1	1895	40	1887	8	1459	20	2131	7								
a,mk_mithril_scale_gaiters\0	262	2971	3	2377	1	120	100	5	2918	7	1883	2	1880	32	1458	60	2130	14										
a,mk_brigandine_gaiters\0	263	2972	3	2378	1	120	100	5	2919	7	1883	2	1880	32	1458	60	2130	14										
a,mk_elven_mithril_tunic\0	264	2973	3	2396	1	120	100	5	2920	7	1882	84	1884	42	1458	70	2130	17										
a,mk_elven_mithril_hose\0	265	2974	3	2401	1	120	100	5	2921	7	1882	45	1884	45	1458	45	2130	10										
a,mk_brigandine_helmet\0	266	2975	3	2411	1	120	100	5	2922	7	1883	1	1882	20	1458	35	2130	8										
a,mk_manticor_skin_boots\0	267	2976	3	2424	1	120	100	5	2923	7	1882	24	1885	3	1458	24	2130	5										
a,mk_brigandine_boots\0	268	2977	3	2425	1	120	100	5	2924	7	1882	24	1885	3	1458	24	2130	5										
a,mk_elven_mithril_boots\0	269	2978	3	2426	1	120	100	5	2925	7	1882	24	1885	3	1458	24	2130	5										
a,mk_manticor_skin_gloves\0	270	2979	3	2448	1	120	100	5	2926	7	1882	24	1885	3	1458	24	2130	5										
a,mk_brigandine_gauntlet\0	271	2980	3	2449	1	120	100	5	2927	7	1882	24	1885	3	1458	24	2130	5										
a,mk_elven_mithril_gloves\0	272	2981	3	2450	1	120	100	5	2928	7	1882	24	1885	3	1458	24	2130	5										
a,mk_brigandine_shield\0	273	2982	3	2493	1	120	100	6	2929	7	1880	12	1879	4	1882	4	1458	24	2130	5								
a,mk_plate_helmet\0	274	2983	4	2412	1	129	100	5	2930	8	1883	1	1882	60	1458	45	2130	10										
a,mk_slamander_skin_boots\0	275	2984	4	2427	1	129	100	5	2931	8	1882	32	1885	4	1458	30	2130	6										
a,mk_plate_boots\0	276	2985	4	2428	1	129	100	5	2932	8	1882	32	1885	4	1458	30	2130	6										
a,mk_sage's_worn_gloves\0	277	2986	4	2451	1	129	100	5	2933	8	1882	32	1885	4	1458	30	2130	6										
a,mk_plate_shield\0	278	2987	4	2494	1	129	100	6	2934	8	1880	15	1879	5	1882	5	1458	32	2130	7								
a,mk_tempered_mithril_gaiters\0	279	2988	4	2387	1	138	100	5	2935	8	1894	15	1895	15	1458	70	2131	6										
a,mk_chain_hood\0	280	2989	4	2413	1	138	100	5	2936	8	1892	1	1894	2	1458	60	2131	5										
a,mk_chain_boots\0	281	2990	4	2429	1	138	100	5	2937	8	1894	8	1885	1	1458	40	2131	3										
a,mk_karmian_boots\0	282	2991	4	2430	1	138	100	5	2938	8	1894	8	1885	1	1458	40	2131	3										
a,mk_plate_leather_boots\0	283	2992	4	2431	1	138	100	5	2939	8	1894	8	1885	1	1458	40	2131	3										
a,mk_dwarven_chain_boots\0	284	2993	4	2432	1	138	100	5	2940	8	1894	8	1885	1	1458	40	2131	3										
a,mk_boots_of_seal\0	285	2994	4	2433	1	138	100	5	2941	8	1894	8	1885	1	1458	40	2131	3										
a,mk_reinforce_mithril_gloves\0	286	2995	4	2452	1	138	100	5	2942	8	1894	8	1885	1	1458	40	2131	3										
a,mk_chain_gloves\0	287	2996	4	2453	1	138	100	5	2943	8	1894	8	1885	1	1458	40	2131	3										
a,mk_karmian_gloves\0	288	2997	4	2454	1	138	100	5	2944	8	1894	8	1885	1	1458	40	2131	3										
a,mk_chain_shield\0	289	2998	4	2495	1	138	100	6	2945	8	1890	3	1888	1	1894	1	1458	40	2131	3								
a,mk_plate_leather_gloves\0	290	2999	5	2455	1	144	100	5	2946	9	1894	8	1885	1	1459	10	2131	3										
a,mk_dwarven_chain_shield\0	291	3000	5	2496	1	144	100	6	2947	9	1890	3	1888	1	1894	1	1459	12	2131	4								
a,mk_rind_leather_boots\0	292	3001	5	2434	1	147	100	5	2948	9	1894	10	1885	1	1459	12	2131	4										
a,mk_dwarven_chain_gloves\0	293	3002	5	2456	1	147	100	5	2949	9	1894	10	1885	1	1459	12	2131	4										
a,mk_gloves_of_seal\0	294	3003	5	2457	1	147	100	5	2950	9	1894	10	1885	1	1459	12	2131	4										
a,mk_rind_leather_gloves\0	295	3004	5	2458	1	147	100	5	2951	9	1894	10	1885	1	1459	12	2131	4										
a,mk_demon's_boots\0	296	3005	5	2435	1	156	100	5	2952	10	1894	16	1885	2	1459	16	2131	6										
a,mk_demon's_gloves\0	297	3006	5	2459	1	156	100	5	2953	10	1894	16	1885	2	1459	16	2131	6										
a,mk_theca_leather_boots\0	298	3007	5	2436	1	159	100	5	2954	10	1894	18	1885	2	1459	20	2131	7										
a,mk_theca_leather_gloves\0	299	3008	5	2460	1	159	100	5	2955	10	1894	18	1885	2	1459	20	2131	7										
a,mk_composite_boots\0	300	3009	5	64	1	156	100	5	2956	10	1894	16	1885	2	1459	16	2131	6										
a,mk_composite_helmet\0	301	3010	5	517	1	156	100	5	2957	10	1892	1	1894	14	1459	25	2131	10										
a,mk_divine_boots\0	302	3011	6	603	1	165	100	5	2958	11	1894	24	1885	3	1459	24	2131	10										
a,mk_full_plate_helmet\0	303	3012	6	2414	1	165	100	5	2959	11	1892	1	1894	26	1459	36	2131	15										
a,mk_drake_leather_boots\0	304	3013	6	2437	1	165	100	5	2960	11	1894	24	1885	3	1459	24	2131	10										
a,mk_full_plate_boots\0	305	3014	6	2438	1	165	100	5	2961	11	1894	24	1885	3	1459	24	2131	10										
a,mk_drake_leather_gloves\0	306	3015	6	2461	1	165	100	5	2962	11	1894	24	1885	3	1459	24	2131	10										
a,mk_full_plate_gauntlet\0	307	3016	6	2462	1	165	100	5	2963	11	1894	24	1885	3	1459	24	2131	10										
a,mk_blessed_gloves\0	308	3017	6	2463	1	165	100	5	2964	11	1894	24	1885	3	1459	24	2131	10										
a,mk_divine_gloves\0	309	3018	6	2468	1	165	100	5	2965	11	1894	24	1885	3	1459	24	2131	10										
a,mk_full_plate_shield\0	310	3019	6	2497	1	165	100	6	2966	11	1890	9	1888	3	1894	3	1459	25	2131	10								
a,mk_elven_long_sword\0	311	3020	4	2499	1	129	100	6	2967	8	1883	2	1880	220	1879	220	1458	550	2130	185								
a,mk_dwarven_warhammer\0	312	3021	5	2502	1	147	100	7	2968	9	1890	38	1888	38	1885	19	5220	76	1459	180	2131	105						
a,mk_yaksa_mace\0	313	3022	6	2503	1	165	100	7	2969	11	1890	80	1888	80	1885	40	5220	160	1459	410	2131	248						
a,mk_titan_key\0	314	3023	1	3030	1	100	100	4	3273	20	3274	10	3275	10	1458	10												
a,mk_journeyman_ring\0	315	3024	1	3139	1	100	100	5	3138	1	3134	1	1880	1	1865	10	1458	10										
a,mk_amber_bead\0	316	3025	2	3136	5	100	100	1	3137	1																		
a,mk_spiritshot_d\0	317	3032	2	2510	100	60	100	2	3031	3	1458	1																
a,mk_spiritshot_c\0	318	3033	4	2511	200	120	100	2	3031	10	1459	1																
a,mk_spiritshot_b\0	319	3034	6	2512	150	180	100	2	3031	15	1460	1																
a,mk_spiritshot_a\0	320	3035	7	2513	200	240	100	2	3031	22	1461	1																
a,mk_spiritshot_s\0	321	3036	8	2514	200	300	100	2	3031	15	1462	1																
a,q_mk_titans_powerstone\0	322	3838	2	3846	1	100	25	1	3845	1																		
a,mk_blessed_spiritshot_d\0	323	3953	2	3948	100	60	100	2	3031	8	1458	2																
a,mk_blessed_spiritshot_c\0	324	3954	4	3949	200	120	100	2	3031	30	1459	2																
a,mk_blessed_spiritshot_b\0	325	3955	6	3950	100	180	100	2	3031	16	1460	2																
a,mk_blessed_spiritshot_a\0	326	3956	7	3951	200	240	100	2	3031	70	1461	2																
a,mk_blessed_spiritshot_s\0	327	3957	8	3952	200	300	100	2	3031	50	1462	2																
a,mk_adamantite_earing_i\0	328	4937	6	856	1	174	70	8	4937	1	4049	12	1892	1	1895	30	1887	6	4044	6	1459	28	2132	4				
a,mk_adamantite_earing_ii\0	329	4126	6	856	1	174	100	8	4126	1	4049	12	4048	1	1895	40	1887	8	4044	8	1459	35	2132	4				
a,mk_adamantite_ring_i\0	330	4938	6	887	1	174	70	8	4938	1	4050	12	1886	1	1895	25	1887	5	4044	5	1459	22	2132	2				
a,mk_adamantite_ring_ii\0	331	4127	6	887	1	174	100	8	4127	1	4050	12	1892	1	1895	30	1887	6	4044	6	1459	32	2132	2				
a,mk_adamantite_necklace_i\0	332	4939	6	918	1	174	70	8	4939	1	4051	12	1892	1	1889	30	1887	6	4044	6	1459	34	2132	5				
a,mk_adamantite_necklace_ii\0	333	4128	6	918	1	174	100	8	4128	1	4051	12	4048	1	1889	35	1887	7	4044	7	1459	58	2132	5				
a,mk_earing_of_black_ore_i\0	334	4973	7	864	1	183	70	8	4973	1	4052	13	1892	1	1895	50	1887	10	4044	10	1460	16	2132	6				
a,mk_earing_of_black_ore_ii\0	335	4129	7	864	1	183	100	8	4129	1	4052	13	4048	1	1895	65	1887	13	4044	13	1460	25	2132	6				
a,mk_ring_of_black_ore_i\0	336	4974	7	895	1	183	70	8	4974	1	4053	13	1886	1	1895	40	1887	8	4044	8	1460	10	2132	4				
a,mk_ring_of_black_ore_ii\0	337	4130	7	895	1	183	100	8	4130	1	4053	13	1892	1	1895	50	1887	10	4044	10	1460	18	2132	4				
a,mk_necklace_of_black_ore_i\0	338	4975	7	926	1	183	70	8	4975	1	4054	13	1892	1	1889	40	1887	8	4044	8	1460	20	2132	8				
a,mk_necklace_of_black_ore_ii\0	339	4131	7	926	1	183	100	8	4131	1	4054	13	4048	1	1889	55	1887	11	4044	11	1460	37	2132	8				
a,mk_composite_shield\0	340	4132	5	107	1	156	100	6	4055	10	1890	6	1888	2	1894	2	1459	17	2131	7								
a,mk_shrnoen's_breastplate_i\0	341	4940	6	357	1	174	60	7	4940	1	4056	12	1892	3	1890	18	4043	12	1459	82	2132	12						
a,mk_shrnoen's_breastplate_ii\0	342	4133	6	357	1	174	100	7	4133	1	4056	12	4048	3	1890	33	4043	22	1459	129	2132	12						
a,mk_shrnoen's_gaiters_i\0	343	4941	6	383	1	174	60	7	4941	1	4057	12	1892	2	1890	12	4043	8	1459	45	2132	7						
a,mk_shrnoen's_gaiters_ii\0	344	4134	6	383	1	174	100	7	4134	1	4057	12	4048	2	1890	21	4043	14	1459	72	2132	7						
a,mk_implosion_boots_i\0	345	4976	7	564	1	183	60	7	4976	1	4058	13	1894	32	1885	4	4043	4	1460	8	2132	4						
a,mk_implosion_boots_ii\0	346	4135	7	564	1	183	100	8	4135	1	4058	13	4046	1	1894	48	1885	6	4043	6	1460	15	2132	4				
a,mk_silent_boots_i\0	347	4942	6	572	1	174	60	7	4942	1	4059	12	1894	16	1885	2	4043	2	1459	25	2132	2						
a,mk_silent_boots_ii\0	348	4136	6	572	1	174	100	8	4136	1	4059	12	4046	1	1894	24	1885	3	4043	3	1459	33	2132	2				
a,mk_guardian's_boots_i\0	349	4943	6	578	1	174	60	7	4943	1	4060	12	1894	16	1885	2	4043	2	1459	25	2132	2						
a,mk_guardian's_boots_ii\0	350	4137	6	578	1	174	100	8	4137	1	4060	12	4046	1	1894	24	1885	3	4043	3	1459	33	2132	2				
a,mk_paradia_boots_i\0	351	4977	7	582	1	183	60	7	4977	1	4061	13	1894	32	1885	4	4043	4	1460	8	2132	4						
a,mk_paradia_boots_ii\0	352	4138	7	582	1	183	100	8	4138	1	4061	13	4046	1	1894	48	1885	6	4043	6	1460	15	2132	4				
a,mk_elemental_boots_i\0	353	4978	7	588	1	183	60	7	4978	1	4062	13	1894	32	1885	4	4043	4	1460	8	2132	4						
a,mk_elemental_boots_ii\0	354	4139	7	588	1	183	100	8	4139	1	4062	13	4046	1	1894	48	1885	6	4043	6	1460	15	2132	4				
a,mk_boots_of_grace_i\0	355	4979	7	590	1	183	60	7	4979	1	4063	13	1894	32	1885	4	4043	4	1460	8	2132	4						
a,mk_boots_of_grace_ii\0	356	4140	7	590	1	183	100	8	4140	1	4063	13	4046	1	1894	48	1885	6	4043	6	1460	15	2132	4				
a,mk_avadon_breastplate_i\0	357	4944	6	2376	1	174	60	7	4944	1	4064	12	1892	3	1890	18	4043	12	1459	82	2132	12						
a,mk_avadon_breastplate_ii\0	358	4141	6	2376	1	174	100	7	4141	1	4064	12	4048	3	1890	33	4043	22	1459	129	2132	12						
a,mk_avadon_gaiters_i\0	359	4945	6	2379	1	174	60	7	4945	1	4065	12	1892	2	1890	12	4043	8	1459	45	2132	7						
a,mk_avadon_gaiters_ii\0	360	4142	6	2379	1	174	100	7	4142	1	4065	12	4048	2	1890	21	4043	14	1459	72	2132	7						
a,mk_shrnoen's_leather_shirts_i\0	361	4946	6	2384	1	174	60	7	4946	1	4066	12	1894	40	1895	20	4043	20	1459	65	2132	9						
a,mk_shrnoen's_leather_shirts_ii\0	362	4143	6	2384	1	174	100	8	4143	1	4066	12	4046	2	1894	58	1895	29	4043	29	1459	118	2132	9				
a,mk_shrnoen's_leather_gaiters_i\0	363	4947	6	2388	1	174	60	7	4947	1	4067	12	1894	20	1895	20	4043	20	1459	34	2132	5						
a,mk_shrnoen's_leather_gaiters_ii\0	364	4144	6	2388	1	174	100	8	4144	1	4067	12	4046	1	1894	29	1895	29	4043	29	1459	70	2132	5				
a,mk_avadon_leather_mail_i\0	365	4948	6	2390	1	174	60	8	4948	1	4068	12	1894	65	1895	32	1889	16	4043	16	1459	95	2132	14				
a,mk_avadon_leather_mail_ii\0	366	4145	6	2390	1	174	100	9	4145	1	4068	12	4046	3	1894	96	1895	48	1889	24	4043	24	1459	161	2132	14		
a,mk_tunic_of_shrnoen_i\0	367	4949	6	2397	1	174	60	7	4949	1	4069	12	1894	40	1895	20	4043	20	1459	65	2132	9						
a,mk_tunic_of_shrnoen_ii\0	368	4146	6	2397	1	174	100	8	4146	1	4069	12	4046	2	1894	58	1895	29	4043	29	1459	118	2132	9				
a,mk_hose_of_shrnoen_i\0	369	4950	6	2402	1	174	60	7	4950	1	4070	12	1894	20	1895	20	4043	20	1459	34	2132	5						
a,mk_hose_of_shrnoen_ii\0	370	4147	6	2402	1	174	100	8	4147	1	4070	12	4046	1	1894	29	1895	29	4043	29	1459	70	2132	5				
a,mk_avadon_robe_i\0	371	4951	6	2406	1	174	60	8	4951	1	4071	12	1894	65	1895	32	1889	16	4043	16	1459	95	2132	14				
a,mk_avadon_robe_ii\0	372	4148	6	2406	1	174	100	9	4148	1	4071	12	4046	3	1894	96	1895	48	1889	24	4043	24	1459	161	2132	14		
a,mk_avadon_circlet_i\0	373	4952	6	2415	1	174	60	7	4952	1	4072	12	1892	1	1894	20	4043	2	1459	30	2132	4						
a,mk_avadon_circlet_ii\0	374	4149	6	2415	1	174	100	7	4149	1	4072	12	4048	1	1894	40	4043	4	1459	41	2132	4						
a,mk_avadon_gloves_i\0	375	4953	6	2464	1	174	60	7	4953	1	4073	12	1894	16	1885	2	4043	2	1459	25	2132	2						
a,mk_avadon_gloves_ii\0	376	4150	6	2464	1	174	100	8	4150	1	4073	12	4046	1	1894	24	1885	3	4043	3	1459	33	2132	2				
a,mk_silent_chain_gloves_i\0	377	4954	6	2465	1	174	60	7	4954	1	4074	12	1894	16	1885	2	4043	2	1459	25	2132	2						
a,mk_silent_chain_gloves_ii\0	378	4151	6	2465	1	174	100	8	4151	1	4074	12	4046	1	1894	32	1885	4	4043	4	1459	15	2132	2				
a,mk_guardian's_gloves_i\0	379	4955	6	2466	1	174	60	7	4955	1	4075	12	1894	16	1885	2	4043	2	1459	25	2132	2						
a,mk_guardian's_gloves_ii\0	380	4152	6	2466	1	174	100	8	4152	1	4075	12	4046	1	1894	32	1885	4	4043	4	1459	15	2132	2				
a,mk_gloves_of_blessing_i\0	381	4956	6	2467	1	174	60	7	4956	1	4076	12	1894	16	1885	2	4043	2	1459	25	2132	2						
a,mk_gloves_of_blessing_ii\0	382	4153	6	2467	1	174	100	8	4153	1	4076	12	4046	1	1894	32	1885	4	4043	4	1459	15	2132	2				
a,mk_doom_shield_i\0	383	4980	7	110	1	183	60	8	4980	1	4077	13	1890	9	1888	3	1894	3	4043	3	1460	15	2132	4				
a,mk_doom_shield_ii\0	384	4154	7	110	1	183	100	9	4154	1	4077	13	4046	1	1890	9	1888	3	1894	3	4043	3	1460	20	2132	4		
a,mk_blue_wolve's_breastplate_i\0	385	4981	7	358	1	183	60	7	4981	1	4078	13	1892	3	1890	36	4043	24	1460	40	2132	20						
a,mk_blue_wolve's_breastplate_ii\0	386	4155	7	358	1	183	100	7	4155	1	4078	13	4048	3	1890	54	4043	36	1460	89	2132	20						
a,mk_boots_of_blessing_i\0	387	4957	6	595	1	174	60	7	4957	1	4079	12	1894	16	1885	2	4043	2	1459	25	2132	2						
a,mk_boots_of_blessing_ii\0	388	4156	6	595	1	174	100	8	4156	1	4079	12	4046	1	1894	24	1885	3	4043	3	1459	33	2132	2				
a,mk_blue_wolve's_gaiters_i\0	389	4982	7	2380	1	183	60	7	4982	1	4080	13	1892	2	1890	24	4043	16	1460	20	2132	12						
a,mk_blue_wolve's_gaiters_ii\0	390	4157	7	2380	1	183	100	7	4157	1	4080	13	4048	2	1890	36	4043	24	1460	49	2132	12						
a,mk_doom_plate_armor_i\0	391	4983	7	2381	1	183	60	8	4983	1	4081	13	1892	4	1890	45	1887	15	4043	30	1460	60	2132	31				
a,mk_doom_plate_armor_ii\0	392	4158	7	2381	1	183	100	8	4158	1	4081	13	4048	4	1890	69	1887	23	4043	46	1460	136	2132	31				
a,mk_blue_wolve's_leather_mail_i\0	393	4984	7	2391	1	183	60	8	4984	1	4082	12	1894	100	1895	50	1889	25	4043	25	1460	48	2132	22				
a,mk_blue_wolve's_leather_mail_ii\0	394	4159	7	2391	1	183	100	9	4159	1	4082	12	4046	3	1894	140	1895	75	1889	35	4043	35	1460	107	2132	22		
a,mk_leather_mail_of_doom_i\0	395	4985	7	2392	1	183	60	8	4985	1	4083	12	1894	100	1895	50	1889	25	4043	25	1460	48	2132	22				
a,mk_leather_mail_of_doom_ii\0	396	4160	7	2392	1	183	100	9	4160	1	4083	12	4046	3	1894	140	1895	70	1889	35	4043	35	1460	107	2132	22		
a,mk_blue_wolve's_tunic_i\0	397	4986	7	2398	1	183	60	7	4986	1	4084	13	1894	64	1895	32	4043	32	1460	32	2132	14						
a,mk_blue_wolve's_tunic_ii\0	398	4161	7	2398	1	183	100	8	4161	1	4084	13	4046	2	1894	88	1895	44	4043	44	1460	73	2132	14				
a,mk_tunic_of_doom_i\0	399	4987	7	2399	1	183	60	7	4987	1	4085	13	1894	64	1895	32	4043	32	1460	32	2132	14						
a,mk_tunic_of_doom_ii\0	400	4162	7	2399	1	183	100	8	4162	1	4085	13	4046	2	1894	88	1895	44	4043	44	1460	73	2132	14				
a,mk_blue_wolve's_hose_i\0	401	4988	7	2403	1	183	60	7	4988	1	4086	13	1894	30	1895	30	4043	30	1460	18	2132	8						
a,mk_blue_wolve's_hose_ii\0	402	4163	7	2403	1	183	100	8	4163	1	4086	13	4046	1	1894	41	1895	41	4043	41	1460	47	2132	8				
a,mk_hose_of_doom_i\0	403	4989	7	2404	1	183	60	7	4989	1	4087	13	1894	30	1895	30	4043	30	1460	18	2132	8						
a,mk_hose_of_doom_ii\0	404	4164	7	2404	1	183	100	8	4164	1	4087	13	4046	1	1894	41	1895	41	4043	41	1460	47	2132	8				
a,mk_blue_wolve's_helmet_i\0	405	4990	7	2416	1	183	60	7	4990	1	4088	13	1892	1	1894	40	4043	4	1460	14	2132	7						
a,mk_blue_wolve's_helmet_ii\0	406	4165	7	2416	1	183	100	7	4165	1	4088	13	4048	1	1894	50	4043	5	1460	39	2132	7						
a,mk_doom_helmet_i\0	407	4991	7	2417	1	183	60	7	4991	1	4089	13	1892	1	1894	40	4043	4	1460	14	2132	7						
a,mk_doom_helmet_ii\0	408	4166	7	2417	1	183	100	7	4166	1	4089	13	4048	1	1894	50	4043	5	1460	39	2132	7						
a,mk_blue_wolve's_boots_i\0	409	4992	7	2439	1	183	60	7	4992	1	4090	13	1894	32	1885	4	4043	4	1460	8	2132	4						
a,mk_blue_wolve's_boots_ii\0	410	4167	7	2439	1	183	100	8	4167	1	4090	13	4046	1	1894	48	1885	6	4043	6	1460	15	2132	4				
a,mk_doom_gloves_i\0	411	4993	7	2475	1	183	60	7	4993	1	4091	13	1894	32	1885	4	4043	4	1460	8	2132	4						
a,mk_doom_gloves_ii\0	412	4168	7	2475	1	183	100	8	4168	1	4091	13	4046	1	1894	48	1885	6	4043	6	1460	15	2132	4				
a,mk_elemental_gloves_i\0	413	4994	7	2480	1	183	60	7	4994	1	4092	13	1894	32	1885	4	4043	4	1460	8	2132	4						
a,mk_elemental_gloves_ii\0	414	4169	7	2480	1	183	100	8	4169	1	4092	13	4046	1	1894	48	1885	6	4043	6	1460	15	2132	4				
a,mk_gloves_of_grace_i\0	415	4995	7	2481	1	183	60	7	4995	1	4093	13	1894	32	1885	4	4043	4	1460	8	2132	4						
a,mk_gloves_of_grace_ii\0	416	4170	7	2481	1	183	100	8	4170	1	4093	13	4046	1	1894	48	1885	6	4043	6	1460	15	2132	4				
a,mk_implosion_gauntlet_i\0	417	4996	7	2485	1	183	60	7	4996	1	4094	13	1894	32	1885	4	4043	4	1460	8	2132	4						
a,mk_implosion_gauntlet_ii\0	418	4171	7	2485	1	183	100	8	4171	1	4094	13	4046	1	1894	48	1885	6	4043	6	1460	15	2132	4				
a,mk_paradia_gloves_i\0	419	4997	7	2486	1	183	60	7	4997	1	4095	13	1894	32	1885	4	4043	4	1460	8	2132	4						
a,mk_paradia_gloves_ii\0	420	4172	7	2486	1	183	100	8	4172	1	4095	13	4046	1	1894	48	1885	6	4043	6	1460	15	2132	4				
a,mk_blue_wolve's_gloves_i\0	421	4998	7	2487	1	183	60	7	4998	1	4096	13	1894	32	1885	4	4043	4	1460	8	2132	4						
a,mk_blue_wolve's_gloves_ii\0	422	4173	7	2487	1	183	100	8	4173	1	4096	13	4046	1	1894	48	1885	6	4043	6	1460	15	2132	4				
a,mk_shrnoen's_boots_i\0	423	4958	6	554	1	174	60	7	4958	1	4097	12	1894	16	1885	2	4043	2	1459	25	2132	2						
a,mk_shrnoen's_boots_ii\0	424	4174	6	554	1	174	100	8	4174	1	4097	12	4046	1	1894	24	1885	3	4043	3	1459	33	2132	2				
a,mk_avadon_boots_i\0	425	4959	6	600	1	174	60	7	4959	1	4098	12	1894	16	1885	2	4043	2	1459	25	2132	2						
a,mk_avadon_boots_ii\0	426	4175	6	600	1	174	100	8	4175	1	4098	12	4046	1	1894	24	1885	3	4043	3	1459	33	2132	2				
a,mk_doom_boots_i\0	427	4999	7	601	1	183	60	7	4999	1	4099	13	1894	32	1885	4	4043	4	1460	8	2132	4						
a,mk_doom_boots_ii\0	428	4176	7	601	1	183	100	8	4176	1	4099	13	4046	1	1894	48	1885	6	4043	6	1460	15	2132	4				
a,mk_shrnoen's_gauntlet_i\0	429	4960	6	612	1	174	60	7	4960	1	4100	12	1894	16	1885	2	4043	2	1459	25	2132	2						
